# META: {"workflow_id": 10, "user_id": 33, "num_abstract": 50, "connector_pattern": "0101111000111010001110010001111011011110110001100", "abstract_services": {"a_0": 89, "a_1": 100, "a_2": 113, "a_3": 95, "a_4": 91, "a_5": 99, "a_6": 106, "a_7": 118, "a_8": 120, "a_9": 105, "a_10": 106, "a_11": 86, "a_12": 92, "a_13": 123, "a_14": 97, "a_15": 121, "a_16": 112, "a_17": 108, "a_18": 97, "a_19": 93, "a_20": 123, "a_21": 88, "a_22": 101, "a_23": 118, "a_24": 91, "a_25": 98, "a_26": 122, "a_27": 100, "a_28": 103, "a_29": 120, "a_30": 103, "a_31": 98, "a_32": 91, "a_33": 109, "a_34": 93, "a_35": 113, "a_36": 109, "a_37": 90, "a_38": 94, "a_39": 109, "a_40": 94, "a_41": 99, "a_42": 108, "a_43": 103, "a_44": 123, "a_45": 121, "a_46": 107, "a_47": 106, "a_48": 118, "a_49": 90}, "total_latency": 16.493, "total_throughput": 0.35}
abstract_service,concrete_service,latency,throughput
a_0,1613,0.376,7.978
a_0,2806,0.164,24.39
a_0,5779,0.265,75.471
a_1,1478,0.373,8.042
a_1,4351,0.043,46.511
a_1,2366,1.68,4.166
a_1,3720,0.1,840.0
a_1,1343,0.442,9.049
a_1,1094,0.158,18.987
a_1,3065,0.356,56.179
a_1,3833,0.056,125.0
a_1,5130,0.458,8.733
a_1,5356,0.183,32.786
a_1,3138,0.588,15.306
a_1,2188,0.326,12.269
a_1,1630,0.363,11.019
a_1,3864,0.155,19.354
a_1,2154,0.341,8.797
a_1,4055,0.183,16.393
a_1,2431,0.465,6.451
a_1,2309,1.032,1.937
a_1,1641,0.167,29.94
a_1,1636,0.27,18.518
a_1,3571,9.311,5.584
a_1,2884,0.332,611.445
a_1,4625,0.12,33.333
a_1,3451,0.162,24.691
a_1,1300,0.57,3.508
a_1,5338,0.04,100.0
a_1,2733,0.176,28.409
a_1,199,0.596,8.389
a_1,5407,0.565,14.159
a_1,5058,0.121,16.528
a_1,4164,0.554,28.88
a_1,1698,0.146,34.246
a_1,4057,0.566,339.222
a_1,0,1.995,1.002
a_1,2475,0.14,71.428
a_1,3395,0.513,15.594
a_1,103,0.53,3.773
a_1,5120,0.342,8.771
a_1,3509,0.099,30.303
a_1,418,12.644,0.632
a_1,452,11.282,0.709
a_1,2969,0.277,14.44
a_1,1375,1.019,8.832
a_1,844,0.571,7.005
a_1,501,0.209,43.062
a_1,346,0.135,51.851
a_1,5358,0.073,178.082
a_1,4871,0.12,25.0
a_1,1316,0.646,3.095
a_1,1534,0.979,108.273
a_1,3813,0.031,64.516
a_1,1238,0.645,3.1
a_1,759,0.795,3.773
a_1,565,0.543,79.189
a_1,2170,0.37,5.405
a_1,3840,0.14,14.285
a_1,2197,0.44,47.727
a_1,3944,0.056,107.142
a_1,2161,0.365,21.917
a_1,3398,0.488,16.393
a_1,5057,0.149,187.919
a_1,3053,0.605,6.611
a_1,2119,0.447,6.711
a_1,4803,7.318,0.819
a_1,5550,0.275,32.727
a_1,4867,0.093,21.505
a_1,455,10.393,0.769
a_1,1247,0.136,22.058
a_1,1317,0.543,3.683
a_1,1600,0.651,4.608
a_1,49,2.768,0.722
a_1,3836,0.141,14.184
a_1,3185,0.225,13.333
a_1,2148,0.336,8.928
a_1,4816,0.14,78.571
a_1,4391,0.068,44.117
a_1,643,0.23,13.043
a_1,3544,0.051,58.823
a_1,294,0.438,15.981
a_1,5006,0.104,28.846
a_1,1250,0.591,5.076
a_1,3724,0.164,18.292
a_1,169,0.169,17.751
a_1,1852,0.916,2.183
a_1,4984,0.094,85.106
a_1,3647,0.207,14.492
a_1,5236,0.295,47.457
a_1,3147,0.247,12.145
a_1,5168,0.294,13.605
a_1,4080,0.168,17.857
a_1,2571,0.326,6.134
a_1,2584,0.23,8.695
a_1,4733,0.174,11.494
a_1,2075,0.56,1.785
a_1,4749,0.082,36.585
a_1,958,0.172,17.441
a_1,157,0.399,5.012
a_1,4697,0.314,401.273
a_1,1564,0.609,4.926
a_1,4091,0.109,27.522
a_2,5036,0.173,17.341
a_2,558,0.091,21.978
a_2,3899,0.108,296.296
a_2,669,0.495,6.06
a_2,4276,0.064,62.5
a_2,1487,0.255,7.843
a_2,5743,0.103,19.417
a_2,4978,0.077,25.974
a_2,2635,0.248,286.29
a_2,1249,0.177,16.949
a_2,5082,0.072,27.777
a_2,3822,0.102,9.803
a_2,3423,0.419,9.546
a_2,1013,0.678,421.828
a_2,1237,0.231,38.961
a_2,5111,0.384,5.208
a_2,5048,11.08,0.27
a_2,2749,0.165,30.303
a_2,1397,0.202,24.752
a_2,4495,0.159,50.314
a_2,3411,0.235,12.765
a_2,2977,0.36,11.111
a_2,4545,0.086,23.255
a_2,3982,0.078,38.461
a_2,5531,0.166,42.168
a_2,4226,0.253,19.762
a_2,2414,0.374,26.737
a_2,2146,0.336,8.928
a_2,2071,0.311,9.646
a_2,4457,0.15,13.333
a_2,29,0.317,9.463
a_2,1047,0.324,6.172
a_2,5665,0.078,51.282
a_2,1606,0.472,21.186
a_2,559,0.229,17.467
a_2,3385,0.576,13.888
a_2,4146,0.037,81.081
a_2,4536,0.126,23.809
a_2,5153,0.092,32.608
a_2,1002,0.27,37.037
a_2,5324,0.141,28.368
a_2,72,12.052,0.165
a_2,4165,0.79,21.518
a_2,1468,0.683,2.928
a_2,1682,0.146,27.397
a_2,1054,0.507,17.751
a_2,2830,0.199,25.125
a_2,622,0.328,6.097
a_2,547,0.499,6.012
a_2,5336,0.123,32.52
a_2,3350,0.136,88.235
a_2,777,0.404,4.95
a_2,3177,0.185,27.027
a_2,2923,0.167,17.964
a_2,3453,0.164,18.292
a_2,4029,0.136,22.058
a_2,219,0.191,36.649
a_2,4780,0.186,16.129
a_2,1652,0.138,36.231
a_2,4559,0.175,234.285
a_2,1957,0.122,24.59
a_2,626,0.459,106.753
a_2,5615,0.253,7.905
a_2,1120,0.473,8.456
a_2,3526,0.063,47.619
a_2,1817,0.265,7.547
a_2,1109,0.456,8.771
a_2,1947,0.126,23.809
a_2,4182,0.079,25.316
a_2,642,0.25,484.0
a_2,2960,0.174,17.241
a_2,5037,0.157,19.108
a_2,2349,0.288,10.416
a_2,1475,3.089,1.294
a_2,898,0.136,22.058
a_2,4732,0.123,97.56
a_2,2668,0.353,16.997
a_2,3757,0.064,46.875
a_2,4218,0.079,37.974
a_2,5576,0.301,73.089
a_2,2765,0.169,29.585
a_2,3123,0.27,7.407
a_2,2672,0.568,38.732
a_2,2302,0.702,71.225
a_2,184,0.565,5.309
a_2,4719,0.166,54.216
a_2,4211,0.089,33.707
a_2,1549,0.561,3.565
a_2,2525,0.25,8.0
a_2,1278,0.135,407.407
a_2,4095,0.147,20.408
a_2,5094,0.233,25.751
a_2,1880,0.618,3.236
a_2,4580,0.134,22.388
a_2,1594,0.252,11.904
a_2,2838,0.167,29.94
a_2,973,0.434,4.608
a_2,2182,0.195,15.384
a_2,93,2.853,1.402
a_2,353,0.129,54.263
a_2,2623,0.548,5.474
a_2,2636,0.227,317.18
a_2,4590,0.454,11.013
a_2,3591,0.148,20.27
a_2,3085,0.414,7.246
a_2,3434,0.241,16.597
a_2,987,0.552,7.246
a_2,1318,0.579,3.454
a_2,3902,0.256,417.968
a_2,2582,0.253,7.905
a_2,653,0.238,8.403
a_2,3241,0.59,6.779
a_2,4924,0.1,20.0
a_3,5557,0.612,19.607
a_3,3629,0.03,400.0
a_3,2702,0.168,29.761
a_3,5334,0.144,27.777
a_3,2258,0.319,6.269
a_3,2503,0.281,7.117
a_3,3563,0.06,66.666
a_3,273,12.54,0.637
a_3,2508,0.264,7.575
a_3,1646,0.139,35.971
a_3,4616,0.206,14.563
a_3,1211,0.343,5.83
a_3,4278,0.071,42.253
a_3,4042,0.4,45.0
a_3,2522,0.303,13.201
a_3,2353,0.308,9.74
a_3,2042,3.646,1.097
a_3,3026,0.212,14.15
a_3,3246,0.157,25.477
a_3,2869,0.169,29.585
a_3,5280,0.07,42.857
a_3,3767,0.031,96.774
a_3,3239,0.255,11.764
a_3,4158,0.123,89.43
a_3,2424,0.133,15.037
a_3,4773,0.212,14.15
a_3,1627,0.36,5.555
a_3,3519,0.076,39.473
a_3,5147,0.615,60.162
a_3,621,0.235,8.51
a_3,2348,0.386,5.181
a_3,520,0.302,19.867
a_3,5361,0.231,34.632
a_3,4195,0.021,142.857
a_3,1611,0.402,24.875
a_3,4191,0.07,157.142
a_3,3313,0.138,28.985
a_3,5163,0.455,4.395
a_3,5264,0.186,16.129
a_3,5081,0.18,11.111
a_3,2641,1.955,226.086
a_3,2729,0.168,29.761
a_3,4764,0.23,13.043
a_3,5447,0.256,7.812
a_3,1525,3.578,0.558
a_3,5228,0.563,5.328
a_3,1666,0.475,10.526
a_3,4715,0.125,32.0
a_3,220,0.195,35.897
a_3,1913,0.791,5.056
a_3,352,0.147,47.619
a_3,1452,0.619,8.077
a_3,4497,0.283,7.067
a_3,1045,0.323,6.191
a_3,4538,1.797,69.003
a_3,337,11.256,0.71
a_3,4122,0.028,142.857
a_3,832,1.023,1.955
a_3,1232,0.237,37.974
a_3,5071,0.054,148.148
a_3,2825,0.174,28.735
a_3,2542,0.124,24.193
a_3,4326,0.128,31.25
a_3,910,0.299,16.722
a_3,1995,0.127,23.622
a_3,4579,0.089,101.123
a_3,584,0.076,39.473
a_3,5107,0.133,52.631
a_3,2441,0.483,4.14
a_3,248,0.183,38.251
a_3,5486,0.995,8.04
a_3,4134,0.069,115.942
a_3,4081,0.154,266.233
a_3,2716,0.201,19.9
a_3,1210,0.474,12.658
a_3,3861,0.062,32.258
a_3,4620,0.071,28.169
a_3,623,0.249,8.032
a_3,2914,0.102,29.411
a_3,3615,0.115,26.086
a_3,2,0.239,25.104
a_3,3789,0.171,23.391
a_3,3110,0.469,14.925
a_3,1336,0.51,3.921
a_3,1352,0.462,6.493
a_3,5481,0.154,58.441
a_3,5257,0.172,75.581
a_3,4565,0.03,100.0
a_3,949,0.514,5.836
a_3,2693,0.168,29.761
a_3,400,0.183,38.251
a_3,2583,0.315,6.349
a_3,2694,0.177,28.248
a_3,1358,0.505,7.92
a_3,5042,0.133,15.037
a_4,5461,0.388,23.195
a_4,509,0.27,11.111
a_4,1385,0.794,6.297
a_4,5311,0.074,40.54
a_4,3158,0.306,9.803
a_4,3013,0.408,9.803
a_4,554,0.16,12.5
a_4,3594,0.052,57.692
a_4,1185,0.466,25.751
a_4,5185,0.347,2.881
a_4,5318,0.199,20.1
a_4,3957,0.097,61.855
a_4,3542,0.049,61.224
a_4,4660,0.09,22.222
a_4,1104,0.28,10.714
a_4,2417,0.272,7.352
a_4,2317,0.268,14.925
a_4,3505,0.19,10.526
a_4,4989,0.049,81.632
a_4,4404,0.075,40.0
a_4,4130,0.09,33.333
a_4,317,12.815,0.624
a_4,3513,0.147,20.408
a_4,670,11.177,6.083
a_4,1999,0.326,6.134
a_4,3368,0.06,533.333
a_4,1940,0.311,9.646
a_4,656,0.249,180.722
a_4,3597,0.044,68.181
a_4,3529,0.068,44.117
a_4,147,0.137,21.897
a_4,1485,0.268,11.194
a_4,5376,0.235,12.765
a_4,810,0.599,6.677
a_4,5775,0.11,36.363
a_4,4117,0.061,32.786
a_4,5306,0.242,16.528
a_4,5268,0.077,38.961
a_4,119,0.326,30.674
a_4,2365,1.194,1.675
a_4,2858,0.169,23.668
a_4,3463,0.081,37.037
a_4,5604,0.165,30.303
a_4,1141,0.308,6.493
a_4,3749,0.5,6.0
a_4,727,0.732,4.098
a_4,54,0.452,11.061
a_4,726,1.927,2.594
a_4,825,0.642,3.115
a_4,1966,0.146,20.547
a_4,2776,0.19,26.315
a_4,1760,0.159,113.207
a_4,2771,0.164,24.39
a_4,5415,0.108,18.518
a_4,2849,0.165,30.303
a_4,1568,0.133,112.781
a_4,5694,0.048,62.5
a_4,5468,0.131,61.068
a_4,1620,0.472,6.355
a_4,424,12.416,0.644
a_4,4947,0.022,90.909
a_4,1490,0.267,11.235
a_4,5216,0.435,6.896
a_4,5762,0.15,13.333
a_4,5266,0.139,21.582
a_4,4002,0.101,19.801
a_4,2002,0.285,10.526
a_4,3075,0.567,144.62
a_4,3974,0.076,26.315
a_4,5634,0.14,28.571
a_4,5004,0.151,19.867
a_4,2862,0.165,30.303
a_4,4410,0.231,12.987
a_4,336,0.132,53.03
a_4,1483,0.646,30.959
a_4,5726,0.291,6.872
a_4,3004,0.425,9.411
a_4,4790,0.174,22.988
a_4,5772,0.096,41.666
a_4,5555,0.385,31.168
a_4,2590,0.569,94.903
a_4,1766,0.435,4.597
a_4,2376,0.218,36.697
a_4,4652,0.137,29.197
a_4,76,0.99,12.121
a_4,1435,0.285,14.035
a_4,2828,0.17,29.411
a_4,2369,0.232,34.482
a_4,4507,9.56,533.263
a_4,1030,0.193,15.544
a_4,1290,0.131,618.32
a_5,412,12.097,0.661
a_5,4843,0.135,14.814
a_5,5156,1.342,2.235
a_5,2023,0.271,11.07
a_5,5133,0.884,7.918
a_5,1223,0.229,39.301
a_5,2279,0.346,8.67
a_5,541,0.025,120.0
a_5,3023,0.265,11.32
a_5,2232,1.366,1.464
a_5,3525,0.057,52.631
a_5,5532,0.166,42.168
a_5,3253,0.076,65.789
a_5,5148,0.061,49.18
a_5,5424,0.072,41.666
a_5,1997,0.253,3.952
a_5,3192,0.207,24.154
a_5,57,0.22,13.636
a_5,1887,0.445,6.741
a_5,3951,0.123,32.52
a_5,2918,0.169,17.751
a_5,5690,0.17,594.117
a_5,5206,0.618,4.854
a_5,2287,1.01,3.96
a_5,1007,0.239,8.368
a_5,5620,0.156,19.23
a_5,2000,0.159,12.578
a_5,3037,0.315,120.634
a_5,4432,0.067,44.776
a_5,146,0.139,21.582
a_5,4729,0.152,13.157
a_5,1598,0.338,8.875
a_5,3323,0.123,48.78
a_5,5205,3.349,0.895
a_5,1673,0.202,24.752
a_5,2470,0.288,59.027
a_5,4520,0.203,19.704
a_5,4524,0.129,201.55
a_5,3227,0.256,15.625
a_5,1443,0.158,25.316
a_5,5771,0.097,41.237
a_5,1686,0.147,34.013
a_5,1346,0.406,9.852
a_5,1929,0.177,16.949
a_5,2180,0.145,13.793
a_5,1628,0.587,6.814
a_5,1287,0.642,232.087
a_5,3742,0.168,17.857
a_5,3344,0.228,162.28
a_5,2307,0.489,4.089
a_5,3900,0.061,81.967
a_5,4018,0.814,128.992
a_5,3964,0.065,15.384
a_5,2113,0.355,5.633
a_5,4890,0.076,39.473
a_5,1283,0.132,424.242
a_5,2246,0.419,4.773
a_5,4288,0.104,38.461
a_5,3823,0.102,9.803
a_5,50,2.444,0.818
a_5,3091,0.505,5.94
a_5,2372,0.277,28.88
a_5,945,0.296,13.513
a_5,2708,0.167,29.94
a_5,2973,0.207,67.632
a_5,3408,0.147,27.21
a_5,1243,0.168,17.857
a_5,938,0.969,4.127
a_5,2494,0.941,3.188
a_5,1193,1.261,896.907
a_5,2491,0.152,13.157
a_5,1403,0.393,5.089
a_5,4942,0.131,22.9
a_5,935,0.216,27.777
a_5,1136,0.118,16.949
a_5,482,0.095,94.736
a_5,3234,0.207,14.492
a_5,11,0.553,3.616
a_5,3801,0.114,70.175
a_5,3198,0.199,15.075
a_5,5098,0.12,25.0
a_5,2937,0.115,34.782
a_5,4896,0.198,20.202
a_5,2487,0.136,147.058
a_5,4303,0.127,338.582
a_5,5782,0.096,41.666
a_5,5019,0.353,14.164
a_5,256,0.165,42.424
a_5,3348,0.212,183.962
a_5,5064,0.256,19.531
a_5,345,0.136,51.47
a_5,3195,0.206,14.563
a_5,1706,0.183,814.207
a_5,1719,0.208,634.615
a_5,4705,0.086,23.255
a_5,3349,0.117,42.735
a_5,5714,0.172,587.209
a_5,2794,0.175,28.571
a_5,826,1.932,1.552
a_6,4013,0.125,16.0
a_6,1621,0.178,11.235
a_6,1087,0.16,18.75
a_6,1750,5.166,3.677
a_6,397,0.718,9.749
a_6,2269,0.369,5.42
a_6,553,0.29,20.689
a_6,3245,0.059,50.847
a_6,5233,0.24,4.166
a_6,4933,0.068,29.411
a_6,2521,0.308,9.74
a_6,2060,0.487,6.16
a_6,5189,0.829,3.618
a_6,187,0.563,12.433
a_6,243,0.131,53.435
a_6,1793,0.161,18.633
a_6,2177,0.145,13.793
a_6,2839,0.168,23.809
a_6,4459,0.117,25.641
a_6,296,0.133,52.631
a_6,4169,0.151,264.9
a_6,3785,0.142,21.126
a_6,3216,0.4,10.0
a_6,1908,3.769,7.694
a_6,447,0.262,34.351
a_6,2883,0.345,147.826
a_6,1219,0.371,10.781
a_6,5470,0.129,69.767
a_6,347,0.13,53.846
a_6,598,0.066,45.454
a_6,4751,0.222,18.018
a_6,3351,0.128,46.875
a_6,4030,0.132,22.727
a_6,4639,0.378,5.291
a_6,2861,0.166,30.12
a_6,1885,0.595,8.403
a_6,4058,0.126,341.269
a_6,2657,0.473,6.342
a_6,332,0.163,42.944
a_6,3068,0.379,5.277
a_6,2191,0.312,9.615
a_6,754,0.486,10.288
a_6,27,0.219,13.698
a_6,1960,0.124,24.193
a_6,757,0.515,3.883
a_6,2647,0.396,10.101
a_6,1410,0.761,2.628
a_6,4344,5.206,0.768
a_6,4163,0.474,6.329
a_6,1354,0.144,20.833
a_6,4240,0.125,32.0
a_6,272,0.133,52.631
a_6,2140,0.355,11.267
a_6,67,0.965,3.108
a_6,2759,0.179,27.932
a_6,4381,0.173,23.121
a_6,2697,0.165,30.303
a_6,843,1.49,1.342
a_6,4832,0.095,31.578
a_6,4546,0.066,30.303
a_6,2013,0.256,11.718
a_6,5141,0.309,12.944
a_6,4170,0.118,25.423
a_6,3812,0.031,64.516
a_6,2840,0.18,27.777
a_6,1495,0.293,10.238
a_6,1592,0.262,15.267
a_6,615,0.778,42.416
a_6,1834,0.363,8.264
a_6,3940,0.078,102.564
a_6,215,1.319,3.79
a_6,5286,0.147,88.435
a_6,4053,1.127,2.661
a_6,1267,0.122,24.59
a_6,289,0.137,51.094
a_6,4462,0.063,63.492
a_6,480,2.056,4.377
a_6,5709,0.09,33.333
a_6,3,0.22,9.09
a_6,3874,0.376,15.957
a_6,4215,7.991,0.375
a_6,3692,0.054,55.555
a_6,4811,0.238,21.008
a_6,1256,0.885,4.519
a_6,5154,0.232,56.034
a_6,369,0.276,25.362
a_6,5353,0.153,19.607
a_6,2064,0.521,5.758
a_6,4513,0.087,34.482
a_6,1845,0.251,11.952
a_6,1017,0.374,5.347
a_6,1133,0.168,11.904
a_6,4515,0.103,48.543
a_6,4756,0.189,10.582
a_6,4645,0.081,172.839
a_6,2890,0.209,492.822
a_6,2144,0.335,5.97
a_6,527,0.3,10.0
a_6,2010,0.274,18.248
a_6,2103,0.397,15.113
a_6,4825,0.083,24.096
a_6,5644,0.041,73.17
a_6,4283,0.065,46.153
a_6,5002,0.309,9.708
a_6,2163,0.346,23.121
a_6,994,2.898,115.251
a_7,1926,1.021,2.938
a_7,1577,0.408,98.039
a_7,2406,0.335,11.94
a_7,1905,0.105,200.0
a_7,2552,0.156,19.23
a_7,812,1.364,1.466
a_7,3818,0.166,6.024
a_7,4891,0.179,16.759
a_7,3439,0.184,16.304
a_7,5359,0.471,4.246
a_7,4487,0.304,128.289
a_7,4819,0.307,6.514
a_7,5277,0.189,15.873
a_7,4577,0.103,29.126
a_7,3728,0.105,28.571
a_7,4334,0.065,61.538
a_7,5465,0.129,69.767
a_7,5471,0.129,69.767
a_7,2453,0.341,8.797
a_7,2589,0.275,7.272
a_7,3186,0.199,15.075
a_7,5577,0.611,4.909
a_7,136,0.304,6.578
a_7,3452,0.169,29.585
a_7,1240,0.13,23.076
a_7,2141,0.335,8.955
a_7,1863,0.245,16.326
a_7,795,0.422,4.739
a_7,4168,0.139,35.971
a_7,129,0.324,9.259
a_7,378,0.215,32.558
a_7,41,1.178,3.395
a_7,4571,0.123,32.52
a_7,4955,0.322,9.316
a_7,3552,0.06,50.0
a_7,2547,0.387,7.751
a_7,962,0.222,157.657
a_7,152,0.265,11.32
a_7,4403,0.068,58.823
a_7,4975,0.042,47.619
a_7,3551,0.071,42.253
a_7,1326,0.635,20.472
a_7,229,0.159,44.025
a_7,3494,0.148,13.513
a_7,5612,0.244,8.196
a_7,5330,0.324,12.345
a_7,3140,0.469,8.528
a_7,2313,0.303,6.6
a_7,2604,1.68,1.785
a_7,4686,0.116,17.241
a_7,3496,0.204,14.705
a_7,1374,0.144,13.888
a_7,2965,0.113,26.548
a_7,1610,0.386,25.906
a_7,4440,0.065,61.538
a_7,1980,0.675,186.666
a_7,1931,0.13,23.076
a_7,2367,1.281,5.464
a_7,3779,0.419,7.159
a_7,3010,0.246,12.195
a_7,3059,0.304,13.157
a_7,5820,0.148,27.027
a_7,4677,0.203,49.261
a_7,5282,0.162,24.691
a_7,2072,0.151,19.867
a_7,4894,0.104,28.846
a_7,28,0.889,3.374
a_7,4285,0.097,41.237
a_7,160,2.5,1.2
a_7,2507,0.149,26.845
a_7,854,0.857,8.168
a_7,3556,0.061,49.18
a_7,4602,0.194,10.309
a_7,349,0.132,53.03
a_7,290,0.133,52.631
a_7,416,11.922,0.671
a_7,5806,0.12,175.0
a_7,1040,0.167,17.964
a_7,629,0.233,158.798
a_7,4077,0.154,25.974
a_7,5480,0.135,66.666
a_7,162,0.264,11.363
a_7,711,0.986,4.056
a_7,5272,0.278,25.179
a_7,2740,0.158,31.645
a_7,2194,0.3,10.0
a_7,1527,0.648,18.518
a_7,4856,0.065,61.538
a_7,4531,0.138,50.724
a_7,4417,0.152,289.473
a_7,66,14.441,0.207
a_7,2523,0.25,12.0
a_7,2298,0.463,4.319
a_7,177,0.918,33.769
a_7,4710,0.127,15.748
a_7,5569,0.147,34.013
a_7,2030,0.249,12.048
a_7,733,0.831,4.813
a_7,1265,0.195,15.384
a_7,2214,0.094,31.914
a_7,5223,0.134,14.925
a_7,5561,0.321,43.613
a_7,1462,0.404,29.702
a_7,3390,0.517,15.473
a_7,4854,0.17,11.764
a_7,1971,0.221,76.923
a_7,1907,0.105,28.571
a_7,2263,0.252,7.936
a_7,3007,0.31,29.032
a_7,5553,0.329,18.237
a_7,756,0.444,6.756
a_7,1986,1.164,7.731
a_7,5717,0.09,33.333
a_7,5413,0.111,27.027
a_7,4097,0.101,79.207
a_7,4899,0.208,9.615
a_7,4861,0.121,41.322
a_7,4721,0.13,30.769
a_8,848,0.943,36.055
a_8,5281,0.084,154.761
a_8,614,0.375,16.0
a_8,1266,0.444,6.756
a_8,3753,0.062,48.387
a_8,5607,0.389,2.57
a_8,110,0.183,27.322
a_8,3143,0.317,9.463
a_8,2043,2.14,1.401
a_8,4629,0.15,273.333
a_8,2056,0.908,125.55
a_8,2778,0.174,22.988
a_8,1916,0.227,13.215
a_8,5478,0.137,65.693
a_8,3763,0.018,166.666
a_8,4368,0.034,88.235
a_8,4375,0.187,10.695
a_8,1041,0.17,17.647
a_8,5160,0.459,4.357
a_8,2922,0.325,9.23
a_8,545,0.063,47.619
a_8,3567,0.275,10.909
a_8,5631,0.167,23.952
a_8,5054,0.378,7.936
a_8,5759,0.065,46.153
a_8,713,0.509,7.858
a_8,3191,0.216,13.888
a_8,3184,0.194,25.773
a_8,2793,0.174,28.735
a_8,692,0.316,6.329
a_8,431,17.644,0.396
a_8,5499,0.065,30.769
a_8,5137,0.634,6.309
a_8,5791,0.117,34.188
a_8,4132,0.081,49.382
a_8,2027,0.24,8.333
a_8,3444,0.165,24.242
a_8,396,11.589,0.69
a_8,2252,0.151,19.867
a_8,4683,1.806,73.089
a_8,2338,0.154,12.987
a_8,5732,0.178,22.471
a_8,1695,0.136,36.764
a_8,5616,0.245,8.163
a_8,2575,0.398,37.688
a_8,4014,0.043,46.511
a_8,2998,0.17,23.529
a_8,5517,0.285,21.052
a_8,915,0.407,7.371
a_8,4490,0.362,11.049
a_8,4877,0.01,300.0
a_8,2078,0.211,14.218
a_8,308,0.14,49.999
a_8,1632,0.865,174.566
a_8,1734,0.188,872.34
a_8,3835,0.15,20.0
a_8,3566,0.062,64.516
a_8,3521,0.082,36.585
a_8,5351,0.209,9.569
a_8,5451,0.136,22.058
a_8,4654,0.116,34.482
a_8,807,0.994,2.012
a_8,1409,0.342,5.847
