# META: {"workflow_id": 8, "user_id": 33, "num_abstract": 50, "connector_pattern": "1101101010110011101010001110110101010010000011011", "abstract_services": {"a_0": 111, "a_1": 87, "a_2": 103, "a_3": 113, "a_4": 99, "a_5": 90, "a_6": 108, "a_7": 123, "a_8": 114, "a_9": 111, "a_10": 106, "a_11": 95, "a_12": 105, "a_13": 108, "a_14": 106, "a_15": 108, "a_16": 103, "a_17": 107, "a_18": 113, "a_19": 96, "a_20": 121, "a_21": 95, "a_22": 103, "a_23": 113, "a_24": 117, "a_25": 102, "a_26": 110, "a_27": 107, "a_28": 117, "a_29": 93, "a_30": 100, "a_31": 89, "a_32": 113, "a_33": 108, "a_34": 109, "a_35": 117, "a_36": 107, "a_37": 107, "a_38": 110, "a_39": 95, "a_40": 99, "a_41": 95, "a_42": 102, "a_43": 116, "a_44": 110, "a_45": 107, "a_46": 93, "a_47": 93, "a_48": 93, "a_49": 118}, "total_latency": 15.929, "total_throughput": 0.312}
abstract_service,concrete_service,latency,throughput
a_3,2137,0.561,5.347
a_3,2205,0.77,3.896
a_3,1050,0.438,15.981
a_3,195,0.549,5.464
a_3,2531,0.376,47.872
a_3,5649,0.083,24.096
a_3,4385,0.082,48.78
a_3,1549,0.561,3.565
a_3,4096,0.142,91.549
a_3,438,1.1,6.363
a_3,5817,0.26,11.538
a_3,4397,0.075,40.0
a_3,753,0.576,5.208
a_3,1836,0.404,7.425
a_3,484,0.202,44.554
a_3,5503,0.237,8.438
a_3,1411,0.367,5.449
a_3,1680,0.139,35.971
a_3,3434,0.241,16.597
a_3,5396,0.121,388.429
a_3,4149,0.031,96.774
a_3,4433,0.127,31.496
a_3,4781,0.199,10.05
a_3,1945,0.237,12.658
a_3,3899,0.108,296.296
a_3,1438,0.466,8.583
a_3,998,0.816,2.45
a_3,3414,0.164,18.292
a_3,3637,0.101,29.702
a_3,5541,0.167,41.916
a_3,4751,0.222,18.018
a_3,4893,0.352,122.159
a_3,927,1.297,6.168
a_3,4887,0.221,171.945
a_3,3216,0.4,10.0
a_3,3339,0.118,50.847
a_3,2467,0.353,8.498
a_3,2345,0.347,5.763
a_3,4297,0.19,421.052
a_3,2870,0.175,28.571
a_3,3951,0.123,32.52
a_3,5610,0.254,7.874
a_3,5135,0.462,4.329
a_3,3011,0.273,18.315
a_3,552,0.068,44.117
a_3,5536,0.167,41.916
a_3,972,0.905,89.502
a_3,72,12.052,0.165
a_3,1470,0.589,11.884
a_3,4076,0.143,27.972
a_3,44,0.711,8.438
a_3,3584,0.138,21.739
a_3,2638,0.224,267.857
a_3,2910,0.232,12.931
a_3,4215,7.991,0.375
a_3,302,0.133,52.631
a_3,3233,0.598,6.688
a_3,255,0.659,10.622
a_3,4285,0.097,41.237
a_3,3007,0.31,29.032
a_3,541,0.025,120.0
a_3,4652,0.137,29.197
a_3,635,0.331,12.084
a_3,4136,0.221,18.099
a_3,4322,0.137,291.97
a_3,1193,1.261,896.907
a_3,4368,0.034,88.235
a_3,2855,0.167,29.94
a_3,3457,0.163,24.539
a_3,3743,0.075,40.0
a_3,3800,0.125,64.0
a_3,2381,0.218,36.697
a_3,4239,0.326,101.226
a_3,2672,0.568,38.732
a_3,4840,0.149,26.845
a_3,4407,0.065,46.153
a_3,4127,0.18,11.111
a_3,1102,0.155,19.354
a_3,1920,0.257,112.84
a_3,3843,0.04,275.0
a_3,4063,0.16,93.75
a_3,1431,0.661,665.658
a_3,2645,0.409,9.779
a_3,5593,0.772,9.067
a_3,562,0.134,22.388
a_3,2336,0.158,12.658
a_3,4873,0.144,62.5
a_3,5383,0.182,10.989
a_3,24,0.721,4.16
a_3,291,0.137,51.094
a_4,3358,0.56,73.214
a_4,4132,0.081,49.382
a_4,1398,1.168,5.136
a_4,5428,0.544,3.676
a_4,2158,0.337,8.902
a_4,4351,0.043,46.511
a_4,1713,0.215,604.651
a_4,5154,0.232,56.034
a_4,5547,0.164,42.682
a_4,332,0.163,42.944
a_4,4176,0.05,120.0
a_4,1511,1.334,233.883
a_4,4417,0.152,289.473
a_4,201,17.912,190.542
a_4,5556,0.385,31.168
a_4,3570,0.211,109.004
a_4,5693,0.201,502.487
a_4,5039,0.151,19.867
a_4,5305,1.129,5.314
a_4,5299,0.321,6.23
a_4,1134,0.122,16.393
a_4,1054,0.507,17.751
a_4,5122,0.573,29.668
a_4,2720,0.222,22.522
a_4,3656,0.046,65.217
a_4,2361,0.668,5.988
a_4,3538,0.04,75.0
a_4,2289,0.537,63.314
a_4,2149,0.339,8.849
a_4,374,0.252,27.777
a_4,1912,1.432,152.234
a_4,481,0.094,95.744
a_4,5205,3.349,0.895
a_4,771,0.725,2.758
a_4,3897,0.038,78.947
a_4,2574,0.285,10.526
a_4,3437,0.169,17.751
a_4,3947,0.102,19.607
a_4,4517,0.344,23.255
a_4,1700,0.447,127.516
a_4,5147,0.615,60.162
a_4,4693,0.12,33.333
a_4,4312,0.152,269.736
a_4,2226,0.525,34.285
a_4,957,0.345,8.695
a_4,2640,0.274,200.729
a_4,4445,0.127,31.496
a_4,63,0.481,6.237
a_4,2502,0.15,20.0
a_4,3142,0.317,6.309
a_4,5702,0.133,578.947
a_4,525,0.316,9.493
a_4,4767,0.366,5.464
a_4,5311,0.074,40.54
a_4,4910,0.156,423.076
a_4,5290,0.405,856.79
a_4,662,1.034,4.835
a_4,2925,0.207,14.492
a_4,298,0.141,63.829
a_4,3706,4.962,0.403
a_4,271,0.134,52.238
a_4,3962,0.069,14.492
a_4,2556,0.326,9.202
a_4,501,0.209,43.062
a_4,1964,0.329,9.118
a_4,5367,0.036,194.444
a_4,4233,0.402,465.174
a_4,1220,0.994,6.036
a_4,3401,0.121,33.057
a_4,1262,0.918,3.267
a_4,3889,0.204,19.607
a_4,344,0.135,51.851
a_4,4645,0.081,172.839
a_4,3683,0.138,21.739
a_4,277,12.553,0.637
a_4,5094,0.233,25.751
a_4,3370,0.069,463.768
a_4,4260,0.243,16.46
a_4,1478,0.373,8.042
a_4,408,12.124,0.659
a_4,1098,0.383,52.219
a_4,4979,0.167,53.892
a_4,5044,0.11,54.545
a_4,3127,0.594,107.744
a_4,3805,0.111,72.072
a_4,749,0.546,5.494
a_4,264,0.298,23.489
a_4,5762,0.15,13.333
a_4,3257,0.045,88.888
a_4,152,0.265,11.32
a_4,2315,1.231,23.558
a_4,5006,0.104,28.846
a_4,3186,0.199,15.075
a_4,5471,0.129,69.767
a_4,2535,0.277,10.83
a_4,789,4.009,0.498
a_4,2222,0.237,12.658
a_4,3149,0.274,14.598
a_4,26,0.214,14.018
a_5,1770,0.172,11.627
a_5,4430,0.149,26.845
a_5,2784,0.166,30.12
a_5,1402,0.168,23.809
a_5,4004,0.133,22.556
a_5,851,0.878,70.615
a_5,83,0.779,3.851
a_5,5294,0.147,20.408
a_5,1025,0.283,7.067
a_5,4403,0.068,58.823
a_5,4856,0.065,61.538
a_5,520,0.302,19.867
a_5,3917,0.035,171.428
a_5,4279,0.081,49.382
a_5,3578,0.135,22.222
a_5,1247,0.136,22.058
a_5,2169,0.368,8.152
a_5,2510,0.352,5.681
a_5,856,0.566,3.533
a_5,947,0.212,14.15
a_5,4760,0.108,27.777
a_5,1765,3.482,302.986
a_5,4341,0.165,12.121
a_5,5350,0.226,17.699
a_5,592,0.135,259.259
a_5,3787,0.061,49.18
a_5,2000,0.159,12.578
a_5,660,0.777,5.148
a_5,3893,0.14,28.571
a_5,1968,0.147,20.408
a_5,5040,0.124,24.193
a_5,2405,0.159,18.867
a_5,2311,0.296,10.135
a_5,740,0.628,3.184
a_5,3392,0.504,15.873
a_5,5003,0.342,11.695
a_5,248,0.183,38.251
a_5,1808,1.053,6.647
a_5,1484,0.263,7.604
a_5,3005,0.672,71.428
a_5,3927,0.037,162.162
a_5,288,0.139,50.359
a_5,275,0.134,52.238
a_5,4897,0.12,25.0
a_5,2038,0.441,6.802
a_5,4079,0.232,12.931
a_5,4408,0.138,144.927
a_5,1977,0.245,8.163
a_5,4862,0.17,29.411
a_5,3422,0.196,15.306
a_5,4611,0.16,18.75
a_5,4569,0.036,138.888
a_5,5755,0.058,137.931
a_5,2755,0.165,24.242
a_5,5440,0.124,16.129
a_5,3413,0.19,15.789
a_5,3455,0.164,18.292
a_5,770,0.539,5.565
a_5,3215,0.21,19.047
a_5,3317,0.176,17.045
a_5,404,12.538,0.638
a_5,5623,0.219,13.698
a_5,3190,0.59,5.084
a_5,3334,0.118,25.423
a_5,1429,0.654,61.162
a_5,4523,0.05,40.0
a_5,570,0.148,27.027
a_5,3699,0.047,63.829
a_5,2956,0.258,19.379
a_5,5426,0.193,5.181
a_5,704,0.33,6.06
a_5,4608,0.28,28.571
a_5,990,0.82,3.658
a_5,4101,0.316,9.493
a_5,2248,0.332,15.06
a_5,3068,0.379,5.277
a_5,1373,0.138,14.492
a_5,3178,0.19,21.052
a_5,529,0.209,14.354
a_5,920,0.547,53.016
a_5,3256,1.125,3.555
a_5,107,0.327,6.116
a_5,1641,0.167,29.94
a_5,4755,0.581,5.163
a_5,452,11.282,0.709
a_5,5114,0.171,17.543
a_5,1481,0.553,10.849
a_5,3564,0.062,48.387
a_5,4715,0.125,32.0
a_5,3604,0.042,71.428
a_6,1867,0.438,4.566
a_6,2377,0.219,36.529
a_6,4479,0.361,5.54
a_6,5425,0.215,4.651
a_6,5251,0.482,60.165
a_6,147,0.137,21.897
a_6,2171,0.767,203.389
a_6,2913,0.214,14.018
a_6,2961,0.193,20.725
a_6,5414,1.551,3.868
a_6,859,0.403,4.962
a_6,2078,0.211,14.218
a_6,53,0.578,6.92
a_6,3926,0.03,233.333
a_6,3820,0.103,9.708
a_6,2075,0.56,1.785
a_6,4503,0.271,7.38
a_6,1509,1.281,1.561
a_6,4243,0.125,32.0
a_6,1188,0.236,12.711
a_6,1118,0.401,9.975
a_6,2914,0.102,29.411
a_6,4003,0.196,418.367
a_6,799,0.819,56.166
a_6,2456,0.16,18.75
a_6,5485,0.18,50.0
a_6,1234,0.27,33.333
a_6,2069,0.43,6.976
a_6,1053,0.441,15.873
a_6,3059,0.304,13.157
a_6,5109,0.182,10.989
a_6,3790,0.182,43.956
a_6,630,0.242,12.396
a_6,512,0.294,10.204
a_6,5071,0.054,148.148
a_6,164,0.151,19.867
a_6,5412,0.215,65.116
a_6,3991,0.16,50.0
a_6,2985,0.47,17.021
a_6,2823,0.164,24.39
a_6,1261,0.164,18.292
a_6,3898,0.138,79.71
a_6,1437,8.715,861.503
a_6,4018,0.814,128.992
a_6,2401,1.034,2.901
a_6,1233,0.229,34.934
a_6,936,0.59,6.779
a_6,3713,0.877,125.427
a_6,187,0.563,12.433
a_6,1880,0.618,3.236
a_6,5168,0.294,13.605
a_6,1324,0.144,20.833
a_6,3837,0.142,21.126
a_6,977,0.31,29.032
a_6,3864,0.155,19.354
a_6,2084,0.206,9.708
a_6,4091,0.109,27.522
a_6,4254,0.063,47.619
a_6,3381,0.069,826.086
a_6,5395,0.078,25.641
a_6,4998,0.039,51.282
a_6,2162,0.348,22.988
a_6,2351,0.695,4.316
a_6,716,1.54,3.246
a_6,2192,0.437,6.864
a_6,2598,0.769,2.6
a_6,2845,0.164,30.487
a_6,3072,0.358,11.173
a_6,3319,0.606,14.851
a_6,3459,0.165,24.242
a_6,5634,0.14,28.571
a_6,991,3.869,86.327
a_6,3594,0.052,57.692
a_6,1790,0.394,10.152
a_6,283,0.136,51.47
a_6,389,0.138,50.724
a_6,4367,0.035,85.714
a_6,2528,0.616,8.116
a_6,1215,0.351,8.547
a_6,5080,0.084,95.238
a_6,3746,0.071,42.253
a_6,2894,0.206,762.135
a_6,3399,0.475,16.842
a_6,2113,0.355,5.633
a_6,948,0.223,13.452
a_6,5711,0.117,735.042
a_6,141,0.28,10.714
a_6,4661,0.101,49.504
a_6,5599,0.328,15.243
a_6,4089,0.158,18.987
a_6,1274,0.647,109.737
a_6,4226,0.253,19.762
a_6,240,0.13,53.846
a_6,5258,0.238,16.806
a_6,4185,0.128,23.437
a_6,1748,0.261,11.494
a_6,4969,0.172,23.255
a_6,3041,0.106,56.603
a_6,832,1.023,1.955
a_6,1100,0.135,22.222
a_6,2282,0.171,93.567
a_6,3839,17.13,0.116
a_6,923,0.391,5.115
a_6,5810,0.065,30.769
a_6,1255,0.036,83.333
a_6,458,0.096,93.75
a_6,342,0.132,53.03
a_6,5749,0.166,24.096
a_7,4725,0.168,77.38
a_7,5193,0.463,8.639
a_7,985,1.403,1.425
a_7,3180,0.235,12.765
a_7,2096,0.419,7.159
a_7,3950,0.055,54.545
a_7,212,0.258,11.627
a_7,2960,0.174,17.241
a_7,2003,1.197,1.67
a_7,597,0.177,16.949
a_7,5563,0.382,5.235
a_7,4744,0.206,9.708
a_7,1841,0.35,11.428
a_7,1526,0.319,62.695
a_7,4581,0.222,13.513
a_7,2338,0.154,12.987
a_7,3705,3.54,0.847
a_7,3747,0.067,44.776
a_7,5376,0.235,12.765
a_7,276,0.13,53.846
a_7,2229,0.471,4.246
a_7,4094,0.255,7.843
a_7,665,0.538,7.434
a_7,5789,0.084,23.809
a_7,1239,0.359,8.356
a_7,2501,0.281,10.676
a_7,1150,0.598,15.05
a_7,4199,0.036,83.333
a_7,4662,0.204,14.705
a_7,3663,0.171,17.543
a_7,3806,0.103,38.834
a_7,2373,0.232,34.482
a_7,2030,0.249,12.048
a_7,861,0.723,2.766
a_7,4818,0.234,21.367
a_7,5478,0.137,65.693
a_7,2643,0.99,78.787
a_7,2182,0.195,15.384
a_7,3679,0.082,36.585
a_7,4855,0.158,12.658
a_7,929,0.179,33.519
a_7,2729,0.168,29.761
a_7,5506,0.229,8.733
a_7,312,0.132,53.03
a_7,4557,0.192,208.333
a_7,778,0.681,4.405
a_7,4420,0.077,51.948
a_7,4861,0.121,41.322
a_7,5600,0.17,29.411
a_7,2977,0.36,11.111
a_7,3430,0.223,17.937
a_7,4144,0.14,21.428
a_7,5348,0.171,11.695
a_7,5272,0.278,25.179
a_7,4043,0.142,28.169
a_7,4958,0.102,68.627
a_7,903,0.214,18.691
a_7,4698,0.171,11.695
a_7,1852,0.916,2.183
a_7,3652,0.09,33.333
a_7,4770,0.37,10.81
a_7,1604,0.407,22.113
a_7,1310,0.275,14.545
a_7,3687,0.047,63.829
a_7,2586,0.455,10.989
a_7,2022,0.257,11.673
a_7,3508,0.075,40.0
a_7,2843,0.164,24.39
a_7,2195,0.543,9.208
a_7,5747,0.331,604.229
a_7,2139,0.35,5.714
a_7,4942,0.131,22.9
a_7,930,0.312,19.23
a_7,1810,0.358,11.173
a_7,2128,0.258,11.627
a_7,243,0.131,53.435
a_7,4923,0.134,14.925
a_7,5140,0.283,7.067
a_7,4497,0.283,7.067
a_7,532,0.056,53.571
a_7,4871,0.12,25.0
a_7,1205,0.395,17.721
a_7,1729,0.159,352.201
a_7,4382,0.097,41.237
a_7,4950,0.079,126.582
a_7,5111,0.384,5.208
a_7,3955,0.059,101.694
a_7,994,2.898,115.251
a_7,1864,0.285,14.035
a_7,3676,0.065,46.153
a_7,3923,0.07,85.714
a_7,3546,0.021,142.857
a_7,2794,0.175,28.571
a_7,1241,0.145,20.689
a_7,439,0.138,50.724
a_7,1516,0.48,6.25
a_7,2435,0.499,6.012
a_7,2908,0.185,854.054
a_7,780,10.373,0.289
a_7,5419,0.195,20.512
a_7,1605,0.454,22.026
a_7,2200,0.432,92.592
a_7,2358,1.903,1.05
a_7,211,0.262,11.45
a_7,5337,0.079,50.632
a_7,2469,0.181,16.574
a_7,3576,0.049,61.224
a_7,3095,0.315,25.396
a_7,1392,0.81,4.938
a_7,824,0.643,21.772
a_7,128,0.134,22.388
a_7,5314,0.661,128.593
a_7,5443,0.444,6.756
a_7,5771,0.097,41.237
a_7,3866,0.07,57.142
a_7,4515,0.103,48.543
a_7,5434,0.134,37.313
a_7,2403,0.166,18.072
a_7,3326,0.121,57.851
a_7,1654,0.142,35.211
a_7,5473,0.129,69.767
a_7,1082,0.434,6.912
a_7,901,0.239,33.472
a_8,3934,0.249,20.08
a_8,2348,0.386,5.181
a_8,4343,0.097,20.618
a_8,3988,0.074,94.594
a_8,5604,0.165,30.303
a_8,5057,0.149,187.919
a_8,4913,0.124,24.193
a_8,3911,0.182,16.483
a_8,5185,0.347,2.881
a_8,4816,0.14,78.571
a_8,5533,1.081,12.025
a_8,306,0.159,44.025
a_8,4775,0.344,875.0
a_8,3537,0.3,370.0
a_8,2821,0.168,29.761
a_8,432,0.194,36.082
a_8,5077,0.139,14.388
a_8,2850,0.165,24.242
a_8,1898,0.383,7.832
a_8,1863,0.245,16.326
a_8,5654,0.034,88.235
a_8,2725,0.183,27.322
a_8,3941,0.089,44.943
a_8,91,0.178,22.471
a_8,3732,0.036,83.333
a_8,2006,0.345,5.797
a_8,4694,0.242,20.661
a_8,1627,0.36,5.555
a_8,5022,0.067,89.552
a_8,571,0.329,6.079
a_8,2746,0.164,30.487
a_8,3956,0.104,38.461
a_8,2340,0.177,16.949
a_8,3208,0.421,14.251
a_8,2869,0.169,29.585
a_8,4627,0.183,437.158
a_8,1822,0.313,9.584
a_8,4315,0.124,330.645
a_8,5511,0.312,6.41
a_8,4305,0.372,295.698
a_8,649,0.232,8.62
