# META: {"workflow_id": 7, "user_id": 33, "num_abstract": 40, "connector_pattern": "001110011100011010101001010110100110010", "abstract_services": {"a_0": 92, "a_1": 100, "a_2": 111, "a_3": 95, "a_4": 108, "a_5": 96, "a_6": 105, "a_7": 119, "a_8": 121, "a_9": 119, "a_10": 102, "a_11": 119, "a_12": 122, "a_13": 87, "a_14": 96, "a_15": 94, "a_16": 104, "a_17": 118, "a_18": 122, "a_19": 88, "a_20": 121, "a_21": 90, "a_22": 115, "a_23": 95, "a_24": 97, "a_25": 120, "a_26": 121, "a_27": 108, "a_28": 97, "a_29": 102, "a_30": 120, "a_31": 86, "a_32": 122, "a_33": 98, "a_34": 98, "a_35": 89, "a_36": 122, "a_37": 104, "a_38": 115, "a_39": 122}, "total_latency": 7.479000000000001, "total_throughput": 0.695}
abstract_service,concrete_service,latency,throughput
a_2,3672,0.029,103.448
a_2,3535,0.044,68.181
a_2,3141,0.362,8.287
a_2,111,0.18,16.666
a_2,3342,0.159,44.025
a_2,202,0.525,5.714
a_2,3801,0.114,70.175
a_2,3032,0.282,10.638
a_2,5305,1.129,5.314
a_2,1397,0.202,24.752
a_2,3905,0.087,34.482
a_2,190,0.559,8.944
a_2,1699,0.136,36.764
a_2,409,0.438,15.981
a_2,2196,0.308,12.987
a_2,5356,0.183,32.786
a_2,3643,0.122,24.59
a_2,4554,0.13,323.076
a_2,1451,0.27,22.222
a_2,4828,3.347,781.595
a_2,77,0.645,6.201
a_2,1662,0.139,35.971
a_2,5617,1.306,3.062
a_2,985,1.403,1.425
a_2,3153,0.348,11.494
a_2,692,0.316,6.329
a_2,1918,0.298,10.067
a_2,5053,0.047,42.553
a_2,1827,0.298,10.067
a_2,1801,0.323,9.287
a_2,5297,0.233,17.167
a_2,358,0.261,26.819
a_2,4364,0.097,41.237
a_2,1743,0.211,706.161
a_2,2311,0.296,10.135
a_2,3932,0.327,15.29
a_2,5497,0.095,21.052
a_2,3674,0.118,25.423
a_2,5462,0.129,69.767
a_2,4585,0.163,12.269
a_2,1976,0.321,9.345
a_2,1882,0.195,15.384
a_2,4009,0.037,54.054
a_2,1997,0.253,3.952
a_2,708,0.257,15.564
a_2,4769,0.13,15.384
a_2,161,0.271,11.07
a_2,5523,1.367,1.463
a_2,3530,0.102,29.411
a_2,2740,0.158,31.645
a_2,1916,0.227,13.215
a_2,1755,0.207,9.661
a_2,4130,0.09,33.333
a_2,5746,0.12,25.0
a_2,5423,0.141,85.106
a_2,4642,0.131,22.9
a_2,2167,0.153,19.607
a_2,3177,0.185,27.027
a_2,1384,0.137,21.897
a_2,1028,0.284,10.563
a_2,1083,0.149,20.134
a_2,1354,0.144,20.833
a_2,1413,0.329,6.079
a_2,83,0.779,3.851
a_2,2176,0.147,13.605
a_2,2912,0.113,26.548
a_2,2567,0.152,26.315
a_2,4973,0.084,47.619
a_2,3238,0.2,25.0
a_2,1482,0.317,34.7
a_2,4800,0.292,6.849
a_2,4445,0.127,31.496
a_2,1730,0.939,158.679
a_2,5440,0.124,16.129
a_2,4177,0.305,6.557
a_2,3035,0.122,16.393
a_2,1095,0.299,66.889
a_2,4022,0.088,22.727
a_2,534,0.039,76.923
a_2,3848,0.143,27.972
a_2,920,0.547,53.016
a_2,3313,0.138,28.985
a_2,5398,0.095,42.105
a_2,3958,0.137,43.795
a_2,2956,0.258,19.379
a_2,5324,0.141,28.368
a_2,1033,0.123,24.39
a_2,5778,0.271,14.76
a_2,2434,0.333,9.009
a_2,5611,0.261,7.662
a_2,4721,0.13,30.769
a_2,3147,0.247,12.145
a_2,3676,0.065,46.153
a_2,2444,0.316,12.658
a_2,4450,0.065,46.153
a_2,827,0.877,10.262
a_2,5681,0.124,24.193
a_2,5373,0.038,78.947
a_2,3681,0.109,27.522
a_2,3056,0.28,10.714
a_2,3750,0.236,12.711
a_2,2714,0.167,29.94
a_2,4481,0.156,19.23
a_2,563,0.132,22.727
a_2,1010,0.258,27.131
a_3,2241,0.439,9.111
a_3,29,0.317,9.463
a_3,1108,0.449,8.908
a_3,4452,0.065,46.153
a_3,5493,0.079,37.974
a_3,2146,0.336,8.928
a_3,3507,0.058,51.724
a_3,642,0.25,484.0
a_3,3102,0.39,7.692
a_3,1737,0.145,213.793
a_3,3417,0.144,27.777
a_3,5634,0.14,28.571
a_3,3944,0.056,107.142
a_3,4850,0.113,17.699
a_3,655,0.225,8.888
a_3,1004,0.277,7.22
a_3,5342,0.063,396.825
a_3,1285,0.135,592.592
a_3,1954,0.121,24.793
a_3,1948,0.259,11.583
a_3,4191,0.07,157.142
a_3,2205,0.77,3.896
a_3,476,0.135,66.666
a_3,1406,0.787,2.541
a_3,310,0.16,56.25
a_3,3089,0.318,9.433
a_3,3351,0.128,46.875
a_3,1282,0.134,447.761
a_3,4822,0.132,15.151
a_3,4188,0.121,33.057
a_3,2391,0.218,36.697
a_3,3218,0.197,20.304
a_3,1657,0.145,34.482
a_3,4508,0.169,11.834
a_3,1619,0.202,14.851
a_3,813,0.557,8.976
a_3,5236,0.295,47.457
a_3,4662,0.204,14.705
a_3,4759,0.139,14.388
a_3,2466,0.162,18.518
a_3,636,0.281,868.327
a_3,1226,0.239,37.656
a_3,992,3.034,110.085
a_3,2876,0.164,30.487
a_3,1165,0.315,6.349
a_3,2318,0.839,3.575
a_3,2817,0.168,29.761
a_3,4014,0.043,46.511
a_3,2452,0.586,131.399
a_3,1269,0.117,25.641
a_3,130,0.167,17.964
a_3,1791,0.272,11.029
a_3,2044,3.538,1.13
a_3,2123,0.565,24.778
a_3,2661,2.386,14.668
a_3,195,0.549,5.464
a_3,5777,0.099,40.404
a_3,1838,0.311,9.646
a_3,2756,0.165,30.303
a_3,5797,0.105,19.047
a_3,2742,0.165,30.303
a_3,1334,0.544,314.338
a_3,1037,0.157,19.108
a_3,1919,0.401,7.481
a_3,4342,0.117,34.188
a_3,230,0.129,54.263
a_3,3372,0.062,693.548
a_3,4455,0.074,54.054
a_3,1798,0.132,22.727
a_3,2905,0.172,389.534
a_3,379,0.206,33.98
a_3,3853,0.061,49.18
a_3,5315,0.38,5.263
a_3,5744,0.096,31.25
a_3,4931,0.3,26.666
a_3,187,0.563,12.433
a_3,2596,0.547,3.656
a_3,5659,0.063,63.492
a_3,3892,0.14,28.571
a_3,2100,0.51,3.921
a_3,1477,0.249,8.032
a_3,3390,0.517,15.473
a_3,3028,0.421,204.275
a_3,4537,0.621,9.661
a_3,3900,0.061,81.967
a_3,1586,0.773,236.739
a_3,1774,0.397,10.075
a_3,681,0.309,6.472
a_3,2985,0.47,17.021
a_3,3928,0.046,130.434
a_3,4682,0.124,16.129
a_3,3733,0.04,75.0
a_3,2219,0.276,25.362
a_3,4132,0.081,49.382
a_3,3402,0.244,32.786
a_4,5459,0.292,23.972
a_4,4042,0.4,45.0
a_4,2022,0.257,11.673
a_4,2459,0.143,20.979
a_4,982,0.457,41.575
a_4,371,0.158,44.303
a_4,2402,0.353,8.498
a_4,3631,0.03,100.0
a_4,5104,0.04,75.0
a_4,3387,0.47,17.021
a_4,2378,0.217,36.866
a_4,1265,0.195,15.384
a_4,2854,0.164,30.487
a_4,780,10.373,0.289
a_4,3101,0.22,18.181
a_4,5375,0.15,6.666
a_4,1825,0.314,9.554
a_4,2821,0.168,29.761
a_4,5511,0.312,6.41
a_4,5274,0.234,4.273
a_4,5155,0.138,65.217
a_4,5481,0.154,58.441
a_4,848,0.943,36.055
a_4,2888,0.226,637.168
a_4,4090,0.057,52.631
a_4,3630,0.03,100.0
a_4,4817,0.205,14.634
a_4,4417,0.152,289.473
a_4,689,0.26,7.692
a_4,1936,0.29,13.793
a_4,5667,0.101,39.603
a_4,3080,0.283,10.6
a_4,445,12.42,0.644
a_4,1172,0.327,12.232
a_4,5261,0.201,14.925
a_4,5546,0.169,41.42
a_4,4928,0.138,7.246
a_4,3135,0.289,10.38
a_4,1377,0.58,27.586
a_4,1968,0.147,20.408
a_4,5215,0.727,178.817
a_4,4735,0.06,116.666
a_4,4818,0.234,21.367
a_4,2074,0.565,3.539
a_4,2722,0.183,27.322
a_4,1863,0.245,16.326
a_4,391,0.15,46.666
a_4,1635,0.385,5.194
a_4,3711,0.108,620.37
a_4,5191,0.643,104.199
a_4,4715,0.125,32.0
a_4,3234,0.207,14.492
a_4,2447,0.272,7.352
a_4,836,3.227,0.619
a_4,3820,0.103,9.708
a_4,1155,0.144,20.833
a_4,4858,1.324,3.776
a_4,3142,0.317,6.309
a_4,1263,0.122,24.59
a_4,38,0.74,60.81
a_4,1360,0.506,7.905
a_4,1009,0.31,61.29
a_4,269,0.206,33.98
a_4,5674,0.016,125.0
a_4,569,0.146,13.698
a_4,5031,0.35,5.714
a_4,1695,0.136,36.764
a_4,4719,0.166,54.216
a_4,2845,0.164,30.487
a_4,2040,2.665,2.626
a_4,633,0.228,13.157
a_4,4331,0.072,41.666
a_4,605,0.188,37.234
a_4,3191,0.216,13.888
a_4,5795,0.116,34.482
a_4,4646,0.087,34.482
a_4,2473,0.138,231.884
a_4,2103,0.397,15.113
a_4,2680,6.007,6.325
a_4,2572,0.633,195.892
a_4,25,0.234,12.82
a_4,4215,7.991,0.375
a_4,5338,0.04,100.0
a_4,2787,0.331,15.105
a_4,4089,0.158,18.987
a_4,1148,0.303,13.201
a_4,273,12.54,0.637
a_4,4523,0.05,40.0
a_4,688,0.314,6.369
a_4,2885,0.176,443.181
a_4,2649,0.202,9.9
a_4,4453,0.114,35.087
a_4,3624,0.109,27.522
a_4,5551,0.137,58.394
a_4,3907,0.051,78.431
a_4,1244,0.566,5.3
a_4,5176,0.648,32.407
a_4,5412,0.215,65.116
a_4,3022,0.116,68.965
a_4,5542,1.093,11.893
a_4,809,3.578,1.676
a_4,5735,0.146,27.397
a_4,795,0.422,4.739
a_4,355,0.203,34.482
a_4,40,4.868,0.821
a_4,1713,0.215,604.651
a_4,5074,0.32,59.375
a_4,3927,0.037,162.162
a_5,1228,0.254,35.433
a_5,5752,0.069,72.463
a_5,1655,0.148,33.783
a_5,1514,0.163,18.404
a_5,1110,0.466,8.583
a_5,1829,0.335,8.955
a_5,2668,0.353,16.997
a_5,2233,0.198,10.101
a_5,1013,0.678,421.828
a_5,4993,0.214,18.691
a_5,5263,0.174,68.965
a_5,1691,0.158,31.645
a_5,1784,0.318,6.289
a_5,3161,1.074,3.724
a_5,1924,0.287,10.452
a_5,1336,0.51,3.921
a_5,528,0.623,12.841
a_5,1502,0.705,4.255
a_5,2857,0.165,30.303
a_5,33,0.302,9.933
a_5,1955,0.12,25.0
a_5,1678,0.136,36.764
a_5,3050,0.54,196.296
a_5,5474,0.13,69.23
a_5,2415,0.377,7.957
a_5,4926,0.141,21.276
a_5,3524,0.14,21.428
a_5,2340,0.177,16.949
a_5,5785,2.407,1.661
a_5,5367,0.036,194.444
a_5,3961,0.079,12.658
a_5,4934,3.05,1.311
a_5,752,0.542,3.69
a_5,1608,0.399,22.556
a_5,2765,0.169,29.585
a_5,2084,0.206,9.708
a_5,1239,0.359,8.356
a_5,4357,0.065,46.153
a_5,2132,0.434,6.912
a_5,5344,0.233,12.875
a_5,2622,0.895,3.351
a_5,2207,0.375,10.666
a_5,2541,0.259,11.583
a_5,4389,0.177,16.949
a_5,4975,0.042,47.619
a_5,2211,0.957,9.404
a_5,4684,0.172,116.279
a_5,3629,0.03,400.0
a_5,3963,0.07,28.571
a_5,4929,0.113,17.699
a_5,1985,0.457,10.94
a_5,4296,0.177,231.638
a_5,2591,0.819,4.884
a_5,2676,0.25,12.0
a_5,4430,0.149,26.845
a_5,2792,0.171,29.239
a_5,2537,0.162,18.518
a_5,1280,0.126,246.031
a_5,284,0.131,53.435
a_5,1173,0.339,8.849
a_5,2065,0.251,11.952
a_5,4244,0.064,62.5
a_5,1362,0.45,391.111
a_5,5807,0.401,159.6
a_5,3968,0.12,66.666
a_5,3065,0.356,56.179
a_5,435,12.443,0.642
a_5,2597,0.755,2.649
a_5,788,0.601,4.991
a_5,860,0.439,4.555
a_5,4393,0.108,18.518
a_5,2251,0.143,20.979
a_5,1002,0.27,37.037
a_5,3007,0.31,29.032
a_5,3235,0.225,26.666
a_5,5269,0.134,22.388
a_5,99,0.991,4.036
a_5,3580,0.066,45.454
a_5,5354,0.077,116.883
a_5,3573,0.071,42.253
a_5,690,0.562,3.558
a_5,4777,0.113,26.548
a_5,5492,0.087,34.482
a_5,731,0.546,3.663
a_5,2455,0.16,18.75
a_5,3568,0.067,44.776
a_5,3504,0.189,15.873
a_5,1084,0.144,20.833
a_5,4311,0.137,299.27
a_5,3407,0.478,6.276
a_5,3399,0.475,16.842
a_5,3698,0.113,26.548
a_5,4947,0.022,90.909
a_5,4254,0.063,47.619
a_5,1473,0.555,10.81
a_5,3203,0.207,14.492
a_6,227,0.133,52.631
a_6,986,0.136,22.058
a_6,911,0.686,51.02
a_6,5799,0.125,32.0
a_6,1550,0.559,3.577
a_6,4255,0.124,24.193
a_6,252,0.163,42.944
a_6,1565,0.588,5.102
a_6,5570,0.143,34.965
a_6,4122,0.028,142.857
a_6,3176,0.227,13.215
a_6,308,0.14,49.999
a_6,1834,0.363,8.264
a_6,4299,0.121,338.842
a_6,5819,0.269,11.152
a_6,5235,0.614,4.885
a_6,4645,0.081,172.839
a_6,2359,0.863,6.952
a_6,1436,0.594,8.417
a_6,2991,0.11,27.272
a_6,5804,0.455,573.626
a_6,3385,0.576,13.888
a_6,290,0.133,52.631
a_6,741,0.539,7.421
a_6,4810,0.144,20.833
a_6,1453,0.533,7.504
a_6,4216,0.272,14.705
a_6,1795,0.354,11.299
a_6,4245,0.066,45.454
a_6,3248,0.106,84.905
a_6,1905,0.105,200.0
a_6,906,0.181,16.574
a_6,862,10.008,0.299
a_6,4095,0.147,20.408
a_6,2827,0.167,29.94
a_6,2047,0.412,9.708
a_6,2595,0.508,3.937
a_6,1253,0.639,6.259
a_6,5337,0.079,50.632
a_6,3076,0.325,12.307
a_6,1615,0.378,7.936
a_6,4464,0.196,20.408
a_6,2524,0.27,7.407
a_6,4924,0.1,20.0
a_6,5084,0.093,21.505
a_6,703,0.321,6.23
a_6,695,0.81,32.098
a_6,438,1.1,6.363
a_6,784,0.612,4.901
a_6,2129,0.67,4.477
a_6,745,1.081,1.85
a_6,484,0.202,44.554
a_6,2032,0.185,16.216
a_6,4865,0.271,199.261
a_6,3393,0.479,16.701
a_6,5491,0.2,20.0
a_6,3962,0.069,14.492
a_6,4366,0.232,12.931
a_6,4429,0.145,282.758
a_6,2003,1.197,1.67
a_6,3552,0.06,50.0
a_6,4292,0.12,33.333
a_6,4478,0.383,7.832
a_6,5022,0.067,89.552
a_6,1595,0.667,2.998
a_6,5489,0.376,5.319
a_6,1597,0.481,6.237
a_6,5725,3.649,1.37
a_6,2328,1.524,5.905
a_6,1243,0.168,17.857
a_6,226,0.43,16.279
a_6,2204,0.451,8.869
a_6,4997,1.259,2.382
a_6,307,0.193,36.269
a_6,4449,0.078,51.282
a_6,921,0.76,105.263
a_6,3415,0.139,28.776
a_6,3741,0.021,142.857
a_6,2598,0.769,2.6
a_6,2199,0.15,140.0
a_6,2254,0.078,38.461
a_6,3804,0.114,70.175
a_6,2488,0.236,67.796
a_6,3836,0.141,14.184
a_6,2799,0.164,30.487
a_6,1365,1.48,2.702
a_6,4175,0.24,12.5
a_6,2555,0.318,9.433
a_6,3796,0.118,67.796
a_6,475,0.181,49.723
a_6,1652,0.138,36.231
a_6,2376,0.218,36.697
a_6,1694,0.142,35.211
a_6,271,0.134,52.238
a_6,2350,0.358,5.586
a_6,3615,0.115,26.086
a_6,3898,0.138,79.71
a_6,5422,0.857,2.333
a_6,245,0.132,53.03
a_6,4755,0.581,5.163
a_6,2101,0.501,3.992
a_6,1989,0.349,17.191
a_6,5507,0.225,8.888
a_6,2940,0.128,39.062
a_6,5721,0.095,31.578
a_7,108,0.36,5.555
a_7,4954,0.063,47.619
a_7,4972,0.119,100.84
a_7,3596,0.085,35.294
a_7,3499,0.167,47.904
a_7,11,0.553,3.616
a_7,1113,0.467,6.423
a_7,3976,0.077,25.974
a_7,350,0.13,69.23
a_7,1283,0.132,424.242
a_7,3680,0.04,75.0
a_7,1455,0.328,12.195
a_7,4844,0.065,46.153
a_7,1047,0.324,6.172
a_7,2294,0.402,9.95
a_7,4313,0.212,198.113
a_7,1374,0.144,13.888
a_7,3388,0.512,15.625
a_7,1315,8.903,678.198
a_7,4266,0.077,38.961
a_7,4722,0.477,6.289
a_7,4958,0.102,68.627
a_7,3463,0.081,37.037
a_7,3694,0.104,28.846
a_7,5653,0.039,717.948
a_7,4957,0.141,28.368
a_7,2177,0.145,13.793
a_7,231,0.141,49.645
a_7,1150,0.598,15.05
a_7,2153,0.335,8.955
a_7,1991,0.335,5.97
a_7,5609,0.275,21.818
a_7,803,0.768,2.604
a_7,5062,0.096,135.416
a_7,3490,0.188,10.638
a_7,5314,0.661,128.593
a_7,1647,0.142,35.211
a_7,3781,0.35,8.571
a_7,3434,0.241,16.597
a_7,5146,0.741,5.398
a_7,380,0.327,21.406
a_7,3025,0.368,8.152
a_7,998,0.816,2.45
a_7,1519,1.205,8.298
a_7,4758,0.161,12.422
a_7,1099,0.129,23.255
a_7,3550,0.062,48.387
a_7,2009,0.422,14.218
a_7,4040,0.135,22.222
a_7,1369,2.097,1.43
a_7,1648,0.18,27.777
a_7,1566,0.534,71.161
a_7,3523,0.046,65.217
a_7,3642,0.061,49.18
a_7,2061,0.371,21.563
a_7,5655,0.125,24.0
a_7,1448,0.415,36.144
a_7,1555,1.68,1.785
a_7,3670,0.133,22.556
a_7,1005,0.493,4.056
a_7,1982,0.44,18.181
a_7,4543,0.115,26.086
a_7,5010,0.117,25.641
a_7,4239,0.326,101.226
a_7,4330,0.097,41.237
a_7,5400,0.193,77.72
a_7,3228,0.226,26.548
a_7,3112,0.341,11.73
a_7,1140,0.388,23.195
a_7,3546,0.021,142.857
a_7,222,0.243,28.806
a_7,4308,0.119,42.016
a_7,952,0.344,29.069
a_7,3184,0.194,25.773
a_7,3911,0.182,16.483
a_7,1974,0.268,11.194
a_7,3491,0.224,26.785
a_7,3122,0.258,7.751
a_7,3109,0.243,12.345
a_7,5458,0.395,12.658
a_7,1449,0.459,6.535
a_7,680,0.59,3.389
a_7,2045,2.577,1.164
a_7,3369,0.073,986.301
a_7,1496,0.416,2.403
a_7,5810,0.065,30.769
a_7,5027,0.236,118.644
a_7,2850,0.165,24.242
a_7,1630,0.363,11.019
a_7,1093,0.129,23.255
a_7,5484,2.502,3.197
a_7,2562,0.135,22.222
a_7,4383,0.12,25.0
a_7,4837,0.163,171.779
a_7,5631,0.167,23.952
a_7,834,9.733,0.205
a_7,3447,0.163,18.404
a_7,861,0.723,2.766
a_7,5424,0.072,41.666
a_7,4884,0.083,72.289
a_7,2766,0.173,23.121
a_7,3666,0.106,28.301
a_7,1462,0.404,29.702
a_7,2313,0.303,6.6
a_7,1587,0.38,5.263
a_7,1088,0.24,12.5
a_7,258,0.2,35.0
a_7,4136,0.221,18.099
a_7,3181,0.218,18.348
a_7,4501,0.186,10.752
a_7,5268,0.077,38.961
a_7,1684,0.146,34.246
a_7,2075,0.56,1.785
a_7,5175,0.424,94.339
a_7,4463,0.064,46.875
a_7,5036,0.173,17.341
a_7,2413,0.142,42.253
a_7,93,2.853,1.402
a_7,3640,0.07,42.857
a_8,5267,0.188,15.957
a_8,4470,0.316,12.658
a_8,618,0.386,12.953
a_8,3211,0.742,6.738
a_8,2401,1.034,2.901
a_8,2312,0.298,6.711
a_8,189,0.572,8.741
a_8,1268,0.418,7.177
a_8,2977,0.36,11.111
a_8,4879,0.087,22.988
a_8,2046,3.05,1.311
a_8,346,0.135,51.851
a_8,2574,0.285,10.526
a_8,2969,0.277,14.44
a_8,5178,0.259,11.583
a_8,5494,0.186,48.387
a_8,4538,1.797,69.003
a_8,3627,0.03,100.0
a_8,3649,0.16,18.75
a_8,5539,0.17,41.176
a_8,5590,0.175,17.142
a_8,1922,0.216,9.259
a_8,5467,0.128,54.687
a_8,1492,0.259,11.583
a_8,1503,1.1,1.818
a_8,5743,0.103,19.417
a_8,2055,0.45,6.666
a_8,2137,0.561,5.347
a_8,4293,0.235,174.468
a_8,4413,0.076,39.473
a_8,2446,0.28,10.714
a_8,5405,0.109,18.348
a_8,4106,0.102,39.215
a_8,3451,0.162,24.691
a_8,337,11.256,0.71
a_8,1371,0.525,5.714
a_8,145,0.263,11.406
a_8,4839,0.113,35.398
a_8,1819,0.448,78.125
a_8,303,0.132,53.03
a_8,1731,0.644,104.037
a_8,4859,0.112,44.642
a_8,573,6.226,1.284
a_8,2049,0.622,4.823
a_8,1435,0.285,14.035
a_8,4077,0.154,25.974
a_8,2654,0.45,26.666
a_8,4286,0.11,27.272
a_8,662,1.034,4.835
a_8,2934,0.138,36.231
a_8,1875,0.609,6.568
a_8,4941,0.222,18.018
a_8,2634,0.225,137.777
a_8,2118,0.287,13.937
a_8,1101,0.403,49.627
a_8,1034,0.574,3.484
a_8,3227,0.256,15.625
a_8,1046,0.509,7.858
