# META: {"workflow_id": 6, "user_id": 33, "num_abstract": 40, "connector_pattern": "101111111100011010101100111011011010000", "abstract_services": {"a_0": 107, "a_1": 120, "a_2": 96, "a_3": 110, "a_4": 99, "a_5": 98, "a_6": 113, "a_7": 115, "a_8": 122, "a_9": 94, "a_10": 106, "a_11": 103, "a_12": 118, "a_13": 118, "a_14": 102, "a_15": 104, "a_16": 89, "a_17": 118, "a_18": 91, "a_19": 97, "a_20": 91, "a_21": 101, "a_22": 121, "a_23": 88, "a_24": 104, "a_25": 113, "a_26": 115, "a_27": 86, "a_28": 104, "a_29": 108, "a_30": 115, "a_31": 108, "a_32": 97, "a_33": 123, "a_34": 93, "a_35": 91, "a_36": 87, "a_37": 121, "a_38": 118, "a_39": 103}, "total_latency": 26.191, "total_throughput": 0.289}
abstract_service,concrete_service,latency,throughput
a_0,5333,0.165,12.121
a_0,2518,0.433,6.928
a_0,5196,0.452,19.911
a_0,2583,0.315,6.349
a_0,5088,0.145,48.275
a_0,1837,0.344,8.72
a_0,4199,0.036,83.333
a_0,2071,0.311,9.646
a_0,2959,0.121,24.793
a_0,3422,0.196,15.306
a_0,2047,0.412,9.708
a_0,3951,0.123,32.52
a_0,2741,0.167,23.952
a_0,176,0.462,10.822
a_0,4609,0.142,63.38
a_1,1480,4.354,18.603
a_1,1363,0.456,6.578
a_1,2051,0.091,21.978
a_1,3784,0.067,44.776
a_1,3253,0.076,65.789
a_1,714,4.43,0.902
a_1,4216,0.272,14.705
a_1,566,0.21,9.523
a_1,3669,0.079,37.974
a_1,4299,0.121,338.842
a_1,3960,0.079,12.658
a_1,3517,0.075,40.0
a_1,5172,0.339,11.799
a_1,4859,0.112,44.642
a_1,3637,0.101,29.702
a_1,5142,0.784,89.285
a_1,2862,0.165,30.303
a_1,470,0.143,62.937
a_1,3050,0.54,196.296
a_1,2443,0.711,4.219
a_1,1994,0.269,11.152
a_1,4771,0.666,37.537
a_1,531,0.055,54.545
a_1,2979,0.231,17.316
a_1,4331,0.072,41.666
a_1,4962,1.944,593.621
a_1,4417,0.152,289.473
a_1,3371,0.059,423.728
a_1,798,1.108,2.707
a_1,4155,1.003,3.988
a_1,2364,1.092,4.578
a_1,1740,0.189,296.296
a_1,1173,0.339,8.849
a_1,2026,0.624,3.205
a_1,4256,0.062,48.387
a_1,4613,0.267,52.434
a_1,5053,0.047,42.553
a_1,3656,0.046,65.217
a_1,770,0.539,5.565
a_1,1892,0.493,44.624
a_1,3443,0.164,18.292
a_1,4328,0.073,54.794
a_1,3813,0.031,64.516
a_1,2376,0.218,36.697
a_1,5144,0.436,9.174
a_1,2748,0.18,27.777
a_1,16,1.053,8.547
a_1,3331,2.539,798.345
a_1,3645,0.072,41.666
a_1,297,0.153,45.751
a_1,2718,0.18,22.222
a_1,5344,0.233,12.875
a_1,1228,0.254,35.433
a_1,945,0.296,13.513
a_1,2147,0.342,8.771
a_1,2427,0.329,6.079
a_1,2104,0.355,25.352
a_1,4411,0.2,20.0
a_1,1784,0.318,6.289
a_1,1111,0.457,8.752
a_1,4723,5.453,0.366
a_1,122,0.309,9.708
a_1,4663,0.21,14.285
a_1,1238,0.645,3.1
a_1,5192,0.491,4.073
a_1,3604,0.042,71.428
a_1,5139,0.366,8.196
a_1,983,0.381,10.498
a_1,3448,0.168,23.809
a_1,4601,0.038,105.263
a_1,1622,0.387,7.751
a_1,613,0.494,8.097
a_1,4977,0.14,21.428
a_1,5786,0.087,22.988
a_1,2259,0.401,9.975
a_1,5052,0.147,20.408
a_1,655,0.225,8.888
a_1,766,0.988,2.024
a_1,3092,0.844,130.331
a_1,3746,0.071,42.253
a_1,5312,0.072,583.333
a_1,3606,0.03,100.0
a_1,4774,0.224,13.392
a_1,581,0.116,25.862
a_1,3643,0.122,24.59
a_1,834,9.733,0.205
a_1,4779,0.168,11.904
a_1,4985,0.185,16.216
a_1,2267,0.171,11.695
a_1,4031,0.129,31.007
a_1,3235,0.225,26.666
a_1,3163,0.203,19.704
a_1,1610,0.386,25.906
a_1,2004,0.347,5.763
a_1,3250,1.055,3.791
a_1,767,1.001,1.998
a_1,3241,0.59,6.779
a_1,1109,0.456,8.771
a_1,505,0.735,10.884
a_1,1002,0.27,37.037
a_1,2044,3.538,1.13
a_1,562,0.134,22.388
a_1,2027,0.24,8.333
a_1,4687,0.752,390.957
a_1,4171,0.085,82.352
a_1,3834,0.172,11.627
a_1,5138,0.348,11.494
a_1,3758,0.043,69.767
a_1,1687,0.136,36.764
a_1,4247,0.065,61.538
a_1,2749,0.165,30.303
a_1,2568,0.311,6.43
a_1,2780,0.168,23.809
a_1,1117,0.4,10.0
a_1,5411,0.022,45.454
a_1,492,0.202,44.554
a_1,167,0.348,14.367
a_1,236,0.131,53.435
a_1,2122,0.247,16.194
a_1,1555,1.68,1.785
a_2,3548,0.064,46.875
a_2,1014,0.26,11.538
a_2,2596,0.547,3.656
a_2,2933,0.162,24.691
a_2,4490,0.362,11.049
a_2,1456,1.726,4.055
a_2,2488,0.236,67.796
a_2,756,0.444,6.756
a_2,5661,0.065,46.153
a_2,4245,0.066,45.454
a_2,494,0.26,30.769
a_2,4322,0.137,291.97
a_2,129,0.324,9.259
a_2,1885,0.595,8.403
a_2,5219,0.72,5.555
a_2,2820,0.175,28.571
a_2,5348,0.171,11.695
a_2,4772,0.137,14.598
a_2,352,0.147,47.619
a_2,2879,0.318,6.289
a_2,942,0.259,54.054
a_2,4586,0.074,40.54
a_2,1346,0.406,9.852
a_2,2095,0.418,9.569
a_2,1917,0.219,13.698
a_2,2871,0.165,30.303
a_2,1712,0.151,370.86
a_2,4079,0.232,12.931
a_2,4152,0.128,46.875
a_2,3826,0.109,9.174
a_2,39,0.608,8.223
a_2,1206,0.388,5.154
a_2,3027,1.769,146.975
a_2,2928,0.128,23.437
a_2,4946,0.092,43.478
a_2,4717,8.47,2.125
a_2,1440,0.88,85.227
a_2,5438,0.105,19.047
a_2,2565,0.501,5.988
a_2,5794,0.128,31.25
a_2,238,0.694,10.086
a_2,3770,0.067,44.776
a_2,982,0.457,41.575
a_2,419,0.944,7.415
a_2,3186,0.199,15.075
a_2,994,2.898,115.251
a_2,5623,0.219,13.698
a_2,2976,0.302,13.245
a_2,5039,0.151,19.867
a_2,3647,0.207,14.492
a_2,4446,0.088,34.09
a_2,4912,0.275,10.909
a_2,1815,0.467,40.685
a_2,2875,0.166,30.12
a_2,1256,0.885,4.519
a_2,3672,0.029,103.448
a_2,1416,0.305,9.836
a_2,331,0.146,47.945
a_2,448,0.171,52.631
a_2,1876,0.264,11.363
a_2,4738,0.158,18.987
a_2,3621,0.106,28.301
a_2,4529,0.174,11.494
a_2,4318,0.209,191.387
a_2,5235,0.614,4.885
a_2,195,0.549,5.464
a_2,2373,0.232,34.482
a_2,4884,0.083,72.289
a_2,4360,0.143,27.972
a_2,650,0.23,8.695
a_2,748,0.766,5.221
a_2,5819,0.269,11.152
a_2,1995,0.127,23.622
a_2,1554,0.583,3.43
a_2,3876,0.053,150.943
a_2,1085,0.353,8.498
a_2,2811,0.175,28.571
a_2,4801,0.174,11.494
a_2,2254,0.078,38.461
a_2,3311,0.123,32.52
a_2,113,0.314,15.923
a_2,3390,0.517,15.473
a_2,1453,0.533,7.504
a_2,638,0.398,138.19
a_2,3815,0.042,119.047
a_2,5589,0.337,8.902
a_2,4784,0.645,4.651
a_2,4735,0.06,116.666
a_2,5757,0.121,24.793
a_2,5644,0.041,73.17
a_2,5670,0.046,65.217
a_2,5700,0.045,66.666
a_2,436,13.175,0.607
a_2,2545,0.146,20.547
a_2,4973,0.084,47.619
a_2,744,1.026,1.949
a_3,1615,0.378,7.936
a_3,5162,0.312,16.025
a_3,5215,0.727,178.817
a_3,4377,0.142,14.084
a_3,455,10.393,0.769
a_3,5283,0.188,191.489
a_3,2973,0.207,67.632
a_3,3256,1.125,3.555
a_3,4101,0.316,9.493
a_3,4305,0.372,295.698
a_3,4314,0.157,286.624
a_3,3825,0.124,8.064
a_3,5328,0.112,35.714
a_3,2069,0.43,6.976
a_3,426,0.376,18.617
a_3,2484,0.268,59.701
a_3,4835,0.21,14.285
a_3,144,0.31,6.451
a_3,5381,0.182,10.989
a_3,4021,0.089,22.471
a_3,4025,0.1,20.0
a_3,1999,0.326,6.134
a_3,3167,0.593,26.981
a_3,5297,0.233,17.167
a_3,5261,0.201,14.925
a_3,1157,0.334,23.952
a_3,476,0.135,66.666
a_3,2829,0.164,30.487
a_3,1691,0.158,31.645
a_3,5666,0.068,44.117
a_3,4136,0.221,18.099
a_3,1985,0.457,10.94
a_3,4297,0.19,421.052
a_3,2279,0.346,8.67
a_3,2138,0.38,7.894
a_3,4319,0.118,347.457
a_3,4683,1.806,73.089
a_3,4122,0.028,142.857
a_3,1758,0.323,6.191
a_3,3461,0.065,46.153
a_3,2490,0.325,6.153
a_3,938,0.969,4.127
a_3,1198,0.244,16.393
a_3,787,0.306,13.071
a_3,1749,3.33,1.501
a_3,4383,0.12,25.0
a_3,3956,0.104,38.461
a_3,1099,0.129,23.255
a_3,4978,0.077,25.974
a_3,2558,1.158,112.262
a_3,2,0.239,25.104
a_3,1673,0.202,24.752
a_3,2018,0.254,7.874
a_3,3,0.22,9.09
a_3,2218,0.523,5.736
a_3,2089,0.157,70.063
a_3,3189,0.187,16.042
a_3,1029,0.254,11.811
a_3,3320,0.129,46.511
a_3,5593,0.772,9.067
a_3,5583,0.797,3.764
a_3,1895,0.57,5.263
a_3,4368,0.034,88.235
a_3,4760,0.108,27.777
a_3,3853,0.061,49.18
a_3,3136,0.509,9.823
a_3,3332,0.141,42.553
a_3,1991,0.335,5.97
a_3,407,0.161,43.478
a_3,481,0.094,95.744
a_3,350,0.13,69.23
a_3,4116,0.064,31.25
a_3,577,0.196,15.306
a_3,2349,0.288,10.416
a_3,4378,0.224,53.571
a_3,3313,0.138,28.985
a_3,4588,0.078,38.461
a_3,5388,0.079,75.949
a_3,1824,0.362,11.049
a_3,1313,0.185,16.216
a_3,276,0.13,53.846
a_3,2013,0.256,11.718
a_3,4867,0.093,21.505
a_3,4291,0.233,17.167
a_3,4002,0.101,19.801
a_3,4442,0.126,31.746
a_3,3708,4.027,0.496
a_3,962,0.222,157.657
a_3,2052,0.073,27.397
a_3,1579,0.256,7.812
a_3,2958,0.429,6.993
a_3,3928,0.046,130.434
a_3,1419,0.146,47.945
a_3,4833,0.126,15.873
a_3,4259,0.063,47.619
a_3,4654,0.116,34.482
a_3,1053,0.441,15.873
a_3,220,0.195,35.897
a_3,3144,0.71,8.45
a_3,2901,0.182,395.604
a_3,4853,0.24,16.666
a_3,4919,0.131,22.9
a_3,2752,0.176,28.409
a_3,1216,0.682,4.398
a_3,2907,0.185,221.621
a_3,4361,0.067,44.776
a_3,4782,0.12,100.0
a_3,1799,0.358,5.586
a_3,473,0.111,81.081
a_3,3830,0.307,6.514
a_4,997,0.373,5.361
a_4,4068,0.142,14.084
a_4,1351,0.836,3.588
a_4,4842,0.169,23.668
a_4,4724,0.075,26.666
a_4,2980,0.172,11.627
a_4,1408,0.718,2.785
a_4,5372,0.083,36.144
a_4,2703,0.165,30.303
a_4,4486,0.107,37.383
a_4,913,0.86,3.488
a_4,1093,0.129,23.255
a_4,5547,0.164,42.682
a_4,3525,0.057,52.631
a_4,2916,0.711,71.729
a_4,2681,0.249,144.578
a_4,3736,0.174,17.241
a_4,4773,0.212,14.15
a_4,702,0.336,5.952
a_4,1654,0.142,35.211
a_4,2500,0.158,101.265
a_4,2630,0.906,89.403
a_4,2379,0.217,36.866
a_4,3521,0.082,36.585
a_4,809,3.578,1.676
a_4,1208,0.343,29.154
a_4,156,0.249,32.128
a_4,2369,0.232,34.482
a_4,3943,0.06,100.0
a_4,669,0.495,6.06
a_4,3533,0.094,31.914
a_4,4964,0.313,9.584
a_4,649,0.232,8.62
a_4,185,0.46,13.043
a_4,605,0.188,37.234
a_4,2213,0.084,35.714
a_4,3196,0.226,17.699
a_4,5256,0.567,5.291
a_4,4320,0.156,262.82
a_4,4473,0.305,13.114
a_4,3756,0.032,93.75
a_4,3188,0.215,13.953
a_4,361,0.26,26.923
a_4,3986,0.041,121.951
a_4,1764,0.398,7.537
a_4,4530,0.431,6.96
a_4,3513,0.147,20.408
a_4,1049,0.807,12.391
a_4,335,0.182,38.461
a_4,5054,0.378,7.936
a_4,1969,0.706,143.059
a_4,1213,0.488,8.196
a_4,1534,0.979,108.273
a_4,5001,0.123,16.26
a_4,4093,0.127,23.622
a_4,1149,0.292,13.698
a_4,546,0.059,50.847
a_4,1512,0.624,4.807
a_4,5730,0.12,33.333
a_4,3878,0.295,13.559
a_4,4164,0.554,28.88
a_4,5622,0.174,22.988
a_4,2869,0.169,29.585
a_4,2818,0.167,29.94
a_4,5389,0.03,200.0
a_4,2143,0.355,8.45
a_4,4313,0.212,198.113
a_4,4679,1.169,6.843
a_4,4510,0.223,8.968
a_4,3529,0.068,44.117
a_4,1129,0.176,17.045
a_4,2300,0.33,9.09
a_4,5781,0.101,39.603
a_4,3897,0.038,78.947
a_4,2161,0.365,21.917
a_4,5718,0.157,643.312
a_4,2091,0.473,6.342
a_4,5568,0.688,7.267
a_4,2222,0.237,12.658
a_4,5613,0.152,19.736
a_4,2690,0.184,27.173
a_4,1289,0.135,866.666
a_4,4791,0.189,15.873
a_4,3395,0.513,15.594
a_4,961,0.727,456.671
a_4,2219,0.276,25.362
a_4,1733,0.152,769.736
a_4,2878,0.168,17.857
a_4,5363,0.174,17.241
a_4,5511,0.312,6.41
a_4,5501,0.277,7.22
a_4,630,0.242,12.396
a_4,5006,0.104,28.846
a_4,1087,0.16,18.75
a_4,5464,0.144,48.611
a_4,356,0.22,31.818
a_4,3127,0.594,107.744
a_4,4100,0.314,9.554
a_4,2848,0.178,22.471
a_5,3819,0.116,8.62
a_5,3121,0.957,5.224
a_5,4023,0.797,131.744
a_5,3916,0.029,206.896
a_5,3153,0.348,11.494
a_5,4969,0.172,23.255
a_5,2458,0.146,20.547
a_5,4752,0.566,3.533
a_5,4278,0.071,42.253
a_5,4743,0.446,6.726
a_5,5017,0.162,18.518
a_5,402,12.748,0.627
a_5,443,12.549,0.637
a_5,1623,0.183,38.251
a_5,1187,1.843,1.085
a_5,4190,0.144,76.388
a_5,3611,0.139,21.582
a_5,4832,0.095,31.578
a_5,908,0.404,4.95
a_5,5287,0.202,24.752
a_5,30,0.338,8.875
a_5,5069,0.36,655.555
a_5,1588,0.52,5.769
a_5,567,0.067,29.85
a_5,1840,0.352,11.363
a_5,2737,0.17,29.411
a_5,3534,0.046,65.217
a_5,2313,0.303,6.6
a_5,4276,0.064,62.5
a_5,5573,0.332,6.024
a_5,5194,0.352,5.681
a_5,2290,0.484,6.198
a_5,2877,0.346,11.56
a_5,4057,0.566,339.222
a_5,3772,0.028,107.142
a_5,1026,0.265,11.32
a_5,4170,0.118,25.423
a_5,2187,0.308,6.493
a_5,596,0.244,12.295
a_5,5038,0.313,12.779
a_5,3721,0.103,398.058
a_5,5562,0.786,3.816
a_5,110,0.183,27.322
a_5,3634,0.062,48.387
a_5,4891,0.179,16.759
a_5,4476,0.513,5.847
a_5,2039,0.41,7.317
a_5,4563,0.525,5.714
a_5,3165,0.279,14.336
a_5,5190,0.416,19.23
a_5,1168,0.151,33.112
a_5,3639,0.098,30.612
a_5,4003,0.196,418.367
a_5,15,0.427,4.683
a_5,1854,0.288,6.944
a_5,852,0.54,7.407
a_5,4927,0.133,15.037
a_5,3748,0.045,66.666
a_5,303,0.132,53.03
a_5,5792,0.055,54.545
a_5,5742,0.051,58.823
a_5,1244,0.566,5.3
a_5,4384,0.136,29.411
a_5,1165,0.315,6.349
a_5,300,0.506,17.786
a_5,4993,0.214,18.691
a_5,266,0.231,30.303
a_5,3556,0.061,49.18
a_5,1025,0.283,7.067
a_5,329,0.301,23.255
a_5,5268,0.077,38.961
a_5,1926,1.021,2.938
a_5,1771,0.219,9.132
a_5,4042,0.4,45.0
a_5,5425,0.215,4.651
a_5,1581,0.657,98.934
a_5,5764,0.076,26.315
a_5,2968,0.337,8.902
a_5,5633,0.195,15.384
a_5,4565,0.03,100.0
a_5,4818,0.234,21.367
a_5,836,3.227,0.619
a_5,3488,0.248,8.064
a_5,4898,0.515,7.766
a_5,2285,0.329,12.158
a_5,1663,0.153,26.143
a_5,4678,0.1,20.0
a_5,1196,0.348,5.747
a_5,1384,0.137,21.897
a_5,5241,3.197,1.251
a_5,5281,0.084,154.761
a_5,4105,0.114,8.771
a_5,5816,0.401,9.975
a_5,214,0.258,11.627
a_5,5023,0.202,19.801
a_5,5184,0.296,10.135
a_5,975,0.527,5.692
a_5,1225,0.23,34.782
a_6,1756,0.207,14.492
a_6,2359,0.863,6.952
a_6,5489,0.376,5.319
a_6,2102,0.34,14.705
a_6,3965,0.201,39.8
a_6,2489,0.301,9.966
a_6,3843,0.04,275.0
a_6,3076,0.325,12.307
a_6,3417,0.144,27.777
a_6,2126,0.457,17.505
a_6,5498,0.066,30.303
a_6,1215,0.351,8.547
a_6,5812,0.142,28.169
a_6,782,2.895,1.727
a_6,5741,0.193,56.994
a_6,4332,0.139,28.776
a_6,3227,0.256,15.625
a_6,1782,0.299,10.033
a_6,89,0.177,16.949
a_6,3219,0.225,31.111
a_6,2031,0.382,7.853
a_6,5175,0.424,94.339
a_6,4953,0.116,25.862
a_6,1960,0.124,24.193
a_6,4696,0.156,19.23
a_6,1316,0.646,3.095
a_6,4370,0.146,27.397
a_6,1589,2.874,1.043
a_6,4618,0.08,50.0
a_6,3601,0.036,83.333
a_6,188,0.789,3.802
a_6,228,0.14,49.999
a_6,2925,0.207,14.492
a_6,1916,0.227,13.215
a_6,2850,0.165,24.242
a_6,2887,0.182,225.274
a_6,1283,0.132,424.242
a_6,1082,0.434,6.912
a_6,5639,0.052,153.846
a_6,684,0.323,6.191
a_6,1239,0.359,8.356
a_6,944,0.311,12.861
a_6,1312,0.167,23.952
a_6,1658,0.136,36.764
a_6,5154,0.232,56.034
a_6,4532,0.086,23.255
a_6,4758,0.161,12.422
a_6,124,0.156,19.23
a_6,391,0.15,46.666
a_6,3935,0.21,19.047
a_6,2840,0.18,27.777
a_6,3540,0.047,63.829
a_6,656,0.249,180.722
a_6,279,0.135,51.851
a_6,4734,0.068,44.117
a_6,2665,1.014,2.958
a_6,244,0.138,50.724
a_6,1551,0.562,3.558
a_6,1167,0.281,17.793
a_6,134,0.151,19.867
a_6,4119,0.064,46.875
a_6,1706,0.183,814.207
a_6,1411,0.367,5.449
a_6,1843,1.061,5.655
a_6,4827,1.086,1.841
a_6,2396,0.371,8.086
a_6,1100,0.135,22.222
a_6,1248,0.692,4.335
a_6,311,0.189,37.037
a_6,373,0.207,33.816
a_6,3867,0.07,42.857
a_6,859,0.403,4.962
a_6,2368,0.416,19.23
a_6,540,0.292,10.273
a_6,631,0.234,8.547
a_6,1664,0.138,36.231
a_6,367,0.176,39.772
a_6,5365,0.063,47.619
a_6,2775,0.166,30.12
a_6,5127,0.654,4.587
a_6,841,0.989,4.044
a_6,2099,0.13,15.384
a_6,4749,0.082,36.585
a_6,2924,0.165,18.181
a_6,2340,0.177,16.949
a_6,3083,0.349,8.595
a_6,3871,0.051,78.431
a_6,5262,0.095,31.578
a_6,4076,0.143,27.972
a_6,3220,0.199,15.075
a_6,5579,0.447,6.711
a_6,3160,0.59,8.474
a_6,1577,0.408,98.039
a_6,2244,0.679,11.782
a_6,5549,0.492,4.065
a_6,5637,0.084,47.619
a_6,4857,0.665,4.511
a_6,580,0.119,25.21
a_6,372,0.198,35.353
a_6,509,0.27,11.111
a_6,2269,0.369,5.42
a_6,1814,0.367,10.899
a_6,5264,0.186,16.129
a_6,5250,0.434,52.995
a_6,4836,0.165,12.121
a_6,2809,0.178,28.089
a_6,2659,0.418,4.784
a_6,4640,0.322,9.316
a_6,5335,0.144,20.833
a_6,2647,0.396,10.101
a_6,1432,0.455,4.395
a_6,3985,0.043,116.279
a_6,2090,0.376,10.638
a_7,3799,0.12,66.666
a_7,5679,0.048,62.5
a_7,425,12.551,0.637
a_7,3398,0.488,16.393
a_7,2171,0.767,203.389
a_7,5240,0.281,28.469
a_7,1233,0.229,34.934
a_7,1977,0.245,8.163
a_7,2324,0.567,3.527
a_7,2085,0.422,11.848
a_7,1142,0.165,12.121
a_7,2899,0.195,164.102
a_7,2929,0.21,14.285
a_7,763,0.702,2.849
a_7,5763,0.174,28.735
a_7,3811,0.039,230.769
a_7,2680,6.007,6.325
a_7,5520,0.29,6.896
a_7,1095,0.299,66.889
a_7,1229,0.243,32.921
a_7,968,0.543,3.683
a_7,986,0.136,22.058
a_7,4804,0.08,50.0
a_7,4959,0.105,28.571
a_7,5029,0.355,5.633
a_7,5774,0.101,39.603
a_7,1775,0.2,20.0
a_7,1598,0.338,8.875
a_7,972,0.905,89.502
a_7,3967,0.12,66.666
a_7,4489,0.409,7.334
a_7,3975,0.077,12.987
a_7,4251,0.14,21.428
a_7,1625,0.385,5.194
a_7,2353,0.308,9.74
a_7,2471,0.14,114.285
a_7,5101,0.165,24.242
a_7,3804,0.114,70.175
a_7,224,0.185,37.837
a_7,2448,0.305,13.114
a_7,5133,0.884,7.918
a_7,3648,0.192,15.625
a_7,3323,0.123,48.78
a_7,52,0.987,5.065
a_7,1038,0.175,17.142
a_7,5485,0.18,50.0
a_7,2905,0.172,389.534
a_7,3512,0.045,66.666
a_7,5429,0.207,9.661
a_7,1210,0.474,12.658
a_7,1322,0.16,37.5
a_7,2245,0.594,3.367
a_7,5395,0.078,25.641
a_7,4488,0.092,43.478
a_7,2830,0.199,25.125
a_7,5619,0.156,19.23
a_7,2560,0.539,5.565
a_7,697,0.267,7.49
a_7,3579,0.066,45.454
a_7,3660,0.055,54.545
a_7,2736,0.167,29.94
a_7,726,1.927,2.594
a_7,4498,0.207,14.492
a_7,2467,0.353,8.498
a_7,1961,0.25,12.0
a_7,1347,0.146,27.397
a_7,4864,0.109,55.045
a_7,3324,0.128,46.875
a_7,1015,0.271,11.07
a_7,1571,0.142,42.253
a_7,3959,0.133,7.518
a_7,5096,0.071,56.338
a_7,378,0.215,32.558
a_7,1919,0.401,7.481
a_7,2154,0.341,8.797
a_7,5163,0.455,4.395
a_7,3073,0.336,11.904
a_7,611,0.312,22.435
a_7,399,0.146,47.945
a_7,1214,0.401,4.987
a_7,3152,0.224,13.392
a_7,438,1.1,6.363
a_7,1559,0.803,4.981
a_7,1054,0.507,17.751
a_7,939,0.285,7.017
a_7,2239,0.473,23.255
a_7,1454,0.352,8.522
a_7,4340,0.072,27.777
a_7,4156,0.102,107.843
a_7,4160,0.158,227.848
a_7,173,0.471,8.492
a_7,959,0.619,3.231
a_7,4115,0.088,34.09
a_7,1418,1.283,5.455
a_7,5433,0.054,37.037
a_7,3905,0.087,34.482
a_7,995,3.075,108.617
a_7,543,0.026,115.384
a_7,4670,2.127,0.94
a_7,2646,0.399,10.025
a_7,1254,0.152,19.736
a_7,5641,0.045,155.555
a_7,4645,0.081,172.839
a_7,3890,0.141,21.276
a_7,2782,0.173,28.901
a_7,4669,0.081,37.037
a_7,4605,0.132,15.151
a_7,4236,0.127,31.496
a_7,435,12.443,0.642
a_7,3019,0.123,32.52
a_7,388,0.187,37.433
a_7,5015,0.185,10.81
a_7,1081,0.829,3.618
a_7,4458,0.104,28.846
a_7,1628,0.587,6.814
a_8,5490,0.219,9.132
a_8,5322,0.241,12.448
a_8,1702,0.169,355.029
a_8,3183,0.202,14.851
a_8,3838,0.14,14.285
a_8,2967,0.161,18.633
a_8,3333,0.119,92.436
a_8,4617,0.107,130.841
a_8,5078,0.126,15.873
a_8,171,1.698,4.711
a_8,1414,0.81,2.469
a_8,829,0.672,2.976
a_8,285,0.136,51.47
a_8,5465,0.129,69.767
a_8,904,0.338,8.875
a_8,2724,0.183,27.322
a_8,5403,0.161,93.167
a_8,3197,0.199,15.075
a_8,4444,0.077,38.961
a_8,1648,0.18,27.777
a_8,1261,0.164,18.292
a_8,619,0.362,8.287
a_8,3399,0.475,16.842
a_8,696,0.586,3.412
a_8,1558,0.887,4.509
a_8,5028,0.199,10.05
a_8,1473,0.555,10.81
a_8,2876,0.164,30.487
