# META: {"workflow_id": 2, "user_id": 33, "num_abstract": 30, "connector_pattern": "10011011111011111010111000010", "abstract_services": {"a_0": 113, "a_1": 123, "a_2": 87, "a_3": 91, "a_4": 91, "a_5": 119, "a_6": 102, "a_7": 95, "a_8": 95, "a_9": 95, "a_10": 114, "a_11": 105, "a_12": 90, "a_13": 123, "a_14": 88, "a_15": 105, "a_16": 115, "a_17": 108, "a_18": 105, "a_19": 101, "a_20": 106, "a_21": 120, "a_22": 100, "a_23": 90, "a_24": 111, "a_25": 92, "a_26": 96, "a_27": 113, "a_28": 119, "a_29": 118}, "total_latency": 2.228, "total_throughput": 1.788}
abstract_service,concrete_service,latency,throughput
a_4,1385,0.794,6.297
a_4,1003,0.272,7.352
a_4,1016,0.385,5.194
a_4,286,0.13,53.846
a_4,1797,0.271,7.38
a_4,4893,0.352,122.159
a_4,2972,0.209,196.172
a_4,1,0.228,17.543
a_4,1928,0.789,3.802
a_4,1936,0.29,13.793
a_4,2038,0.441,6.802
a_4,1248,0.692,4.335
a_4,5690,0.17,594.117
a_4,3052,0.283,10.6
a_4,4952,0.054,55.555
a_4,4561,0.11,27.272
a_4,2818,0.167,29.94
a_4,2353,0.308,9.74
a_4,2250,0.466,27.896
a_4,47,0.263,22.813
a_4,4558,0.12,341.666
a_4,4476,0.513,5.847
a_4,1783,0.474,25.316
a_4,3392,0.504,15.873
a_4,553,0.29,20.689
a_4,4986,0.061,32.786
a_4,4477,0.508,5.905
a_4,1825,0.314,9.554
a_4,5028,0.199,10.05
a_4,221,0.183,38.251
a_4,2928,0.128,23.437
a_4,5679,0.048,62.5
a_4,5010,0.117,25.641
a_4,404,12.538,0.638
a_4,4925,0.158,25.316
a_4,2406,0.335,11.94
a_4,5571,0.152,32.894
a_4,1966,0.146,20.547
a_4,2516,0.406,29.556
a_4,957,0.345,8.695
a_4,50,2.444,0.818
a_4,3684,0.182,16.483
a_4,5789,0.084,23.809
a_4,794,1.207,1.657
a_4,2634,0.225,137.777
a_4,4871,0.12,25.0
a_4,1782,0.299,10.033
a_4,158,0.372,333.333
a_4,4496,0.432,4.629
a_4,4872,0.305,22.95
a_4,4024,0.116,17.241
a_4,1701,0.481,511.434
a_4,2483,0.136,205.882
a_4,4185,0.128,23.437
a_4,5292,0.09,111.111
a_4,5067,0.143,20.979
a_4,4964,0.313,9.584
a_4,3659,0.106,28.301
a_4,2628,0.461,30.368
a_4,1093,0.129,23.255
a_4,1921,0.346,11.56
a_4,5779,0.265,75.471
a_4,1253,0.639,6.259
a_4,125,0.282,10.638
a_4,393,0.166,42.168
a_4,167,0.348,14.367
a_4,5107,0.133,52.631
a_4,819,0.491,6.109
a_5,3430,0.223,17.937
a_5,2334,0.173,17.341
a_5,1932,0.345,11.594
a_5,161,0.271,11.07
a_5,2952,0.316,9.493
a_5,3852,0.123,24.39
a_5,5632,0.311,16.077
a_5,1889,0.448,6.696
a_5,2974,0.227,13.215
a_5,5155,0.138,65.217
a_5,2835,0.165,30.303
a_5,342,0.132,53.03
a_5,916,0.353,8.498
a_5,718,1.337,1.495
a_5,431,17.644,0.396
a_5,4663,0.21,14.285
a_5,58,0.471,4.246
a_5,1666,0.475,10.526
a_5,3449,0.167,23.952
a_5,116,0.3,13.333
a_5,2218,0.523,5.736
a_5,4860,0.142,21.126
a_5,1140,0.388,23.195
a_5,614,0.375,16.0
a_5,5536,0.167,41.916
a_5,3642,0.061,49.18
a_5,3421,0.146,34.246
a_5,2171,0.767,203.389
a_5,5559,0.387,31.007
a_5,3787,0.061,49.18
a_5,4979,0.167,53.892
a_5,356,0.22,31.818
a_5,3440,0.165,18.181
a_5,5050,0.203,14.778
a_5,2990,6.779,689.334
a_5,3083,0.349,8.595
a_5,4353,0.053,264.15
a_5,4013,0.125,16.0
a_5,4930,0.136,44.117
a_5,5030,0.148,13.513
a_5,2498,0.329,9.118
a_5,767,1.001,1.998
a_5,5529,1.093,11.893
a_5,3443,0.164,18.292
a_5,4959,0.105,28.571
a_5,373,0.207,33.816
a_5,2256,0.357,5.602
a_5,347,0.13,53.846
a_5,3250,1.055,3.791
a_5,4595,0.093,53.763
a_5,3871,0.051,78.431
a_5,4727,0.121,16.528
a_5,1725,0.707,183.875
a_5,2662,0.438,9.132
a_5,1091,0.255,11.764
a_5,2680,6.007,6.325
a_5,812,1.364,1.466
a_5,4976,0.465,4.301
a_5,194,1.68,18.452
a_5,5119,0.635,9.448
a_5,5355,0.123,73.17
a_5,2784,0.166,30.12
a_5,5006,0.104,28.846
a_5,1364,0.132,30.303
a_5,2216,0.622,4.823
a_5,5016,0.16,12.5
a_5,5223,0.134,14.925
a_5,2837,0.168,29.761
a_5,2462,0.154,19.48
a_5,5408,0.088,34.09
a_5,3339,0.118,50.847
a_5,999,0.546,5.494
a_5,2254,0.078,38.461
a_5,1310,0.275,14.545
a_5,3130,0.416,14.423
a_5,4759,0.139,14.388
a_5,623,0.249,8.032
a_5,1762,0.779,2.567
a_5,3244,0.145,62.068
a_5,4711,0.432,2.314
a_5,5143,3.119,85.604
a_5,3538,0.04,75.0
a_5,3558,0.067,44.776
a_5,1457,1.941,355.486
a_5,419,0.944,7.415
a_5,1161,0.165,18.181
a_5,147,0.137,21.897
a_5,5019,0.353,14.164
a_5,4334,0.065,61.538
a_5,4714,0.085,23.529
a_5,779,0.692,4.335
a_5,2072,0.151,19.867
a_5,2478,0.137,109.489
a_5,3861,0.062,32.258
a_5,2083,1.328,1.506
a_5,5631,0.167,23.952
a_5,3621,0.106,28.301
a_5,5731,0.059,67.796
a_5,818,3.874,0.774
a_5,2150,0.349,8.595
a_5,5303,0.086,34.883
a_5,199,0.596,8.389
a_5,3249,0.129,31.007
a_5,46,0.265,15.094
a_5,4804,0.08,50.0
a_5,1461,0.545,5.504
a_5,2132,0.434,6.912
a_5,721,0.245,16.326
a_5,1505,0.622,8.038
a_5,3593,0.056,53.571
a_5,2515,0.847,80.283
a_5,971,0.395,5.063
a_5,1523,0.559,1.788
a_5,540,0.292,10.273
a_5,1053,0.441,15.873
a_5,4729,0.152,13.157
a_5,1627,0.36,5.555
a_5,1784,0.318,6.289
a_5,4275,0.065,46.153
a_6,1237,0.231,38.961
a_6,4894,0.104,28.846
a_6,781,0.747,2.677
a_6,172,0.6,10.0
a_6,797,0.549,10.928
a_6,733,0.831,4.813
a_6,2682,0.762,49.868
a_6,1585,0.235,8.51
a_6,270,0.133,52.631
a_6,2448,0.305,13.114
a_6,2367,1.281,5.464
a_6,1653,0.137,36.496
a_6,2305,0.207,14.492
a_6,3556,0.061,49.18
a_6,1908,3.769,7.694
a_6,1683,0.157,31.847
a_6,1656,0.143,34.965
a_6,741,0.539,7.421
a_6,2622,0.895,3.351
a_6,3792,0.12,66.666
a_6,2025,1.71,187.719
a_6,1333,5.711,0.35
a_6,2752,0.176,28.409
a_6,2146,0.336,8.928
a_6,742,0.662,4.531
a_6,387,0.19,36.842
a_6,2126,0.457,17.505
a_6,1326,0.635,20.472
a_6,5039,0.151,19.867
a_6,5461,0.388,23.195
a_6,3721,0.103,398.058
a_6,3667,0.149,20.134
a_6,3909,0.087,80.459
a_6,1451,0.27,22.222
a_6,2620,0.285,10.526
a_6,332,0.163,42.944
a_6,5503,0.237,8.438
a_6,2703,0.165,30.303
a_6,4847,0.347,8.645
a_6,3180,0.235,12.765
a_6,4885,0.235,8.51
a_6,1626,0.345,14.492
a_6,4323,0.171,233.918
a_6,5120,0.342,8.771
a_6,4315,0.124,330.645
a_6,596,0.244,12.295
a_6,830,0.614,3.257
a_6,747,0.225,8.888
a_6,3172,0.216,13.888
a_6,3405,0.414,9.661
a_6,698,0.487,16.427
a_6,4281,0.129,31.007
a_6,1805,0.304,36.184
a_6,2291,0.534,116.104
a_6,4832,0.095,31.578
a_6,3495,0.153,19.607
a_6,1884,0.368,8.152
a_6,1367,1.313,3.046
a_6,2110,0.304,9.868
a_6,702,0.336,5.952
a_6,847,1.083,52.631
a_6,5621,0.146,20.547
a_6,626,0.459,106.753
a_6,473,0.111,81.081
a_6,1438,0.466,8.583
a_6,625,0.488,8.196
a_6,49,2.768,0.722
a_6,2165,0.31,9.677
a_6,3090,0.298,6.711
a_6,4975,0.042,47.619
a_6,154,0.257,15.564
a_6,3921,0.032,125.0
a_6,1661,0.139,35.971
a_6,4207,0.106,37.735
a_6,901,0.239,33.472
a_6,5702,0.133,578.947
a_6,1434,0.492,8.13
a_6,1919,0.401,7.481
a_6,3338,0.162,37.037
a_6,4198,0.074,40.54
a_6,672,1.186,2.529
a_6,4494,0.034,58.823
a_6,2499,0.159,12.578
a_6,2231,0.323,27.863
a_6,5770,0.128,31.25
a_6,5180,0.327,42.813
a_6,5379,0.135,22.222
a_6,5666,0.068,44.117
a_6,2695,0.167,23.952
a_6,296,0.133,52.631
a_6,4899,0.208,9.615
a_6,4288,0.104,38.461
a_6,1199,0.285,7.017
a_6,2080,0.06,33.333
a_6,3636,0.23,13.043
a_6,3747,0.067,44.776
a_6,67,0.965,3.108
a_6,912,0.516,13.565
a_6,813,0.557,8.976
a_6,5606,0.25,8.0
a_6,4597,0.234,17.094
a_6,520,0.302,19.867
a_7,1313,0.185,16.216
a_7,1163,0.434,18.433
a_7,4340,0.072,27.777
a_7,802,0.523,5.736
a_7,5197,0.291,6.872
a_7,4166,0.111,45.045
a_7,1558,0.887,4.509
a_7,1301,0.168,23.809
a_7,1037,0.157,19.108
a_7,4507,9.56,533.263
a_7,923,0.391,5.115
a_7,3964,0.065,15.384
a_7,2482,0.14,99.999
a_7,3553,0.062,48.387
a_7,1956,0.381,7.874
a_7,3014,0.343,11.661
a_7,3678,0.071,42.253
a_7,1327,0.204,19.607
a_7,2051,0.091,21.978
a_7,5548,0.618,27.508
a_7,4553,0.138,297.101
a_7,5256,0.567,5.291
a_7,5115,0.13,15.384
a_7,442,0.43,16.279
a_7,90,0.381,10.498
a_7,2817,0.168,29.761
a_7,4575,0.077,220.779
a_7,5140,0.283,7.067
a_7,3651,0.072,41.666
a_7,2263,0.252,7.936
a_7,1052,0.501,17.964
a_7,139,0.528,240.53
a_7,4386,0.068,44.117
a_7,1324,0.144,20.833
a_7,3999,0.088,34.09
a_7,3951,0.123,32.52
a_7,5199,0.719,15.299
a_7,2701,0.164,24.39
a_7,2749,0.165,30.303
a_7,3215,0.21,19.047
a_7,3739,0.068,44.117
a_7,2933,0.162,24.691
a_7,3891,0.14,28.571
a_7,165,0.15,20.0
a_7,1307,0.284,10.563
a_7,1004,0.277,7.22
a_7,5258,0.238,16.806
a_7,3894,0.101,79.207
a_7,3160,0.59,8.474
a_7,2457,0.283,10.6
a_7,2151,0.334,5.988
a_7,1136,0.118,16.949
a_7,389,0.138,50.724
a_7,5480,0.135,66.666
a_7,2844,0.445,11.235
a_7,654,0.241,12.448
a_7,2380,0.217,36.866
a_7,5799,0.125,32.0
a_7,3336,0.136,44.117
a_7,3530,0.102,29.411
a_7,517,0.289,10.38
a_7,2354,0.679,5.891
a_7,2207,0.375,10.666
a_7,5513,0.302,6.622
a_7,4536,0.126,23.809
a_7,3439,0.184,16.304
a_7,5133,0.884,7.918
a_7,905,0.175,17.142
a_7,1419,0.146,47.945
a_7,2800,0.172,29.069
a_7,860,0.439,4.555
a_7,1609,0.37,5.405
a_7,3577,0.048,62.5
a_7,1610,0.386,25.906
a_7,1464,0.794,5.037
a_7,2735,0.174,28.735
a_7,1682,0.146,27.397
a_7,2213,0.084,35.714
a_7,899,0.129,23.255
a_7,2715,0.169,29.585
a_7,609,0.463,66.954
a_7,3839,17.13,0.116
a_7,2756,0.165,30.303
a_7,110,0.183,27.322
a_7,1394,0.5,150.0
a_7,1934,0.425,7.058
a_7,4593,0.285,10.526
a_7,1918,0.298,10.067
a_7,602,0.195,20.512
a_7,285,0.136,51.47
a_7,1227,0.261,34.482
a_7,1240,0.13,23.076
a_7,3777,0.067,44.776
a_7,3503,0.188,21.276
a_7,5157,0.465,4.301
a_8,68,0.521,5.758
a_8,5405,0.109,18.348
a_8,5233,0.24,4.166
a_8,2982,0.316,12.658
a_8,3904,0.051,117.647
a_8,4831,0.152,13.157
a_8,2279,0.346,8.67
a_8,4828,3.347,781.595
a_8,1130,0.287,13.937
a_8,2559,0.161,18.633
a_8,1679,0.141,35.46
a_8,1747,0.39,7.692
a_8,4108,0.079,50.632
a_8,5117,1.282,81.123
a_8,4827,1.086,1.841
a_8,4117,0.061,32.786
a_8,4654,0.116,34.482
a_8,5676,0.184,21.739
a_8,2369,0.232,34.482
a_8,1820,0.313,9.584
a_8,2871,0.165,30.303
a_8,5183,1.358,217.231
a_8,4747,0.109,18.348
a_8,2324,0.567,3.527
a_8,4237,0.07,57.142
a_8,196,0.6,5.0
a_8,5791,0.117,34.188
a_8,3968,0.12,66.666
a_8,3196,0.226,17.699
a_8,2154,0.341,8.797
a_8,557,0.065,138.461
a_8,4158,0.123,89.43
a_8,3162,0.194,15.463
a_8,778,0.681,4.405
a_8,990,0.82,3.658
a_8,146,0.139,21.582
a_8,84,0.894,2.237
a_8,1764,0.398,7.537
a_8,5817,0.26,11.538
a_8,1985,0.457,10.94
a_8,1904,0.289,10.38
a_8,217,0.937,105.656
a_8,3237,0.183,16.393
a_8,3808,0.063,190.476
a_8,2619,0.704,4.261
a_8,2463,0.493,6.085
a_8,5348,0.171,11.695
a_8,4586,0.074,40.54
a_8,1529,0.814,2.457
a_8,5417,0.086,23.255
a_8,2290,0.484,6.198
a_8,4818,0.234,21.367
a_8,4044,0.43,4.651
a_8,1354,0.144,20.833
a_8,3809,0.031,129.032
a_8,5542,1.093,11.893
a_8,2304,0.503,5.964
a_8,4232,0.588,79.931
a_8,1444,0.504,3.968
a_8,3327,0.197,197.969
a_8,310,0.16,56.25
a_8,5785,2.407,1.661
a_8,5819,0.269,11.152
a_8,3398,0.488,16.393
a_8,4128,0.055,54.545
a_8,1383,0.126,15.873
a_8,4001,0.08,37.5
a_8,5634,0.14,28.571
a_8,5581,0.422,7.109
a_8,4113,0.332,12.048
a_8,3859,0.065,30.769
a_8,5333,0.165,12.121
a_8,5403,0.161,93.167
a_8,1519,1.205,8.298
a_8,3682,0.035,85.714
a_8,3947,0.102,19.607
a_8,2131,0.488,6.147
