# META: {"workflow_id": 3, "user_id": 33, "num_abstract": 30, "connector_pattern": "00001100111110101111000101010", "abstract_services": {"a_0": 115, "a_1": 92, "a_2": 104, "a_3": 105, "a_4": 119, "a_5": 91, "a_6": 94, "a_7": 104, "a_8": 103, "a_9": 97, "a_10": 122, "a_11": 97, "a_12": 111, "a_13": 105, "a_14": 95, "a_15": 94, "a_16": 101, "a_17": 92, "a_18": 117, "a_19": 94, "a_20": 111, "a_21": 97, "a_22": 96, "a_23": 93, "a_24": 113, "a_25": 109, "a_26": 87, "a_27": 98, "a_28": 112, "a_29": 122}, "total_latency": 3.333, "total_throughput": 1.785}
abstract_service,concrete_service,latency,throughput
a_0,1615,0.378,7.936
a_0,2975,0.329,12.158
a_0,1657,0.145,34.482
a_0,556,0.278,28.776
a_0,4275,0.065,46.153
a_0,3733,0.04,75.0
a_0,5444,0.234,12.82
a_0,2179,0.176,11.363
a_0,2730,0.167,29.94
a_0,5183,1.358,217.231
a_0,3969,0.11,72.727
a_0,3827,0.112,8.928
a_0,5107,0.133,52.631
a_0,1705,0.163,717.791
a_0,369,0.276,25.362
a_0,292,0.137,51.094
a_0,2844,0.445,11.235
a_0,899,0.129,23.255
a_0,1314,1.616,1.237
a_0,926,0.309,197.411
a_0,4747,0.109,18.348
a_0,4245,0.066,45.454
a_1,4106,0.102,39.215
a_1,1798,0.132,22.727
a_1,3419,0.14,21.428
a_1,5297,0.233,17.167
a_1,3902,0.256,417.968
a_1,3614,0.076,39.473
a_1,2738,0.185,27.027
a_1,5191,0.643,104.199
a_1,4165,0.79,21.518
a_1,1397,0.202,24.752
a_1,2832,0.165,30.303
a_1,1114,0.485,6.185
a_1,2974,0.227,13.215
a_1,2504,0.286,6.993
a_1,622,0.328,6.097
a_1,126,0.133,22.556
a_1,4986,0.061,32.786
a_1,5284,0.179,22.346
a_1,5231,0.837,3.584
a_1,3037,0.315,120.634
a_1,1460,0.629,9.538
a_1,2252,0.151,19.867
a_1,4529,0.174,11.494
a_1,1255,0.036,83.333
a_1,387,0.19,36.842
a_1,2489,0.301,9.966
a_1,3817,0.181,16.574
a_1,1454,0.352,8.522
a_1,1411,0.367,5.449
a_1,1281,0.144,902.777
a_1,230,0.129,54.263
a_1,2750,0.171,29.239
a_1,3410,0.182,16.483
a_1,5072,0.192,177.083
a_1,2234,0.391,7.672
a_1,727,0.732,4.098
a_1,2072,0.151,19.867
a_1,3958,0.137,43.795
a_1,3869,0.074,67.567
a_1,4047,0.187,10.695
a_1,470,0.143,62.937
a_1,674,0.507,5.917
a_1,1658,0.136,36.764
a_1,2444,0.316,12.658
a_1,353,0.129,54.263
a_1,3885,0.203,9.852
a_1,2243,0.514,5.836
a_1,2109,0.412,14.563
a_1,4455,0.074,54.054
a_1,87,0.203,14.778
a_1,3685,0.059,50.847
a_1,2462,0.154,19.48
a_1,2397,0.199,15.075
a_1,1152,0.403,22.332
a_1,1181,0.26,11.538
a_1,1862,0.273,10.989
a_1,4016,0.03,66.666
a_1,1975,0.248,8.064
a_1,1146,0.232,12.931
a_1,2521,0.308,9.74
a_1,2780,0.168,23.809
a_1,1090,0.131,22.9
a_1,4914,0.121,24.793
a_1,561,0.477,6.289
a_1,1141,0.308,6.493
a_1,826,1.932,1.552
a_1,4379,0.126,95.238
a_1,808,0.544,5.514
a_1,4294,0.244,163.934
a_1,5208,0.387,10.335
a_1,1674,0.156,32.051
a_1,2015,0.548,7.299
a_1,2968,0.337,8.902
a_1,4607,0.85,2.352
a_1,5023,0.202,19.801
a_1,2604,1.68,1.785
a_1,1870,1.062,7.532
a_1,2822,0.166,24.096
a_1,1949,0.134,22.388
a_1,3533,0.094,31.914
a_1,1034,0.574,3.484
a_1,4475,0.133,22.556
a_1,4076,0.143,27.972
a_1,1929,0.177,16.949
a_1,4507,9.56,533.263
a_1,3937,0.168,23.809
a_1,5335,0.144,20.833
a_1,4371,0.065,61.538
a_1,2904,0.19,731.578
a_1,2250,0.466,27.896
a_1,2277,0.856,7.009
a_1,2815,0.186,26.881
a_2,4269,0.126,15.873
a_2,4243,0.125,32.0
a_2,702,0.336,5.952
a_2,759,0.795,3.773
a_2,5416,0.064,62.5
a_2,2213,0.084,35.714
a_2,314,0.13,53.846
a_2,346,0.135,51.851
a_2,119,0.326,30.674
a_2,1358,0.505,7.92
a_2,2649,0.202,9.9
a_2,5249,0.328,12.195
a_2,2293,0.415,12.048
a_2,3406,0.199,15.075
a_2,165,0.15,20.0
a_2,4737,0.202,44.554
a_2,3631,0.03,100.0
a_2,210,0.824,13.349
a_2,4533,0.196,71.428
a_2,4332,0.139,28.776
a_2,1694,0.142,35.211
a_2,608,0.256,54.687
a_2,7,0.924,115.8
a_2,3025,0.368,8.152
a_2,814,0.821,3.654
a_2,4943,0.09,33.333
a_2,3461,0.065,46.153
a_2,3676,0.065,46.153
a_2,8,0.441,4.535
a_2,1233,0.229,34.934
a_2,2994,0.516,7.751
a_2,1904,0.289,10.38
a_2,3861,0.062,32.258
a_2,2413,0.142,42.253
a_2,4855,0.158,12.658
a_2,5550,0.275,32.727
a_2,4662,0.204,14.705
a_2,514,0.13,69.23
a_2,3514,0.076,39.473
a_2,3009,0.116,34.482
a_2,4574,0.14,14.285
a_2,1108,0.449,8.908
a_2,2799,0.164,30.487
a_2,2705,0.179,22.346
a_2,2862,0.165,30.303
a_2,5150,0.245,16.326
a_2,3099,0.461,138.828
a_2,2894,0.206,762.135
a_2,4349,0.064,265.625
a_2,558,0.091,21.978
a_2,4869,0.152,19.736
a_2,2903,0.178,471.91
a_2,4695,0.09,111.111
a_2,1848,0.857,170.361
a_2,4249,0.137,21.897
a_2,4471,0.108,27.777
a_2,2587,0.204,19.607
a_2,2630,0.906,89.403
a_2,2325,0.448,8.928
a_2,1296,0.139,949.64
a_2,750,0.282,10.638
a_2,3700,13.519,0.221
a_2,1533,1.421,475.017
a_2,2776,0.19,26.315
a_2,2491,0.152,13.157
a_2,5515,0.23,8.695
a_2,3225,0.258,19.379
a_2,2612,0.37,32.432
a_2,2018,0.254,7.874
a_2,2061,0.371,21.563
a_2,999,0.546,5.494
a_2,1293,0.127,440.944
a_2,2807,0.164,30.487
a_2,1820,0.313,9.584
a_2,4166,0.111,45.045
a_2,3111,0.244,12.295
a_2,5740,0.04,100.0
a_2,1662,0.139,35.971
a_2,3053,0.605,6.611
a_2,3953,0.063,95.238
a_2,2107,0.338,8.875
a_2,5029,0.355,5.633
a_2,2490,0.325,6.153
a_2,2648,0.372,5.376
a_2,4053,1.127,2.661
a_2,2586,0.455,10.989
a_2,2435,0.499,6.012
a_2,336,0.132,53.03
a_2,4950,0.079,126.582
a_2,1478,0.373,8.042
a_2,5541,0.167,41.916
a_2,934,1.174,6.814
a_2,2559,0.161,18.633
a_2,4652,0.137,29.197
a_2,846,0.691,2.894
a_2,5408,0.088,34.09
a_2,3524,0.14,21.428
a_2,5041,0.121,16.528
a_2,2861,0.166,30.12
a_2,3146,0.857,4.667
a_2,1880,0.618,3.236
a_2,4634,0.066,30.303
a_2,2988,0.154,19.48
a_2,3868,0.069,43.478
a_3,2542,0.124,24.193
a_3,4283,0.065,46.153
a_3,4441,0.063,63.492
a_3,2256,0.357,5.602
a_3,3032,0.282,10.638
a_3,3785,0.142,21.126
a_3,2349,0.288,10.416
a_3,1979,0.235,8.51
a_3,3687,0.047,63.829
a_3,2202,0.44,27.272
a_3,3855,0.138,21.739
a_3,4928,0.138,7.246
a_3,915,0.407,7.371
a_3,2094,0.362,24.861
a_3,422,0.201,34.825
a_3,2498,0.329,9.118
a_3,1081,0.829,3.618
a_3,2411,0.315,19.047
a_3,1,0.228,17.543
a_3,5587,0.359,5.571
a_3,5612,0.244,8.196
a_3,5785,2.407,1.661
a_3,4690,0.262,11.45
a_3,1446,0.647,9.273
a_3,3565,0.068,58.823
a_3,2778,0.174,22.988
a_3,5788,0.18,11.111
a_3,5599,0.328,15.243
a_3,2593,0.572,1.748
a_3,4946,0.092,43.478
a_3,2523,0.25,12.0
a_3,2845,0.164,30.487
a_3,3567,0.275,10.909
a_3,221,0.183,38.251
a_3,2786,0.174,28.735
a_3,4433,0.127,31.496
a_3,2572,0.633,195.892
a_3,935,0.216,27.777
a_3,5771,0.097,41.237
a_3,2402,0.353,8.498
a_3,3424,0.203,19.704
a_3,4449,0.078,51.282
a_3,3516,0.075,40.0
a_3,3038,0.297,10.101
a_3,3571,9.311,5.584
a_3,1321,0.156,44.871
a_3,96,1.509,2.65
a_3,5637,0.084,47.619
a_3,5819,0.269,11.152
a_3,2151,0.334,5.988
a_3,1230,0.233,38.626
a_3,1469,0.489,4.089
a_3,1769,0.478,6.276
a_3,2170,0.37,5.405
a_3,3672,0.029,103.448
a_3,1509,1.281,1.561
a_3,5317,0.177,22.598
a_3,4682,0.124,16.129
a_3,1967,0.145,13.793
a_3,3545,0.023,130.434
a_3,4411,0.2,20.0
a_3,127,0.137,21.897
a_3,4162,0.312,35.256
a_3,2327,1.877,4.794
a_3,5073,0.145,13.793
a_3,5397,3.144,0.636
a_3,4282,0.069,57.971
a_3,1345,0.568,38.732
a_3,1776,0.28,14.285
a_3,3795,0.111,72.072
a_3,3846,0.034,88.235
a_3,754,0.486,10.288
a_3,4201,0.036,83.333
a_3,2458,0.146,20.547
a_3,3521,0.082,36.585
a_3,4773,0.212,14.15
a_3,4456,0.063,47.619
a_3,4335,0.197,203.045
a_3,2638,0.224,267.857
a_3,4163,0.474,6.329
a_3,1433,0.122,16.393
a_3,4600,0.044,68.181
a_3,3928,0.046,130.434
a_3,913,0.86,3.488
a_3,4938,0.369,13.55
a_3,5315,0.38,5.263
a_3,1486,0.266,7.518
a_3,3431,0.099,40.404
a_3,3889,0.204,19.607
a_3,4753,0.186,10.752
a_3,5172,0.339,11.799
a_3,31,0.802,3.74
a_3,5459,0.292,23.972
a_3,3456,0.171,17.543
a_3,3650,0.081,37.037
a_3,2962,0.126,23.809
a_3,36,0.802,6.234
a_3,2964,0.114,26.315
a_3,5694,0.048,62.5
a_3,3034,0.373,10.723
a_3,1876,0.264,11.363
a_3,1474,0.558,10.752
a_3,3165,0.279,14.336
a_3,5439,0.134,14.925
a_3,4598,1.019,670.264
a_4,249,0.132,53.03
a_4,1143,0.16,12.5
a_4,4859,0.112,44.642
a_4,1088,0.24,12.5
a_4,4450,0.065,46.153
a_4,2955,0.161,18.633
a_4,3182,0.206,29.126
a_4,4043,0.142,28.169
a_4,5377,0.076,92.105
a_4,3782,0.209,14.354
a_4,4190,0.144,76.388
a_4,4004,0.133,22.556
a_4,4169,0.151,264.9
a_4,2440,0.649,4.622
a_4,5247,0.34,26.47
a_4,1093,0.129,23.255
a_4,396,11.589,0.69
a_4,4957,0.141,28.368
a_4,3654,0.061,49.18
a_4,3537,0.3,370.0
a_4,4640,0.322,9.316
a_4,542,0.137,72.992
a_4,1038,0.175,17.142
a_4,3245,0.059,50.847
a_4,4577,0.103,29.126
a_4,3397,0.487,16.427
a_4,849,0.941,36.131
a_4,4960,0.592,6.756
a_4,4125,0.12,33.333
a_4,5776,0.04,75.0
a_4,4863,0.084,35.714
a_4,122,0.309,9.708
a_4,4609,0.142,63.38
a_4,1586,0.773,236.739
a_4,1687,0.136,36.764
a_4,655,0.225,8.888
a_4,4795,0.2,185.0
a_4,1638,0.154,32.467
a_4,530,0.087,34.482
a_4,1840,0.352,11.363
a_4,4657,0.416,350.961
a_4,4590,0.454,11.013
a_4,5268,0.077,38.961
a_4,2452,0.586,131.399
a_4,476,0.135,66.666
a_4,5575,0.296,23.648
a_4,3064,0.313,15.974
a_4,944,0.311,12.861
a_4,4516,0.092,65.217
a_4,1188,0.236,12.711
a_4,2659,0.418,4.784
a_4,388,0.187,37.433
a_4,4583,0.152,26.315
a_4,4649,0.701,8.559
a_4,4354,0.117,17.094
a_4,2108,0.315,9.523
a_4,2528,0.616,8.116
a_4,4716,0.2,10.0
a_4,2407,0.278,262.589
a_4,912,0.516,13.565
a_4,707,0.501,7.984
a_4,390,0.138,50.724
a_4,1778,0.524,9.541
a_4,4665,0.386,12.953
a_4,841,0.989,4.044
a_4,2825,0.174,28.735
a_4,1722,0.153,359.477
a_4,2245,0.594,3.367
a_4,2662,0.438,9.132
a_4,1619,0.202,14.851
a_4,3920,0.031,129.032
a_4,1125,0.166,18.072
a_4,475,0.181,49.723
a_4,1505,0.622,8.038
a_4,1395,0.838,16.706
a_4,3159,0.214,14.018
a_4,1387,0.302,16.556
a_4,2922,0.325,9.23
a_4,1401,0.351,5.698
a_4,4521,0.133,22.556
a_4,4805,0.077,25.974
a_4,4847,0.347,8.645
a_4,4866,0.188,10.638
a_4,4646,0.087,34.482
a_4,2360,0.602,3.322
a_4,967,0.505,3.96
a_4,643,0.23,13.043
a_4,3911,0.182,16.483
a_4,331,0.146,47.945
a_4,4376,0.158,18.987
a_4,1640,0.163,30.674
a_4,3577,0.048,62.5
a_4,3594,0.052,57.692
a_4,5321,0.052,57.692
a_4,1129,0.176,17.045
a_4,2122,0.247,16.194
a_4,571,0.329,6.079
a_4,3438,0.196,20.408
a_4,2781,0.17,23.529
a_4,3369,0.073,986.301
a_4,132,0.31,12.903
a_4,4757,2.197,0.91
a_4,4746,0.089,22.471
a_4,4248,0.064,46.875
a_4,3228,0.226,26.548
a_4,3399,0.475,16.842
a_4,469,0.256,35.156
a_4,2830,0.199,25.125
a_4,3772,0.028,107.142
a_4,2763,0.188,26.595
a_4,2282,0.171,93.567
a_4,1342,0.237,16.877
a_4,4585,0.163,12.269
a_4,13,0.604,21.523
a_4,4906,0.862,597.447
a_4,4611,0.16,18.75
a_4,5387,0.102,39.215
a_4,5017,0.162,18.518
a_4,2641,1.955,226.086
a_5,3509,0.099,30.303
a_5,509,0.27,11.111
a_5,713,0.509,7.858
a_5,5113,0.15,26.666
a_5,1383,0.126,15.873
a_5,4810,0.144,20.833
a_5,3895,0.104,38.461
a_5,5250,0.434,52.995
a_5,4829,0.153,32.679
a_5,3759,0.08,37.5
a_5,2114,0.345,5.797
a_5,578,0.129,15.503
a_5,1207,0.371,8.086
a_5,5822,0.152,26.315
a_5,4708,0.247,12.145
a_5,646,0.618,4.854
a_5,1480,4.354,18.603
a_5,2672,0.568,38.732
a_5,4772,0.137,14.598
a_5,4374,0.131,22.9
a_5,5079,0.111,72.072
a_5,3423,0.419,9.546
a_5,1666,0.475,10.526
a_5,2938,0.118,33.898
a_5,4731,0.672,8.928
a_5,1879,0.219,13.698
a_5,3630,0.03,100.0
a_5,4968,0.304,197.368
a_5,5598,0.316,6.329
a_5,3803,0.117,68.376
a_5,2871,0.165,30.303
a_5,1475,3.089,1.294
a_5,3799,0.12,66.666
a_5,3420,0.144,20.833
a_5,4438,0.063,47.619
a_5,1220,0.994,6.036
a_5,1723,0.149,543.624
a_5,5810,0.065,30.769
a_5,3897,0.038,78.947
a_5,529,0.209,14.354
a_5,354,0.181,38.674
a_5,5536,0.167,41.916
a_5,3912,0.181,16.574
a_5,5227,0.33,9.09
a_5,3392,0.504,15.873
a_5,5220,0.141,28.368
a_5,616,0.357,5.602
a_5,1871,1.091,7.332
a_5,4007,0.039,51.282
a_5,5660,0.063,47.619
a_5,5613,0.152,19.736
a_5,2261,0.207,9.661
a_5,1434,0.492,8.13
a_5,2954,0.166,24.096
a_5,2009,0.422,14.218
a_5,3933,0.234,17.094
a_5,1326,0.635,20.472
a_5,1943,0.305,9.836
a_5,289,0.137,51.094
a_5,2549,0.136,22.058
a_5,3138,0.588,15.306
a_5,1359,0.153,26.143
a_5,687,0.294,6.802
a_5,5131,0.36,5.555
a_5,4472,0.149,26.845
a_5,2084,0.206,9.708
a_5,5577,0.611,4.909
a_5,2530,0.426,9.389
a_5,2783,0.166,30.12
a_5,4519,0.591,79.526
a_5,4318,0.209,191.387
a_5,3606,0.03,100.0
a_5,5303,0.086,34.883
a_5,4068,0.142,14.084
a_5,3823,0.102,9.803
a_5,1590,0.255,11.764
a_5,1386,0.302,16.556
a_5,2712,0.185,27.027
a_5,3094,0.259,30.888
a_5,4633,0.167,17.964
a_5,1103,0.148,20.27
a_5,4488,0.092,43.478
a_5,282,0.13,53.846
a_5,32,0.297,10.101
a_5,406,0.142,49.295
a_5,2074,0.565,3.539
a_5,2144,0.335,5.97
a_5,3224,0.269,14.869
a_5,4404,0.075,40.0
a_5,5603,0.165,30.303
a_5,5734,0.208,19.23
a_6,4878,0.182,10.989
a_6,4706,0.461,6.507
a_6,2165,0.31,9.677
a_6,1802,0.165,12.121
a_6,5176,0.648,32.407
a_6,5169,0.41,7.317
a_6,4937,0.148,189.189
a_6,2446,0.28,10.714
a_6,834,9.733,0.205
a_6,2287,1.01,3.96
a_6,3974,0.076,26.315
a_6,3081,0.356,8.426
a_6,1164,0.196,20.408
a_6,3489,0.149,26.845
a_6,5457,0.396,5.05
a_6,2475,0.14,71.428
a_6,5666,0.068,44.117
a_6,3409,0.399,7.518
a_6,2017,0.513,97.465
a_6,4381,0.173,23.121
a_6,3425,0.203,19.704
a_6,2275,0.663,155.354
a_6,2160,0.352,22.727
a_6,3004,0.425,9.411
a_6,5211,0.445,4.494
a_6,4497,0.283,7.067
a_6,2225,0.805,2.484
a_6,5447,0.256,7.812
a_6,517,0.289,10.38
a_6,4881,0.085,94.117
a_6,5129,0.666,6.006
a_6,940,0.288,10.416
a_6,3617,0.061,49.18
a_6,2514,0.417,7.194
a_6,5799,0.125,32.0
a_6,2026,0.624,3.205
a_6,5693,0.201,502.487
a_6,76,0.99,12.121
a_6,5187,0.343,8.746
a_6,1532,1.519,444.371
a_6,4997,1.259,2.382
a_6,2414,0.374,26.737
a_6,651,0.224,8.928
a_6,4344,5.206,0.768
a_6,2737,0.17,29.411
a_6,2863,0.218,22.935
a_6,757,0.515,3.883
a_6,3843,0.04,275.0
a_6,4003,0.196,418.367
a_6,3342,0.159,44.025
a_6,1838,0.311,9.646
a_6,3686,0.158,18.987
a_6,3194,0.187,21.39
a_6,3988,0.074,94.594
a_6,1878,0.611,4.909
a_6,1231,0.23,39.13
a_6,3729,0.048,62.5
a_6,40,4.868,0.821
a_6,2563,1.658,272.014
a_6,3071,0.545,5.504
a_6,5198,0.349,11.461
a_6,4460,0.101,39.603
a_6,4503,0.271,7.38
a_6,3737,0.069,43.478
a_6,4096,0.142,91.549
a_6,5235,0.614,4.885
a_6,5342,0.063,396.825
a_6,2071,0.311,9.646
a_6,942,0.259,54.054
a_6,3229,0.191,20.942
a_6,1251,0.161,18.633
a_6,665,0.538,7.434
a_6,5453,0.129,23.255
a_6,2658,0.398,10.05
a_6,372,0.198,35.353
a_6,1839,0.322,9.316
a_6,5259,0.148,20.27
a_6,3086,0.36,13.888
a_6,3421,0.146,34.246
a_6,4021,0.089,22.471
a_6,1942,0.331,12.084
a_6,1935,0.297,10.101
a_6,4262,0.124,32.258
a_6,597,0.177,16.949
a_6,5364,0.14,49.999
a_6,2765,0.169,29.585
a_6,88,0.185,16.216
a_6,4676,0.118,542.372
a_6,3174,0.822,9.732
a_6,2286,0.365,8.219
a_6,3232,0.292,10.273
a_6,1423,0.56,7.142
a_6,2965,0.113,26.548
a_6,552,0.068,44.117
a_7,5794,0.128,31.25
a_7,5591,0.343,11.661
a_7,1302,0.197,15.228
a_7,2928,0.128,23.437
a_7,1402,0.168,23.809
a_7,2800,0.172,29.069
a_7,4133,0.05,160.0
a_7,4188,0.121,33.057
a_7,4758,0.161,12.422
a_7,2949,0.169,23.668
a_7,5685,0.091,32.967
a_7,3706,4.962,0.403
a_7,5746,0.12,25.0
a_7,3648,0.192,15.625
a_7,805,0.673,5.943
a_7,576,0.071,42.253
a_7,3996,0.117,25.641
a_7,3553,0.062,48.387
a_7,3822,0.102,9.803
a_7,5263,0.174,68.965
a_7,3793,0.105,76.19
a_7,5736,0.092,43.478
a_7,4816,0.14,78.571
a_7,1155,0.144,20.833
a_7,1575,0.366,109.289
a_7,3562,0.064,46.875
a_7,5347,0.174,11.494
a_7,1287,0.642,232.087
a_7,985,1.403,1.425
a_7,255,0.659,10.622
a_7,4781,0.199,10.05
a_7,1844,0.428,7.009
a_7,168,0.17,17.647
a_7,2621,1.053,1.899
a_7,1127,0.489,59.304
a_7,328,16.028,0.436
a_7,4797,0.216,23.148
a_7,21,1.176,2.551
a_7,781,0.747,2.677
a_7,5467,0.128,54.687
a_7,1989,0.349,17.191
a_7,3074,0.27,7.407
a_7,2313,0.303,6.6
a_7,2246,0.419,4.773
a_7,4372,0.132,30.303
a_7,176,0.462,10.822
a_7,39,0.608,8.223
a_7,1089,0.115,26.086
a_7,5623,0.219,13.698
a_7,4911,5.751,0.695
a_7,2189,0.356,36.516
a_7,5161,0.27,11.111
a_7,280,0.132,53.03
a_7,4858,1.324,3.776
a_7,3115,2.343,232.607
a_7,1343,0.442,9.049
a_7,1224,0.229,39.301
a_7,1740,0.189,296.296
a_7,1144,0.237,8.438
a_7,4748,0.183,16.393
a_7,1392,0.81,4.938
a_7,1639,0.135,37.037
a_7,1566,0.534,71.161
a_7,2782,0.173,28.901
a_7,3754,0.076,39.473
a_7,37,0.824,10.922
a_7,1381,0.385,7.792
a_7,994,2.898,115.251
a_7,5477,0.133,67.669
a_7,1781,0.341,5.865
a_7,5651,0.06,50.0
a_7,5718,0.157,643.312
a_7,733,0.831,4.813
a_7,214,0.258,11.627
a_7,2789,0.166,24.096
a_7,2385,0.221,36.199
a_7,2642,0.245,12.244
a_7,4970,0.135,66.666
a_7,4559,0.175,234.285
a_7,3047,0.302,6.622
a_7,89,0.177,16.949
a_7,3142,0.317,6.309
a_7,1128,0.179,22.346
a_7,4268,0.141,14.184
a_7,588,3.186,0.941
a_7,3773,3.156,0.95
a_7,3072,0.358,11.173
a_7,3382,0.147,455.782
a_7,447,0.262,34.351
a_7,2211,0.957,9.404
a_7,2201,0.325,9.23
a_7,4693,0.12,33.333
a_7,828,0.834,3.597
a_7,28,0.889,3.374
a_7,329,0.301,23.255
a_7,5054,0.378,7.936
a_7,1613,0.376,7.978
a_7,415,0.171,40.935
a_7,4483,0.384,286.458
a_7,4123,0.138,123.188
a_7,3761,0.043,69.767
a_7,4008,0.068,44.117
a_7,2148,0.336,8.928
a_7,5787,0.093,43.01
a_8,2647,0.396,10.101
a_8,1795,0.354,11.299
a_8,5489,0.376,5.319
a_8,2140,0.355,11.267
a_8,5422,0.857,2.333
a_8,3445,0.162,24.691
a_8,553,0.29,20.689
a_8,1692,0.148,33.783
a_8,4793,0.09,22.222
a_8,5323,0.189,10.582
a_8,584,0.076,39.473
a_8,3092,0.844,130.331
a_8,2818,0.167,29.94
a_8,3830,0.307,6.514
a_8,1209,0.391,7.672
a_8,4390,0.144,27.777
a_8,3618,0.057,52.631
a_8,1370,0.181,22.099
a_8,839,0.453,6.622
a_8,1747,0.39,7.692
a_8,796,0.839,28.605
a_8,1394,0.5,150.0
a_8,3057,0.218,13.761
a_8,49,2.768,0.722
a_8,1617,0.185,16.216
a_8,3836,0.141,14.184
a_8,526,0.35,22.857
a_8,15,0.427,4.683
a_8,5627,0.149,20.134
a_8,5681,0.124,24.193
a_8,2575,0.398,37.688
a_8,4300,0.132,310.606
a_8,4099,0.157,229.299
a_8,1827,0.298,10.067
a_8,909,2.669,310.977
a_8,949,0.514,5.836
a_8,1044,0.344,11.627
a_8,789,4.009,0.498
a_8,1940,0.311,9.646
a_8,3558,0.067,44.776
a_8,3256,1.125,3.555
a_8,3000,1.656,343.599
a_8,1792,0.315,9.523
a_8,1819,0.448,78.125
a_8,4654,0.116,34.482
a_8,2694,0.177,28.248
a_8,4992,0.169,23.668
a_8,4116,0.064,31.25
a_8,3024,0.245,12.244
a_8,1552,0.558,3.584
a_8,2996,0.337,11.869
a_8,68,0.521,5.758
a_8,3372,0.062,693.548
a_8,6,0.927,2.157
a_8,2339,0.556,93.525
a_8,3252,1.082,165.434
a_8,3135,0.289,10.38
a_8,5153,0.092,32.608
a_8,398,0.201,34.825
a_8,4926,0.141,21.276
a_8,5542,1.093,11.893
a_8,2316,0.53,5.66
a_8,3832,0.161,12.422
a_8,2959,0.121,24.793
a_8,261,0.135,51.851
a_8,1212,0.461,8.676
a_8,4479,0.361,5.54
a_8,1174,0.312,16.025
a_8,3825,0.124,8.064
a_8,1507,0.423,446.808
a_8,4528,0.071,197.183
a_8,617,0.447,13.422
a_8,3896,0.105,200.0
