vm_type,a,b,c,d,e,f,g,h,i,j,k,l,<$auc,<$infer_time
1,0,0,0,0,1,1,0,0,0,0,0,0,0.464285714,0.13956666
1,0,0,0,0,1,1,0,0,0,0,0,1,0.464285714,0.137158155
1,0,0,0,0,1,1,0,0,0,0,1,0,0.464285714,0.141116858
1,0,0,0,0,1,1,0,0,0,0,1,1,0.464285714,0.139416218
1,0,0,0,0,1,1,0,0,0,1,0,0,0.464285714,0.139517784
1,0,0,0,0,1,1,0,0,0,1,0,1,0.464285714,0.13902235
1,0,0,0,0,1,1,0,0,0,1,1,0,0.464285714,0.136055946
1,0,0,0,0,1,1,0,0,0,1,1,1,0.464285714,0.135171413
1,0,0,0,0,1,1,0,0,1,0,0,0,0.464285714,0.135162354
1,0,0,0,0,1,1,0,0,1,0,0,1,0.464285714,0.13828826
1,0,0,0,0,1,1,0,0,1,0,1,0,0.464285714,0.135401011
1,0,0,0,0,1,1,0,0,1,0,1,1,0.464285714,0.136232615
1,0,0,0,0,1,1,0,0,1,1,0,0,0.464285714,0.138198614
1,0,0,0,0,1,1,0,0,1,1,0,1,0.464285714,0.135868311
1,0,0,0,0,1,1,0,0,1,1,1,0,0.464285714,0.137799263
1,0,0,0,0,1,1,0,0,1,1,1,1,0.464285714,0.133499146
1,0,0,0,0,1,1,0,1,0,0,0,0,0.535714286,0.136258602
1,0,0,0,0,1,1,0,1,0,0,0,1,0.535714286,0.135476828
1,0,0,0,0,1,1,0,1,0,0,1,0,0.535714286,0.13556242
1,0,0,0,0,1,1,0,1,0,0,1,1,0.535714286,0.13705492
1,0,0,0,0,1,1,0,1,0,1,0,0,0.535714286,0.138769627
1,0,0,0,0,1,1,0,1,0,1,0,1,0.535714286,0.13693738
1,0,0,0,0,1,1,0,1,0,1,1,0,0.535714286,0.136188269
1,0,0,0,0,1,1,0,1,0,1,1,1,0.535714286,0.134160042
1,0,0,0,0,1,1,0,1,1,0,0,0,0.535714286,0.136781931
1,0,0,0,0,1,1,0,1,1,0,0,1,0.535714286,0.135289669
1,0,0,0,0,1,1,0,1,1,0,1,0,0.535714286,0.135903597
1,0,0,0,0,1,1,0,1,1,0,1,1,0.535714286,0.14005971
1,0,0,0,0,1,1,0,1,1,1,0,0,0.535714286,0.136352777
1,0,0,0,0,1,1,0,1,1,1,0,1,0.535714286,0.14324522
1,0,0,0,0,1,1,0,1,1,1,1,0,0.535714286,0.135406256
1,0,0,0,0,1,1,0,1,1,1,1,1,0.535714286,0.137125254
1,0,0,0,0,1,1,1,0,0,0,0,0,0.464285714,0.168605089
1,0,0,0,0,1,1,1,0,0,0,0,1,0.464285714,0.167952538
1,0,0,0,0,1,1,1,0,0,0,1,0,0.464285714,0.164761782
1,0,0,0,0,1,1,1,0,0,0,1,1,0.464285714,0.165844679
1,0,0,0,0,1,1,1,0,0,1,0,0,0.464285714,0.167557955
1,0,0,0,0,1,1,1,0,0,1,0,1,0.464285714,0.170377254
1,0,0,0,0,1,1,1,0,0,1,1,0,0.464285714,0.167793274
1,0,0,0,0,1,1,1,0,0,1,1,1,0.464285714,0.167519808
1,0,0,0,0,1,1,1,0,1,0,0,0,0.464285714,0.168900013
1,0,0,0,0,1,1,1,0,1,0,0,1,0.464285714,0.167980909
1,0,0,0,0,1,1,1,0,1,0,1,0,0.464285714,0.17078352
1,0,0,0,0,1,1,1,0,1,0,1,1,0.464285714,0.166022301
1,0,0,0,0,1,1,1,0,1,1,0,0,0.464285714,0.165583372
1,0,0,0,0,1,1,1,0,1,1,0,1,0.464285714,0.167450666
1,0,0,0,0,1,1,1,0,1,1,1,0,0.464285714,0.16631794
1,0,0,0,0,1,1,1,0,1,1,1,1,0.464285714,0.167504549
1,0,0,0,0,1,1,1,1,0,0,0,0,0.535714286,0.169322014
1,0,0,0,0,1,1,1,1,0,0,0,1,0.535714286,0.168276787
1,0,0,0,0,1,1,1,1,0,0,1,0,0.535714286,0.166009665
1,0,0,0,0,1,1,1,1,0,0,1,1,0.535714286,0.167412043
1,0,0,0,0,1,1,1,1,0,1,0,0,0.535714286,0.170035124
1,0,0,0,0,1,1,1,1,0,1,0,1,0.535714286,0.165594339
1,0,0,0,0,1,1,1,1,0,1,1,0,0.535714286,0.169062138
1,0,0,0,0,1,1,1,1,0,1,1,1,0.535714286,0.167899847
1,0,0,0,0,1,1,1,1,1,0,0,0,0.535714286,0.165810108
1,0,0,0,0,1,1,1,1,1,0,0,1,0.535714286,0.167552233
1,0,0,0,0,1,1,1,1,1,0,1,0,0.535714286,0.165653944
1,0,0,0,0,1,1,1,1,1,0,1,1,0.535714286,0.166124821
1,0,0,0,0,1,1,1,1,1,1,0,0,0.535714286,0.169849873
1,0,0,0,0,1,1,1,1,1,1,0,1,0.535714286,0.167158127
1,0,0,0,0,1,1,1,1,1,1,1,0,0.535714286,0.170213461
1,0,0,0,0,1,1,1,1,1,1,1,1,0.535714286,0.166462898
1,0,0,0,1,0,0,0,0,0,0,0,0,0.464285714,0.14059329
1,0,0,0,1,0,0,0,0,0,0,0,1,0.464285714,0.137611628
1,0,0,0,1,0,0,0,0,0,0,1,0,0.464285714,0.143997669
1,0,0,0,1,0,0,0,0,0,0,1,1,0.464285714,0.140025616
1,0,0,0,1,0,0,0,0,0,1,0,0,0.464285714,0.139821768
1,0,0,0,1,0,0,0,0,0,1,0,1,0.464285714,0.141070127
1,0,0,0,1,0,0,0,0,0,1,1,0,0.464285714,0.140295506
1,0,0,0,1,0,0,0,0,0,1,1,1,0.464285714,0.139083624
1,0,0,0,1,0,0,0,0,1,0,0,0,0.464285714,0.143691301
1,0,0,0,1,0,0,0,0,1,0,0,1,0.464285714,0.141123056
1,0,0,0,1,0,0,0,0,1,0,1,0,0.464285714,0.138341904
1,0,0,0,1,0,0,0,0,1,0,1,1,0.464285714,0.140090704
1,0,0,0,1,0,0,0,0,1,1,0,0,0.464285714,0.138783216
1,0,0,0,1,0,0,0,0,1,1,0,1,0.464285714,0.13892746
1,0,0,0,1,0,0,0,0,1,1,1,0,0.464285714,0.139044523
1,0,0,0,1,0,0,0,0,1,1,1,1,0.464285714,0.138985872
1,0,0,0,1,0,0,0,1,0,0,0,0,0.535714286,0.141398668
1,0,0,0,1,0,0,0,1,0,0,0,1,0.535714286,0.138932943
1,0,0,0,1,0,0,0,1,0,0,1,0,0.535714286,0.13749814
1,0,0,0,1,0,0,0,1,0,0,1,1,0.535714286,0.138246059
1,0,0,0,1,0,0,0,1,0,1,0,0,0.535714286,0.139067173
1,0,0,0,1,0,0,0,1,0,1,0,1,0.535714286,0.139101028
1,0,0,0,1,0,0,0,1,0,1,1,0,0.535714286,0.139358521
1,0,0,0,1,0,0,0,1,0,1,1,1,0.535714286,0.142096281
1,0,0,0,1,0,0,0,1,1,0,0,0,0.535714286,0.141516924
1,0,0,0,1,0,0,0,1,1,0,0,1,0.535714286,0.139661312
1,0,0,0,1,0,0,0,1,1,0,1,0,0.535714286,0.139384031
1,0,0,0,1,0,0,0,1,1,0,1,1,0.535714286,0.139386415
1,0,0,0,1,0,0,0,1,1,1,0,0,0.535714286,0.140706301
1,0,0,0,1,0,0,0,1,1,1,0,1,0.535714286,0.14023304
1,0,0,0,1,0,0,0,1,1,1,1,0,0.535714286,0.140854597
1,0,0,0,1,0,0,0,1,1,1,1,1,0.535714286,0.140754461
1,0,0,0,1,0,0,1,0,0,0,0,0,0.464285714,0.192902327
1,0,0,0,1,0,0,1,0,0,0,0,1,0.464285714,0.19203949
1,0,0,0,1,0,0,1,0,0,0,1,0,0.464285714,0.190778732
1,0,0,0,1,0,0,1,0,0,0,1,1,0.464285714,0.191841125
1,0,0,0,1,0,0,1,0,0,1,0,0,0.464285714,0.192364216
1,0,0,0,1,0,0,1,0,0,1,0,1,0.464285714,0.193166971
1,0,0,0,1,0,0,1,0,0,1,1,0,0.464285714,0.19151473
1,0,0,0,1,0,0,1,0,0,1,1,1,0.464285714,0.193686247
1,0,0,0,1,0,0,1,0,1,0,0,0,0.464285714,0.191702604
1,0,0,0,1,0,0,1,0,1,0,0,1,0.464285714,0.193036079
1,0,0,0,1,0,0,1,0,1,0,1,0,0.464285714,0.191869736
1,0,0,0,1,0,0,1,0,1,0,1,1,0.464285714,0.190860748
1,0,0,0,1,0,0,1,0,1,1,0,0,0.464285714,0.18970871
1,0,0,0,1,0,0,1,0,1,1,0,1,0.464285714,0.194805861
1,0,0,0,1,0,0,1,0,1,1,1,0,0.464285714,0.190365553
1,0,0,0,1,0,0,1,0,1,1,1,1,0.464285714,0.193999052
1,0,0,0,1,0,0,1,1,0,0,0,0,0.535714286,0.193023205
1,0,0,0,1,0,0,1,1,0,0,0,1,0.535714286,0.194508076
1,0,0,0,1,0,0,1,1,0,0,1,0,0.535714286,0.192087889
1,0,0,0,1,0,0,1,1,0,0,1,1,0.535714286,0.192285538
1,0,0,0,1,0,0,1,1,0,1,0,0,0.535714286,0.192893028
1,0,0,0,1,0,0,1,1,0,1,0,1,0.535714286,0.195233583
1,0,0,0,1,0,0,1,1,0,1,1,0,0.535714286,0.191962242
1,0,0,0,1,0,0,1,1,0,1,1,1,0.535714286,0.192555428
1,0,0,0,1,0,0,1,1,1,0,0,0,0.535714286,0.193964958
1,0,0,0,1,0,0,1,1,1,0,0,1,0.535714286,0.19198966
1,0,0,0,1,0,0,1,1,1,0,1,0,0.535714286,0.19004631
1,0,0,0,1,0,0,1,1,1,0,1,1,0.535714286,0.192641973
1,0,0,0,1,0,0,1,1,1,1,0,0,0.535714286,0.191321373
1,0,0,0,1,0,0,1,1,1,1,0,1,0.535714286,0.191116571
1,0,0,0,1,0,0,1,1,1,1,1,0,0.535714286,0.191133499
1,0,0,0,1,0,0,1,1,1,1,1,1,0.535714286,0.191240549
1,0,0,0,1,0,1,0,0,0,0,0,0,0.464285714,0.241456032
1,0,0,0,1,0,1,0,0,0,0,0,1,0.464285714,0.243800879
1,0,0,0,1,0,1,0,0,0,0,1,0,0.464285714,0.248911858
1,0,0,0,1,0,1,0,0,0,0,1,1,0.464285714,0.242806196
1,0,0,0,1,0,1,0,0,0,1,0,0,0.464285714,0.241498947
1,0,0,0,1,0,1,0,0,0,1,0,1,0.464285714,0.245096445
1,0,0,0,1,0,1,0,0,0,1,1,0,0.464285714,0.245989323
1,0,0,0,1,0,1,0,0,0,1,1,1,0.464285714,0.243737936
1,0,0,0,1,0,1,0,0,1,0,0,0,0.464285714,0.245004416
1,0,0,0,1,0,1,0,0,1,0,0,1,0.464285714,0.242388725
1,0,0,0,1,0,1,0,0,1,0,1,0,0.464285714,0.245797396
1,0,0,0,1,0,1,0,0,1,0,1,1,0.464285714,0.245666265
1,0,0,0,1,0,1,0,0,1,1,0,0,0.464285714,0.244517088
1,0,0,0,1,0,1,0,0,1,1,0,1,0.464285714,0.247609138
1,0,0,0,1,0,1,0,0,1,1,1,0,0.464285714,0.244450092
1,0,0,0,1,0,1,0,0,1,1,1,1,0.464285714,0.24382782
1,0,0,0,1,0,1,0,1,0,0,0,0,0.535714286,0.245685577
1,0,0,0,1,0,1,0,1,0,0,0,1,0.535714286,0.247429132
1,0,0,0,1,0,1,0,1,0,0,1,0,0.535714286,0.248681545
1,0,0,0,1,0,1,0,1,0,0,1,1,0.535714286,0.241063356
1,0,0,0,1,0,1,0,1,0,1,0,0,0.535714286,0.244790077
1,0,0,0,1,0,1,0,1,0,1,0,1,0.535714286,0.246245384
1,0,0,0,1,0,1,0,1,0,1,1,0,0.535714286,0.245794058
1,0,0,0,1,0,1,0,1,0,1,1,1,0.535714286,0.24336791
1,0,0,0,1,0,1,0,1,1,0,0,0,0.535714286,0.247662544
1,0,0,0,1,0,1,0,1,1,0,0,1,0.535714286,0.245325327
1,0,0,0,1,0,1,0,1,1,0,1,0,0.535714286,0.243804932
1,0,0,0,1,0,1,0,1,1,0,1,1,0.535714286,0.244287014
1,0,0,0,1,0,1,0,1,1,1,0,0,0.535714286,0.246388197
1,0,0,0,1,0,1,0,1,1,1,0,1,0.535714286,0.242040157
1,0,0,0,1,0,1,0,1,1,1,1,0,0.535714286,0.242661476
1,0,0,0,1,0,1,0,1,1,1,1,1,0.535714286,0.24811697
1,0,0,0,1,0,1,1,0,0,0,0,0,0.464285714,0.502292633
1,0,0,0,1,0,1,1,0,0,0,0,1,0.464285714,0.500750303
1,0,0,0,1,0,1,1,0,0,0,1,0,0.464285714,0.502520084
1,0,0,0,1,0,1,1,0,0,0,1,1,0.464285714,0.502815723
1,0,0,0,1,0,1,1,0,0,1,0,0,0.464285714,0.498745203
1,0,0,0,1,0,1,1,0,0,1,0,1,0.464285714,0.494423151
1,0,0,0,1,0,1,1,0,0,1,1,0,0.464285714,0.503413677
1,0,0,0,1,0,1,1,0,0,1,1,1,0.464285714,0.501615286
1,0,0,0,1,0,1,1,0,1,0,0,0,0.464285714,0.499531269
1,0,0,0,1,0,1,1,0,1,0,0,1,0.464285714,0.500734806
1,0,0,0,1,0,1,1,0,1,0,1,0,0.464285714,0.498649836
1,0,0,0,1,0,1,1,0,1,0,1,1,0.464285714,0.496015549
1,0,0,0,1,0,1,1,0,1,1,0,0,0.464285714,0.49775815
1,0,0,0,1,0,1,1,0,1,1,0,1,0.464285714,0.498395205
