vm_type,a,b,c,d,e,f,g,h,i,j,k,l,<$auc,<$infer_time
1,0,0,0,0,1,0,0,0,0,0,1,0,0.300653595,0.45374465
1,0,0,0,0,1,0,0,0,0,0,1,1,0.300653595,0.453859329
1,0,0,0,0,1,0,0,0,0,1,0,0,0.300653595,0.453810692
1,0,0,0,0,1,0,0,0,0,1,0,1,0.300653595,0.458284616
1,0,0,0,0,1,0,0,0,0,1,1,0,0.300653595,0.452804565
1,0,0,0,0,1,0,0,0,0,1,1,1,0.300653595,0.456072092
1,0,0,0,0,1,0,0,0,1,0,0,0,0.300653595,0.455764771
1,0,0,0,0,1,0,0,0,1,0,0,1,0.300653595,0.456657648
1,0,0,0,0,1,0,0,0,1,0,1,0,0.300653595,0.461974621
1,0,0,0,0,1,0,0,0,1,0,1,1,0.300653595,0.45265007
1,0,0,0,0,1,0,0,0,1,1,0,0,0.300653595,0.454630613
1,0,0,0,0,1,0,0,0,1,1,0,1,0.300653595,0.454449654
1,0,0,0,0,1,0,0,0,1,1,1,0,0.300653595,0.456593752
1,0,0,0,0,1,0,0,0,1,1,1,1,0.300653595,0.457735062
1,0,0,0,0,1,0,0,1,0,0,0,0,0.307189542,0.454762459
1,0,0,0,0,1,0,0,1,0,0,0,1,0.307189542,0.45452261
1,0,0,0,0,1,0,0,1,0,0,1,0,0.307189542,0.45157218
1,0,0,0,0,1,0,0,1,0,0,1,1,0.307189542,0.455727339
1,0,0,0,0,1,0,0,1,0,1,0,0,0.307189542,0.452880859
1,0,0,0,0,1,0,0,1,0,1,0,1,0.307189542,0.457976341
1,0,0,0,0,1,0,0,1,0,1,1,0,0.307189542,0.454208374
1,0,0,0,0,1,0,0,1,0,1,1,1,0.307189542,0.455179453
1,0,0,0,0,1,0,0,1,1,0,0,0,0.307189542,0.455963135
1,0,0,0,0,1,0,0,1,1,0,0,1,0.307189542,0.455069304
1,0,0,0,0,1,0,0,1,1,0,1,0,0.307189542,0.454982042
1,0,0,0,0,1,0,0,1,1,0,1,1,0.307189542,0.453462362
1,0,0,0,0,1,0,0,1,1,1,0,0,0.307189542,0.455400944
1,0,0,0,0,1,0,0,1,1,1,0,1,0.307189542,0.455643892
1,0,0,0,0,1,0,0,1,1,1,1,0,0.307189542,0.455418825
1,0,0,0,0,1,0,0,1,1,1,1,1,0.307189542,0.455666304
1,0,0,0,0,1,0,1,0,0,0,0,0,0.300653595,0.517742157
1,0,0,0,0,1,0,1,0,0,0,0,1,0.300653595,0.515717268
1,0,0,0,0,1,0,1,0,0,0,1,0,0.300653595,0.515897274
1,0,0,0,0,1,0,1,0,0,0,1,1,0.300653595,0.514481068
1,0,0,0,0,1,0,1,0,0,1,0,0,0.300653595,0.514102697
1,0,0,0,0,1,0,1,0,0,1,0,1,0.300653595,0.513342381
1,0,0,0,0,1,0,1,0,0,1,1,0,0.300653595,0.512935162
1,0,0,0,0,1,0,1,0,0,1,1,1,0.300653595,0.512664318
1,0,0,0,0,1,0,1,0,1,0,0,0,0.300653595,0.511877298
1,0,0,0,0,1,0,1,0,1,0,0,1,0.300653595,0.518063307
1,0,0,0,0,1,0,1,0,1,0,1,0,0.300653595,0.511733294
1,0,0,0,0,1,0,1,0,1,0,1,1,0.300653595,0.512442827
1,0,0,0,0,1,0,1,0,1,1,0,0,0.300653595,0.516125917
1,0,0,0,0,1,0,1,0,1,1,0,1,0.300653595,0.515661716
1,0,0,0,0,1,0,1,0,1,1,1,0,0.300653595,0.517196178
1,0,0,0,0,1,0,1,0,1,1,1,1,0.300653595,0.517340183
1,0,0,0,0,1,0,1,1,0,0,0,0,0.307189542,0.515859365
1,0,0,0,0,1,0,1,1,0,0,0,1,0.307189542,0.514334917
1,0,0,0,0,1,0,1,1,0,0,1,0,0.307189542,0.512800217
1,0,0,0,0,1,0,1,1,0,0,1,1,0.307189542,0.515019655
1,0,0,0,0,1,0,1,1,0,1,0,0,0.307189542,0.512109756
1,0,0,0,0,1,0,1,1,0,1,0,1,0.307189542,0.517105103
1,0,0,0,0,1,0,1,1,0,1,1,0,0.307189542,0.517693758
1,0,0,0,0,1,0,1,1,0,1,1,1,0.307189542,0.515719891
1,0,0,0,0,1,0,1,1,1,0,0,0,0.307189542,0.514365911
1,0,0,0,0,1,0,1,1,1,0,0,1,0.307189542,0.516684055
1,0,0,0,0,1,0,1,1,1,0,1,0,0.307189542,0.512782574
1,0,0,0,0,1,0,1,1,1,0,1,1,0.307189542,0.515544653
1,0,0,0,0,1,0,1,1,1,1,0,0,0.307189542,0.515016794
1,0,0,0,0,1,0,1,1,1,1,0,1,0.307189542,0.515753984
1,0,0,0,0,1,0,1,1,1,1,1,0,0.307189542,0.515948534
1,0,0,0,0,1,0,1,1,1,1,1,1,0.307189542,0.517551661
1,0,0,0,0,1,1,0,0,0,0,0,0,0.300653595,1.277173519
1,0,0,0,0,1,1,0,0,0,0,0,1,0.300653595,1.270056486
1,0,0,0,0,1,1,0,0,0,0,1,0,0.300653595,1.275079489
1,0,0,0,0,1,1,0,0,0,0,1,1,0.300653595,1.272628784
1,0,0,0,0,1,1,0,0,0,1,0,0,0.300653595,1.274481058
1,0,0,0,0,1,1,0,0,0,1,0,1,0.300653595,1.276426315
1,0,0,0,0,1,1,0,0,0,1,1,0,0.300653595,1.274930954
1,0,0,0,0,1,1,0,0,0,1,1,1,0.300653595,1.27494216
1,0,0,0,0,1,1,0,0,1,0,0,0,0.300653595,1.271429777
1,0,0,0,0,1,1,0,0,1,0,0,1,0.300653595,1.274894238
1,0,0,0,0,1,1,0,0,1,0,1,0,0.300653595,1.279102325
1,0,0,0,0,1,1,0,0,1,0,1,1,0.300653595,1.274996996
1,0,0,0,0,1,1,0,0,1,1,0,0,0.300653595,1.269659996
1,0,0,0,0,1,1,0,0,1,1,0,1,0.300653595,1.273736
1,0,0,0,0,1,1,0,0,1,1,1,0,0.300653595,1.268610001
1,0,0,0,0,1,1,0,0,1,1,1,1,0.300653595,1.270201683
1,0,0,0,0,1,1,0,1,0,0,0,0,0.284313725,1.275195599
1,0,0,0,0,1,1,0,1,0,0,0,1,0.284313725,1.269030809
1,0,0,0,0,1,1,0,1,0,0,1,0,0.307189542,1.269960403
1,0,0,0,0,1,1,0,1,0,0,1,1,0.284313725,1.270007372
1,0,0,0,0,1,1,0,1,0,1,0,0,0.284313725,1.276031494
1,0,0,0,0,1,1,0,1,0,1,0,1,0.284313725,1.273647308
1,0,0,0,0,1,1,0,1,0,1,1,0,0.284313725,1.278168678
1,0,0,0,0,1,1,0,1,0,1,1,1,0.284313725,1.278921127
1,0,0,0,0,1,1,0,1,1,0,0,0,0.284313725,1.274536371
1,0,0,0,0,1,1,0,1,1,0,0,1,0.284313725,1.27734828
1,0,0,0,0,1,1,0,1,1,0,1,0,0.284313725,1.283775091
1,0,0,0,0,1,1,0,1,1,0,1,1,0.284313725,1.277059793
1,0,0,0,0,1,1,0,1,1,1,0,0,0.284313725,1.269158125
1,0,0,0,0,1,1,0,1,1,1,0,1,0.284313725,1.270956039
1,0,0,0,0,1,1,0,1,1,1,1,0,0.284313725,1.266711235
1,0,0,0,0,1,1,0,1,1,1,1,1,0.284313725,1.277598619
1,0,0,0,0,1,1,1,0,0,0,0,0,0.300653595,1.675096273
1,0,0,0,0,1,1,1,0,0,0,0,1,0.300653595,1.66885972
1,0,0,0,0,1,1,1,0,0,0,1,0,0.300653595,1.673559427
1,0,0,0,0,1,1,1,0,0,0,1,1,0.300653595,1.673195362
1,0,0,0,0,1,1,1,0,0,1,0,0,0.300653595,1.67764616
1,0,0,0,0,1,1,1,0,0,1,0,1,0.300653595,1.670105696
1,0,0,0,0,1,1,1,0,0,1,1,0,0.300653595,1.669945002
1,0,0,0,0,1,1,1,0,0,1,1,1,0.300653595,1.676546335
1,0,0,0,0,1,1,1,0,1,0,0,0,0.300653595,1.682048559
1,0,0,0,0,1,1,1,0,1,0,0,1,0.300653595,1.675482988
1,0,0,0,0,1,1,1,0,1,0,1,0,0.300653595,1.674317837
1,0,0,0,0,1,1,1,0,1,0,1,1,0.300653595,1.67935133
1,0,0,0,0,1,1,1,0,1,1,0,0,0.300653595,1.676062822
1,0,0,0,0,1,1,1,0,1,1,0,1,0.300653595,1.676518202
1,0,0,0,0,1,1,1,0,1,1,1,0,0.300653595,1.674077272
1,0,0,0,0,1,1,1,0,1,1,1,1,0.300653595,1.671448469
1,0,0,0,0,1,1,1,1,0,0,0,0,0.284313725,1.674645901
1,0,0,0,0,1,1,1,1,0,0,0,1,0.284313725,1.679969072
1,0,0,0,0,1,1,1,1,0,0,1,0,0.284313725,1.675563812
1,0,0,0,0,1,1,1,1,0,0,1,1,0.284313725,1.676119089
1,0,0,0,0,1,1,1,1,0,1,0,0,0.284313725,1.681507826
1,0,0,0,0,1,1,1,1,0,1,0,1,0.284313725,1.672761202
1,0,0,0,0,1,1,1,1,0,1,1,0,0.284313725,1.679155827
1,0,0,0,0,1,1,1,1,0,1,1,1,0.284313725,1.678082705
1,0,0,0,0,1,1,1,1,1,0,0,0,0.284313725,1.68857789
1,0,0,0,0,1,1,1,1,1,0,0,1,0.284313725,1.675504208
1,0,0,0,0,1,1,1,1,1,0,1,0,0.284313725,1.673506498
1,0,0,0,0,1,1,1,1,1,0,1,1,0.284313725,1.676108599
1,0,0,0,0,1,1,1,1,1,1,0,0,0.284313725,1.677855253
1,0,0,0,0,1,1,1,1,1,1,0,1,0.284313725,1.673464775
1,0,0,0,0,1,1,1,1,1,1,1,0,0.284313725,1.673507929
1,0,0,0,0,1,1,1,1,1,1,1,1,0.284313725,1.668385267
1,0,0,0,1,0,0,0,0,0,0,0,0,0.300653595,1.312044621
1,0,0,0,1,0,0,0,0,0,0,0,1,0.300653595,1.31713891
1,0,0,0,1,0,0,0,0,0,0,1,0,0.300653595,1.316291571
1,0,0,0,1,0,0,0,0,0,0,1,1,0.300653595,1.308544874
1,0,0,0,1,0,0,0,0,0,1,0,0,0.300653595,1.317351341
1,0,0,0,1,0,0,0,0,0,1,0,1,0.300653595,1.312078953
1,0,0,0,1,0,0,0,0,0,1,1,0,0.300653595,1.311277628
1,0,0,0,1,0,0,0,0,0,1,1,1,0.300653595,1.309826136
1,0,0,0,1,0,0,0,0,1,0,0,0,0.300653595,1.310541153
1,0,0,0,1,0,0,0,0,1,0,0,1,0.300653595,1.312350512
1,0,0,0,1,0,0,0,0,1,0,1,0,0.300653595,1.310291529
1,0,0,0,1,0,0,0,0,1,0,1,1,0.300653595,1.312550068
1,0,0,0,1,0,0,0,0,1,1,0,0,0.300653595,1.31622386
1,0,0,0,1,0,0,0,0,1,1,0,1,0.300653595,1.314693213
1,0,0,0,1,0,0,0,0,1,1,1,0,0.300653595,1.307424068
1,0,0,0,1,0,0,0,0,1,1,1,1,0.300653595,1.320627689
1,0,0,0,1,0,0,0,1,0,0,0,0,0.307189542,1.315691948
1,0,0,0,1,0,0,0,1,0,0,0,1,0.307189542,1.314367056
1,0,0,0,1,0,0,0,1,0,0,1,0,0.307189542,1.315891027
1,0,0,0,1,0,0,0,1,0,0,1,1,0.307189542,1.313900232
1,0,0,0,1,0,0,0,1,0,1,0,0,0.307189542,1.318569899
1,0,0,0,1,0,0,0,1,0,1,0,1,0.307189542,1.312685013
1,0,0,0,1,0,0,0,1,0,1,1,0,0.307189542,1.324097395
1,0,0,0,1,0,0,0,1,0,1,1,1,0.307189542,1.32055521
1,0,0,0,1,0,0,0,1,1,0,0,0,0.307189542,1.315391779
1,0,0,0,1,0,0,0,1,1,0,0,1,0.307189542,1.313026428
1,0,0,0,1,0,0,0,1,1,0,1,0,0.307189542,1.316595554
1,0,0,0,1,0,0,0,1,1,0,1,1,0.307189542,1.312625647
1,0,0,0,1,0,0,0,1,1,1,0,0,0.307189542,1.311291218
1,0,0,0,1,0,0,0,1,1,1,0,1,0.307189542,1.310937881
1,0,0,0,1,0,0,0,1,1,1,1,0,0.307189542,1.317434549
1,0,0,0,1,0,0,0,1,1,1,1,1,0.307189542,1.311784267
1,0,0,0,1,0,0,1,0,0,0,0,0,0.284313725,2.006409645
1,0,0,0,1,0,0,1,0,0,0,0,1,0.284313725,2.010742426
1,0,0,0,1,0,0,1,0,0,0,1,0,0.284313725,2.008471251
1,0,0,0,1,0,0,1,0,0,0,1,1,0.284313725,2.011782408
1,0,0,0,1,0,0,1,0,0,1,0,0,0.284313725,2.016829252
1,0,0,0,1,0,0,1,0,0,1,0,1,0.284313725,2.007219553
1,0,0,0,1,0,0,1,0,0,1,1,0,0.284313725,2.008432388
1,0,0,0,1,0,0,1,0,0,1,1,1,0.284313725,2.004591227
1,0,0,0,1,0,0,1,0,1,0,0,0,0.284313725,2.016594648
1,0,0,0,1,0,0,1,0,1,0,0,1,0.284313725,2.006607294
1,0,0,0,1,0,0,1,0,1,0,1,0,0.284313725,2.013620853
1,0,0,0,1,0,0,1,0,1,0,1,1,0.284313725,2.013126135
1,0,0,0,1,0,0,1,0,1,1,0,0,0.284313725,2.013419151
1,0,0,0,1,0,0,1,0,1,1,0,1,0.284313725,2.008653402
1,0,0,0,1,0,0,1,0,1,1,1,0,0.284313725,2.006656647
1,0,0,0,1,0,0,1,0,1,1,1,1,0.284313725,2.005336761
1,0,0,0,1,0,0,1,1,0,0,0,0,0.307189542,2.005392075
1,0,0,0,1,0,0,1,1,0,0,0,1,0.307189542,2.009083986
1,0,0,0,1,0,0,1,1,0,0,1,0,0.307189542,2.007302046
1,0,0,0,1,0,0,1,1,0,0,1,1,0.307189542,2.012161493
1,0,0,0,1,0,0,1,1,0,1,0,0,0.307189542,2.003332853
1,0,0,0,1,0,0,1,1,0,1,0,1,0.307189542,2.005732298
1,0,0,0,1,0,0,1,1,0,1,1,0,0.307189542,2.006694078
1,0,0,0,1,0,0,1,1,0,1,1,1,0.307189542,2.005864859
1,0,0,0,1,0,0,1,1,1,0,0,0,0.307189542,2.007601738
1,0,0,0,1,0,0,1,1,1,0,0,1,0.307189542,2.016169548
1,0,0,0,1,0,0,1,1,1,0,1,0,0.307189542,2.009666204
1,0,0,0,1,0,0,1,1,1,0,1,1,0.307189542,2.008499622
1,0,0,0,1,0,0,1,1,1,1,0,0,0.307189542,2.017083406
1,0,0,0,1,0,0,1,1,1,1,0,1,0.307189542,2.020153522
1,0,0,0,1,0,0,1,1,1,1,1,0,0.307189542,2.004688025
1,0,0,0,1,0,0,1,1,1,1,1,1,0.307189542,2.008003473
1,0,0,0,1,0,1,0,0,0,0,0,0,0.300653595,2.69156909
1,0,0,0,1,0,1,0,0,0,0,0,1,0.300653595,2.691520452
1,0,0,0,1,0,1,0,0,0,0,1,0,0.300653595,2.692394495
1,0,0,0,1,0,1,0,0,0,0,1,1,0.300653595,2.68274045
1,0,0,0,1,0,1,0,0,0,1,0,0,0.300653595,2.696083546
1,0,0,0,1,0,1,0,0,0,1,0,1,0.300653595,2.696590185
1,0,0,0,1,0,1,0,0,0,1,1,0,0.300653595,2.691369534
1,0,0,0,1,0,1,0,0,0,1,1,1,0.300653595,2.679995298
1,0,0,0,1,0,1,0,0,1,0,0,0,0.300653595,2.686812162
1,0,0,0,1,0,1,0,0,1,0,0,1,0.300653595,2.687325001
1,0,0,0,1,0,1,0,0,1,0,1,0,0.300653595,2.691158056
1,0,0,0,1,0,1,0,0,1,0,1,1,0.300653595,2.68497467
1,0,0,0,1,0,1,0,0,1,1,0,0,0.300653595,2.689026833
1,0,0,0,1,0,1,0,0,1,1,0,1,0.300653595,2.687639952
1,0,0,0,1,0,1,0,0,1,1,1,0,0.300653595,2.692618847
1,0,0,0,1,0,1,0,0,1,1,1,1,0.300653595,2.690031767
1,0,0,0,1,0,1,0,1,0,0,0,0,0.284313725,2.690494299
1,0,0,0,1,0,1,0,1,0,0,0,1,0.284313725,2.686128855
1,0,0,0,1,0,1,0,1,0,0,1,0,0.307189542,2.70199728
1,0,0,0,1,0,1,0,1,0,0,1,1,0.307189542,2.684511185
1,0,0,0,1,0,1,0,1,0,1,0,0,0.284313725,2.686977386
1,0,0,0,1,0,1,0,1,0,1,0,1,0.284313725,2.690095186
1,0,0,0,1,0,1,0,1,0,1,1,0,0.284313725,2.694619417
1,0,0,0,1,0,1,0,1,0,1,1,1,0.284313725,2.696602106
1,0,0,0,1,0,1,0,1,1,0,0,0,0.284313725,2.697815657
1,0,0,0,1,0,1,0,1,1,0,0,1,0.284313725,2.685272455
1,0,0,0,1,0,1,0,1,1,0,1,0,0.307189542,2.680855513
1,0,0,0,1,0,1,0,1,1,0,1,1,0.307189542,2.698707819
1,0,0,0,1,0,1,0,1,1,1,0,0,0.284313725,2.689831972
1,0,0,0,1,0,1,0,1,1,1,0,1,0.284313725,2.684713602
1,0,0,0,1,0,1,0,1,1,1,1,0,0.284313725,2.693914652
1,0,0,0,1,0,1,0,1,1,1,1,1,0.284313725,2.691552162
1,0,0,0,1,0,1,1,0,0,0,0,0,0.300653595,6.045075417
1,0,0,0,1,0,1,1,0,0,0,0,1,0.300653595,6.046071291
1,0,0,0,1,0,1,1,0,0,0,1,0,0.300653595,6.034096718
1,0,0,0,1,0,1,1,0,0,0,1,1,0.300653595,6.050882101
1,0,0,0,1,0,1,1,0,0,1,0,0,0.300653595,6.043534756
1,0,0,0,1,0,1,1,0,0,1,0,1,0.300653595,6.037820816
1,0,0,0,1,0,1,1,0,0,1,1,0,0.300653595,6.03369379
1,0,0,0,1,0,1,1,0,0,1,1,1,0.300653595,6.037073612
1,0,0,0,1,0,1,1,0,1,0,0,0,0.300653595,6.038429976
1,0,0,0,1,0,1,1,0,1,0,0,1,0.300653595,6.046120405
1,0,0,0,1,0,1,1,0,1,0,1,0,0.300653595,6.037458897
1,0,0,0,1,0,1,1,0,1,0,1,1,0.300653595,6.036209106
1,0,0,0,1,0,1,1,0,1,1,0,0,0.300653595,6.055356264
1,0,0,0,1,0,1,1,0,1,1,0,1,0.300653595,6.04090786
