twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,Threads,TokenParts,ArnrMaxFrames,ArnrStrength,<$performance,<$cpu
0,1,0,0,1,0,0,0,0,3,2,0,3,5901.2,42.352
0,1,0,0,1,0,0,0,0,4,2,0,3,5654.0,45.735333
0,1,0,0,1,0,0,0,0,1,0,5,3,8351.8,29.036667
0,1,0,0,1,0,0,0,0,2,0,5,3,6570.0,39.347143
0,1,0,0,1,0,0,0,0,3,0,5,3,5873.6,43.264667
0,1,0,0,1,0,0,0,0,4,0,5,3,5521.8,47.202
0,1,0,0,1,0,0,0,0,1,1,5,3,8223.8,26.845
0,1,0,0,1,0,0,0,0,2,1,5,3,6454.8,40.004762
0,1,0,0,1,0,0,0,0,3,1,5,3,5978.4,43.548
0,1,0,0,1,0,0,0,0,4,1,5,3,5743.0,44.930667
0,1,0,0,1,0,0,0,0,1,2,5,3,8196.2,30.2825
0,1,0,0,1,0,0,0,0,2,2,5,3,6210.6,41.748572
0,1,0,0,1,0,0,0,0,3,2,5,3,5980.0,46.146667
0,1,0,0,1,0,0,0,0,4,2,5,3,5607.8,46.586667
0,1,0,0,1,0,0,0,0,1,0,15,3,8323.2,28.713056
0,1,0,0,1,0,0,0,0,2,0,15,3,6351.8,40.871905
0,1,0,0,1,0,0,0,0,3,0,15,3,5843.2,45.53
0,1,0,0,1,0,0,0,0,4,0,15,3,5557.2,42.243333
0,1,0,0,1,0,0,0,0,1,1,15,3,8366.8,29.707222
0,1,0,0,1,0,0,0,0,2,1,15,3,6546.8,37.534762
0,1,0,0,1,0,0,0,0,3,1,15,3,5930.2,44.463333
0,1,0,0,1,0,0,0,0,4,1,15,3,5407.2,47.008
0,1,0,0,1,0,0,0,0,1,2,15,3,8211.2,28.953611
0,1,0,0,1,0,0,0,0,2,2,15,3,6622.4,40.741429
0,1,0,0,1,0,0,0,0,3,2,15,3,5908.4,42.752667
0,1,0,0,1,0,0,0,0,4,2,15,3,5628.4,47.028667
0,1,0,0,1,0,0,0,0,1,0,0,6,8351.8,32.377778
0,1,0,0,1,0,0,0,0,2,0,0,6,6492.6,39.638571
0,1,0,0,1,0,0,0,0,3,0,0,6,5806.8,42.844
0,1,0,0,1,0,0,0,0,4,0,0,6,5440.6,45.796667
0,1,0,0,1,0,0,0,0,1,1,0,6,8289.8,32.357778
0,1,0,0,1,0,0,0,0,2,1,0,6,6461.4,39.661905
0,1,0,0,1,0,0,0,0,3,1,0,6,6042.2,41.723333
0,1,0,0,1,0,0,0,0,4,1,0,6,5618.0,47.586667
0,1,0,0,1,0,0,0,0,1,2,0,6,8228.2,31.030556
0,1,0,0,1,0,0,0,0,2,2,0,6,6313.8,37.1
0,1,0,0,1,0,0,0,0,3,2,0,6,5748.0,45.011333
0,1,0,0,1,0,0,0,0,4,2,0,6,5650.0,47.038667
0,1,0,0,1,0,0,0,0,1,0,5,6,8309.2,29.184167
0,1,0,0,1,0,0,0,0,2,0,5,6,6560.4,39.700476
0,1,0,0,1,0,0,0,0,3,0,5,6,5920.0,43.341524
0,1,0,0,1,0,0,0,0,4,0,5,6,5373.2,43.954
0,1,0,0,1,0,0,0,0,1,1,5,6,8384.8,31.936945
0,1,0,0,1,0,0,0,0,2,1,5,6,6498.4,36.436667
0,1,0,0,1,0,0,0,0,3,1,5,6,5951.6,45.373333
0,1,0,0,1,0,0,0,0,4,1,5,6,5616.2,48.594
0,1,0,0,1,0,0,0,0,1,2,5,6,8187.0,28.559444
0,1,0,0,1,0,0,0,0,2,2,5,6,6337.6,41.868572
0,1,0,0,1,0,0,0,0,3,2,5,6,5841.2,45.29
0,1,0,0,1,0,0,0,0,4,2,5,6,5621.0,46.860667
0,1,0,0,1,0,0,0,0,1,0,15,6,8221.0,31.066944
0,1,0,0,1,0,0,0,0,2,0,15,6,6510.0,39.310952
0,1,0,0,1,0,0,0,0,3,0,15,6,6058.2,41.381048
0,1,0,0,1,0,0,0,0,4,0,15,6,5579.8,46.61
0,1,0,0,1,0,0,0,0,1,1,15,6,8182.4,31.606389
0,1,0,0,1,0,0,0,0,2,1,15,6,6422.8,39.469524
0,1,0,0,1,0,0,0,0,3,1,15,6,6043.2,46.498571
0,1,0,0,1,0,0,0,0,4,1,15,6,5449.8,43.312
0,1,0,0,1,0,0,0,0,1,2,15,6,8263.4,28.495
0,1,0,0,1,0,0,0,0,2,2,15,6,6338.4,37.818572
0,1,0,0,1,0,0,0,0,3,2,15,6,5988.2,45.413333
0,1,0,0,1,0,0,0,0,4,2,15,6,5714.6,46.919333
0,1,0,0,1,0,0,0,1,1,0,0,0,8365.8,29.953889
0,1,0,0,1,0,0,0,1,2,0,0,0,6389.0,40.394286
0,1,0,0,1,0,0,0,1,3,0,0,0,5890.0,45.07
0,1,0,0,1,0,0,0,1,4,0,0,0,5479.4,46.834
0,1,0,0,1,0,0,0,1,1,1,0,0,8313.8,30.236944
0,1,0,0,1,0,0,0,1,2,1,0,0,6515.6,41.429524
0,1,0,0,1,0,0,0,1,3,1,0,0,5801.2,40.796
0,1,0,0,1,0,0,0,1,4,1,0,0,5435.2,44.721333
0,1,0,0,1,0,0,0,1,1,2,0,0,8316.0,30.279167
0,1,0,0,1,0,0,0,1,2,2,0,0,6486.2,36.623333
0,1,0,0,1,0,0,0,1,3,2,0,0,5961.8,41.328667
0,1,0,0,1,0,0,0,1,4,2,0,0,5574.4,46.939333
0,1,0,0,1,0,0,0,1,1,0,5,0,8206.0,30.44
0,1,0,0,1,0,0,0,1,2,0,5,0,6468.0,40.266191
0,1,0,0,1,0,0,0,1,3,0,5,0,5871.2,43.212
0,1,0,0,1,0,0,0,1,4,0,5,0,5639.0,44.509333
0,1,0,0,1,0,0,0,1,1,1,5,0,8289.8,29.1225
0,1,0,0,1,0,0,0,1,2,1,5,0,6504.6,40.478095
0,1,0,0,1,0,0,0,1,3,1,5,0,5973.0,41.943333
0,1,0,0,1,0,0,0,1,4,1,5,0,5511.0,47.229333
0,1,0,0,1,0,0,0,1,1,2,5,0,8355.6,31.0025
0,1,0,0,1,0,0,0,1,2,2,5,0,6401.0,39.201428
0,1,0,0,1,0,0,0,1,3,2,5,0,5859.8,42.796667
0,1,0,0,1,0,0,0,1,4,2,5,0,5599.6,45.528667
0,1,0,0,1,0,0,0,1,1,0,15,0,8308.2,29.422222
0,1,0,0,1,0,0,0,1,2,0,15,0,6461.8,39.808095
0,1,0,0,1,0,0,0,1,3,0,15,0,6073.2,43.535905
0,1,0,0,1,0,0,0,1,4,0,15,0,5853.0,46.396476
0,1,0,0,1,0,0,0,1,1,1,15,0,8386.6,29.872222
0,1,0,0,1,0,0,0,1,2,1,15,0,6252.8,41.7
0,1,0,0,1,0,0,0,1,3,1,15,0,5856.2,41.673333
0,1,0,0,1,0,0,0,1,4,1,15,0,5593.2,46.311334
0,1,0,0,1,0,0,0,1,1,2,15,0,8318.8,30.976389
0,1,0,0,1,0,0,0,1,2,2,15,0,6425.0,41.871428
0,1,0,0,1,0,0,0,1,3,2,15,0,6109.0,44.964286
0,1,0,0,1,0,0,0,1,4,2,15,0,5433.4,43.720667
0,1,0,0,1,0,0,0,1,1,0,0,3,8257.0,30.163611
0,1,0,0,1,0,0,0,1,2,0,0,3,6462.8,39.414286
0,1,0,0,1,0,0,0,1,3,0,0,3,5958.0,43.95
0,1,0,0,1,0,0,0,1,4,0,0,3,5339.2,46.548
0,1,0,0,1,0,0,0,1,1,1,0,3,8323.2,31.136667
0,1,0,0,1,0,0,0,1,2,1,0,3,6550.6,40.808572
0,1,0,0,1,0,0,0,1,3,1,0,3,5851.8,40.466
0,1,0,0,1,0,0,0,1,4,1,0,3,5636.8,47.834
0,1,0,0,1,0,0,0,1,1,2,0,3,8336.6,31.045
0,1,0,0,1,0,0,0,1,2,2,0,3,6448.2,36.766667
0,1,0,0,1,0,0,0,1,3,2,0,3,6051.0,44.794762
0,1,0,0,1,0,0,0,1,4,2,0,3,5687.4,47.83
0,1,0,0,1,0,0,0,1,1,0,5,3,8277.8,30.048889
0,1,0,0,1,0,0,0,1,2,0,5,3,6430.6,39.977619
0,1,0,0,1,0,0,0,1,3,0,5,3,5895.2,43.303333
0,1,0,0,1,0,0,0,1,4,0,5,3,5416.6,46.854
0,1,0,0,1,0,0,0,1,1,1,5,3,8410.4,30.613889
0,1,0,0,1,0,0,0,1,2,1,5,3,6473.0,41.462857
0,1,0,0,1,0,0,0,1,3,1,5,3,5849.8,45.71
0,1,0,0,1,0,0,0,1,4,1,5,3,5562.2,46.807333
0,1,0,0,1,0,0,0,1,1,2,5,3,8265.0,28.741944
0,1,0,0,1,0,0,0,1,2,2,5,3,6475.4,39.313809
0,1,0,0,1,0,0,0,1,3,2,5,3,6003.8,41.443333
0,1,0,0,1,0,0,0,1,4,2,5,3,5724.2,47.314
0,1,0,0,1,0,0,0,1,1,0,15,3,8250.2,29.846667
0,1,0,0,1,0,0,0,1,2,0,15,3,6409.0,40.568571
0,1,0,0,1,0,0,0,1,3,0,15,3,5704.6,42.766
0,1,0,0,1,0,0,0,1,4,0,15,3,5577.8,48.263333
0,1,0,0,1,0,0,0,1,1,1,15,3,8366.0,31.476667
0,1,0,0,1,0,0,0,1,2,1,15,3,6692.0,40.628571
0,1,0,0,1,0,0,0,1,3,1,15,3,5879.2,46.47
0,1,0,0,1,0,0,0,1,4,1,15,3,5720.8,46.693333
0,1,0,0,1,0,0,0,1,1,2,15,3,8190.0,29.9375
0,1,0,0,1,0,0,0,1,2,2,15,3,6406.8,41.331429
0,1,0,0,1,0,0,0,1,3,2,15,3,5934.2,44.53
0,1,0,0,1,0,0,0,1,4,2,15,3,5602.0,44.777333
0,1,0,0,1,0,0,0,1,1,0,0,6,8265.6,30.977778
0,1,0,0,1,0,0,0,1,2,0,0,6,6519.0,40.12
0,1,0,0,1,0,0,0,1,3,0,0,6,5822.6,46.036667
0,1,0,0,1,0,0,0,1,4,0,0,6,5653.0,47.633333
0,1,0,0,1,0,0,0,1,1,1,0,6,8209.6,28.258611
0,1,0,0,1,0,0,0,1,2,1,0,6,6547.4,40.801428
0,1,0,0,1,0,0,0,1,3,1,0,6,5829.6,43.526667
0,1,0,0,1,0,0,0,1,4,1,0,6,5697.2,45.745333
0,1,0,0,1,0,0,0,1,1,2,0,6,8211.8,32.300833
0,1,0,0,1,0,0,0,1,2,2,0,6,6350.4,40.628571
0,1,0,0,1,0,0,0,1,3,2,0,6,6017.4,42.345333
0,1,0,0,1,0,0,0,1,4,2,0,6,5700.0,45.556
0,1,0,0,1,0,0,0,1,1,0,5,6,8104.0,31.578056
0,1,0,0,1,0,0,0,1,2,0,5,6,6552.2,37.876667
0,1,0,0,1,0,0,0,1,3,0,5,6,5856.6,42.472667
0,1,0,0,1,0,0,0,1,4,0,5,6,5649.0,47.960667
0,1,0,0,1,0,0,0,1,1,1,5,6,8302.2,29.734167
0,1,0,0,1,0,0,0,1,2,1,5,6,6516.8,38.304286
0,1,0,0,1,0,0,0,1,3,1,5,6,5841.6,45.946667
0,1,0,0,1,0,0,0,1,4,1,5,6,5729.2,43.212667
0,1,0,0,1,0,0,0,1,1,2,5,6,8261.0,32.600556
0,1,0,0,1,0,0,0,1,2,2,5,6,6479.0,42.017143
0,1,0,0,1,0,0,0,1,3,2,5,6,5810.8,46.39
0,1,0,0,1,0,0,0,1,4,2,5,6,5806.2,46.068
0,1,0,0,1,0,0,0,1,1,0,15,6,8303.4,29.813056
0,1,0,0,1,0,0,0,1,2,0,15,6,6576.8,41.417143
0,1,0,0,1,0,0,0,1,3,0,15,6,5778.8,43.963333
0,1,0,0,1,0,0,0,1,4,0,15,6,5595.0,44.365333
0,1,0,0,1,0,0,0,1,1,1,15,6,8246.8,31.817778
0,1,0,0,1,0,0,0,1,2,1,15,6,6393.8,39.792857
0,1,0,0,1,0,0,0,1,3,1,15,6,5911.6,44.254
0,1,0,0,1,0,0,0,1,4,1,15,6,5402.0,44.434667
0,1,0,0,1,0,0,0,1,1,2,15,6,8283.8,28.4675
0,1,0,0,1,0,0,0,1,2,2,15,6,6677.8,38.325238
0,1,0,0,1,0,0,0,1,3,2,15,6,5828.4,46.883333
0,1,0,0,1,0,0,0,1,4,2,15,6,5624.2,43.936667
0,1,0,0,1,1,0,0,0,1,0,0,0,7938.6,31.001429
0,1,0,0,1,1,0,0,0,2,0,0,0,6292.0,39.543809
0,1,0,0,1,1,0,0,0,3,0,0,0,5820.4,40.771333
0,1,0,0,1,1,0,0,0,4,0,0,0,5665.2,47.404
0,1,0,0,1,1,0,0,0,1,1,0,0,8001.4,31.91
0,1,0,0,1,1,0,0,0,2,1,0,0,6408.8,40.218571
0,1,0,0,1,1,0,0,0,3,1,0,0,5832.2,45.176666
0,1,0,0,1,1,0,0,0,4,1,0,0,5477.0,45.200667
0,1,0,0,1,1,0,0,0,1,2,0,0,7964.6,30.6875
0,1,0,0,1,1,0,0,0,2,2,0,0,6294.4,41.308095
0,1,0,0,1,1,0,0,0,3,2,0,0,5866.2,43.903333
0,1,0,0,1,1,0,0,0,4,2,0,0,5394.4,46.744667
0,1,0,0,1,1,0,0,0,1,0,5,0,7836.2,27.336072
0,1,0,0,1,1,0,0,0,2,0,5,0,6293.6,40.908095
0,1,0,0,1,1,0,0,0,3,0,5,0,5866.4,44.44
0,1,0,0,1,1,0,0,0,4,0,5,0,5640.2,44.556476
0,1,0,0,1,1,0,0,0,1,1,5,0,7921.0,31.1475
0,1,0,0,1,1,0,0,0,2,1,5,0,6549.6,37.663333
0,1,0,0,1,1,0,0,0,3,1,5,0,5735.4,45.2
0,1,0,0,1,1,0,0,0,4,1,5,0,5420.6,45.067333
0,1,0,0,1,1,0,0,0,1,2,5,0,8037.8,30.325
0,1,0,0,1,1,0,0,0,2,2,5,0,6338.2,39.784286
0,1,0,0,1,1,0,0,0,3,2,5,0,5653.0,43.242667
0,1,0,0,1,1,0,0,0,4,2,5,0,5491.8,43.660667
0,1,0,0,1,1,0,0,0,1,0,15,0,7986.2,31.725675
0,1,0,0,1,1,0,0,0,2,0,15,0,6175.0,38.703333
0,1,0,0,1,1,0,0,0,3,0,15,0,5510.2,45.573333
0,1,0,0,1,1,0,0,0,4,0,15,0,5412.6,44.920667
0,1,0,0,1,1,0,0,0,1,1,15,0,7677.8,32.65
0,1,0,0,1,1,0,0,0,2,1,15,0,6455.8,41.911429
0,1,0,0,1,1,0,0,0,3,1,15,0,5718.2,40.906667
0,1,0,0,1,1,0,0,0,4,1,15,0,5431.0,45.644667
0,1,0,0,1,1,0,0,0,1,2,15,0,7949.6,33.3275
0,1,0,0,1,1,0,0,0,2,2,15,0,6370.8,38.022857
0,1,0,0,1,1,0,0,0,3,2,15,0,5617.8,44.57
0,1,0,0,1,1,0,0,0,4,2,15,0,5479.0,48.038
0,1,0,0,1,1,0,0,0,1,0,0,3,7824.4,30.710357
0,1,0,0,1,1,0,0,0,2,0,0,3,6315.8,40.540476
0,1,0,0,1,1,0,0,0,3,0,0,3,5563.4,45.1
0,1,0,0,1,1,0,0,0,4,0,0,3,5412.6,44.487333
0,1,0,0,1,1,0,0,0,1,1,0,3,7970.6,31.215
0,1,0,0,1,1,0,0,0,2,1,0,3,6311.6,40.954286
0,1,0,0,1,1,0,0,0,3,1,0,3,5701.8,42.260667
0,1,0,0,1,1,0,0,0,4,1,0,3,5372.6,46.12
0,1,0,0,1,1,0,0,0,1,2,0,3,7998.0,29.641429
0,1,0,0,1,1,0,0,0,2,2,0,3,6348.0,37.609524
0,1,0,0,1,1,0,0,0,3,2,0,3,5620.2,46.796667
0,1,0,0,1,1,0,0,0,4,2,0,3,5459.0,46.998
0,1,0,0,1,1,0,0,0,1,0,5,3,7855.4,29.206429
0,1,0,0,1,1,0,0,0,2,0,5,3,6359.2,40.603809
0,1,0,0,1,1,0,0,0,3,0,5,3,5844.4,43.628666
0,1,0,0,1,1,0,0,0,4,0,5,3,5418.8,44.124
0,1,0,0,1,1,0,0,0,1,1,5,3,7859.4,33.1675
0,1,0,0,1,1,0,0,0,2,1,5,3,6054.4,38.553333
0,1,0,0,1,1,0,0,0,3,1,5,3,5669.6,40.261333
0,1,0,0,1,1,0,0,0,4,1,5,3,5443.8,46.471333
0,1,0,0,1,1,0,0,0,1,2,5,3,7910.0,32.63
0,1,0,0,1,1,0,0,0,2,2,5,3,6452.6,37.677619
0,1,0,0,1,1,0,0,0,3,2,5,3,5541.0,43.870667
0,1,0,0,1,1,0,0,0,4,2,5,3,5218.2,46.292
0,1,0,0,1,1,0,0,0,1,0,15,3,7974.6,30.800286
0,1,0,0,1,1,0,0,0,2,0,15,3,6098.2,42.183333
0,1,0,0,1,1,0,0,0,3,0,15,3,5657.4,41.885333
0,1,0,0,1,1,0,0,0,4,0,15,3,5289.8,41.788
0,1,0,0,1,1,0,0,0,1,1,15,3,7813.6,29.493214
0,1,0,0,1,1,0,0,0,2,1,15,3,6306.2,38.961429
0,1,0,0,1,1,0,0,0,3,1,15,3,5722.2,45.11
0,1,0,0,1,1,0,0,0,4,1,15,3,5460.8,45.544667
0,1,0,0,1,1,0,0,0,1,2,15,3,8003.8,30.013809
0,1,0,0,1,1,0,0,0,2,2,15,3,6354.2,41.594286
0,1,0,0,1,1,0,0,0,3,2,15,3,5759.4,41.214
0,1,0,0,1,1,0,0,0,4,2,15,3,5482.4,45.003333
0,1,0,0,1,1,0,0,0,1,0,0,6,7874.6,31.9525
0,1,0,0,1,1,0,0,0,2,0,0,6,6240.6,39.311905
0,1,0,0,1,1,0,0,0,3,0,0,6,5835.0,44.348095
0,1,0,0,1,1,0,0,0,4,0,0,6,5499.6,46.376667
0,1,0,0,1,1,0,0,0,1,1,0,6,8059.8,32.128889
0,1,0,0,1,1,0,0,0,2,1,0,6,6326.8,39.731905
0,1,0,0,1,1,0,0,0,3,1,0,6,5773.8,41.571333
0,1,0,0,1,1,0,0,0,4,1,0,6,5512.2,44.63
0,1,0,0,1,1,0,0,0,1,2,0,6,7880.2,31.4725
0,1,0,0,1,1,0,0,0,2,2,0,6,6272.4,37.712857
0,1,0,0,1,1,0,0,0,3,2,0,6,5685.4,44.326667
0,1,0,0,1,1,0,0,0,4,2,0,6,5456.0,48.426667
0,1,0,0,1,1,0,0,0,1,0,5,6,7914.0,28.896071
0,1,0,0,1,1,0,0,0,2,0,5,6,6284.8,37.982857
0,1,0,0,1,1,0,0,0,3,0,5,6,5666.4,44.914667
0,1,0,0,1,1,0,0,0,4,0,5,6,5457.6,46.306
0,1,0,0,1,1,0,0,0,1,1,5,6,7924.8,30.6575
0,1,0,0,1,1,0,0,0,2,1,5,6,6246.0,40.854286
0,1,0,0,1,1,0,0,0,3,1,5,6,5726.0,40.416
0,1,0,0,1,1,0,0,0,4,1,5,6,5469.6,45.796
0,1,0,0,1,1,0,0,0,1,2,5,6,7891.6,32.3975
0,1,0,0,1,1,0,0,0,2,2,5,6,6334.0,38.244762
0,1,0,0,1,1,0,0,0,3,2,5,6,5609.8,42.814
0,1,0,0,1,1,0,0,0,4,2,5,6,5251.2,45.588
0,1,0,0,1,1,0,0,0,1,0,15,6,7957.6,29.812857
0,1,0,0,1,1,0,0,0,2,0,15,6,6361.0,40.169048
0,1,0,0,1,1,0,0,0,3,0,15,6,5633.2,43.336667
0,1,0,0,1,1,0,0,0,4,0,15,6,5739.6,44.496191
0,1,0,0,1,1,0,0,0,1,1,15,6,7771.4,31.035357
0,1,0,0,1,1,0,0,0,2,1,15,6,6344.2,38.462857
0,1,0,0,1,1,0,0,0,3,1,15,6,5736.0,44.335333
0,1,0,0,1,1,0,0,0,4,1,15,6,5496.0,47.569333
0,1,0,0,1,1,0,0,0,1,2,15,6,7946.8,28.546071
0,1,0,0,1,1,0,0,0,2,2,15,6,6360.4,38.982857
0,1,0,0,1,1,0,0,0,3,2,15,6,5700.4,47.076667
0,1,0,0,1,1,0,0,0,4,2,15,6,5346.2,46.701333
0,1,0,0,1,1,0,0,1,1,0,0,0,7807.2,28.1325
0,1,0,0,1,1,0,0,1,2,0,0,0,6338.6,38.990476
0,1,0,0,1,1,0,0,1,3,0,0,0,5679.2,44.039333
0,1,0,0,1,1,0,0,1,4,0,0,0,5224.6,46.182667
0,1,0,0,1,1,0,0,1,1,1,0,0,7879.8,32.228333
0,1,0,0,1,1,0,0,1,2,1,0,0,6310.8,38.078095
0,1,0,0,1,1,0,0,1,3,1,0,0,5710.8,40.892
0,1,0,0,1,1,0,0,1,4,1,0,0,5385.4,43.729333
0,1,0,0,1,1,0,0,1,1,2,0,0,7896.0,31.7125
0,1,0,0,1,1,0,0,1,2,2,0,0,6118.6,40.674762
0,1,0,0,1,1,0,0,1,3,2,0,0,5451.6,42.988
0,1,0,0,1,1,0,0,1,4,2,0,0,5465.2,46.232
0,1,0,0,1,1,0,0,1,1,0,5,0,7926.6,31.839167
0,1,0,0,1,1,0,0,1,2,0,5,0,6260.4,37.774762
0,1,0,0,1,1,0,0,1,3,0,5,0,5818.4,43.121333
0,1,0,0,1,1,0,0,1,4,0,5,0,5499.4,46.342
0,1,0,0,1,1,0,0,1,1,1,5,0,7832.2,28.668928
0,1,0,0,1,1,0,0,1,2,1,5,0,6471.2,37.916667
0,1,0,0,1,1,0,0,1,3,1,5,0,5841.8,45.676667
0,1,0,0,1,1,0,0,1,4,1,5,0,5538.4,44.464667
0,1,0,0,1,1,0,0,1,1,2,5,0,7892.8,29.903214
0,1,0,0,1,1,0,0,1,2,2,5,0,6398.6,40.605714
0,1,0,0,1,1,0,0,1,3,2,5,0,5618.2,41.256667
0,1,0,0,1,1,0,0,1,4,2,5,0,5370.8,46.990667
0,1,0,0,1,1,0,0,1,1,0,15,0,7926.4,33.0825
0,1,0,0,1,1,0,0,1,2,0,15,0,6189.4,37.146667
0,1,0,0,1,1,0,0,1,3,0,15,0,5678.6,44.037333
0,1,0,0,1,1,0,0,1,4,0,15,0,5429.6,46.174
0,1,0,0,1,1,0,0,1,1,1,15,0,7890.2,28.929524
0,1,0,0,1,1,0,0,1,2,1,15,0,6281.0,39.130476
0,1,0,0,1,1,0,0,1,3,1,15,0,5680.0,41.24
0,1,0,0,1,1,0,0,1,4,1,15,0,5406.8,44.219333
0,1,0,0,1,1,0,0,1,1,2,15,0,7986.6,31.081111
0,1,0,0,1,1,0,0,1,2,2,15,0,6237.0,41.485714
0,1,0,0,1,1,0,0,1,3,2,15,0,5828.6,41.596286
0,1,0,0,1,1,0,0,1,4,2,15,0,5456.0,43.242
0,1,0,0,1,1,0,0,1,1,0,0,3,7870.0,32.3425
0,1,0,0,1,1,0,0,1,2,0,0,3,6418.6,37.936667
0,1,0,0,1,1,0,0,1,3,0,0,3,5803.2,41.716
0,1,0,0,1,1,0,0,1,4,0,0,3,5936.2,46.718571
0,1,0,0,1,1,0,0,1,1,1,0,3,7876.2,29.987857
0,1,0,0,1,1,0,0,1,2,1,0,3,6292.4,41.496191
0,1,0,0,1,1,0,0,1,3,1,0,3,5673.2,44.351333
0,1,0,0,1,1,0,0,1,4,1,0,3,5448.0,47.203333
0,1,0,0,1,1,0,0,1,1,2,0,3,8047.2,30.376667
0,1,0,0,1,1,0,0,1,2,2,0,3,6442.6,40.391429
0,1,0,0,1,1,0,0,1,3,2,0,3,5751.2,44.62
0,1,0,0,1,1,0,0,1,4,2,0,3,5356.4,45.042667
0,1,0,0,1,1,0,0,1,1,0,5,3,7842.8,33.225
0,1,0,0,1,1,0,0,1,2,0,5,3,6140.8,40.580476
0,1,0,0,1,1,0,0,1,3,0,5,3,5494.0,41.388
0,1,0,0,1,1,0,0,1,4,0,5,3,5437.4,45.548667
0,1,0,0,1,1,0,0,1,1,1,5,3,7779.4,32.1425
0,1,0,0,1,1,0,0,1,2,1,5,3,6313.4,37.333333
0,1,0,0,1,1,0,0,1,3,1,5,3,5923.4,41.966667
0,1,0,0,1,1,0,0,1,4,1,5,3,5461.4,42.310667
0,1,0,0,1,1,0,0,1,1,2,5,3,7883.8,29.648214
0,1,0,0,1,1,0,0,1,2,2,5,3,6185.4,40.844762
0,1,0,0,1,1,0,0,1,3,2,5,3,5577.4,40.282667
0,1,0,0,1,1,0,0,1,4,2,5,3,5206.2,44.298
0,1,0,0,1,1,0,0,1,1,0,15,3,7878.8,32.1025
0,1,0,0,1,1,0,0,1,2,0,15,3,6363.2,40.210476
